,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,,1000.000,,,
EarningsPerShareBasicAndDiluted,-0.000,-0.000,-0.000,0.000,0.000,-0.010
IncreaseDecreaseInAccruedLiabilities,,,1000.000,,,
NetCashProvidedByUsedInFinancingActivities,,,15000.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,15000.000,,,
NetCashProvidedByUsedInOperatingActivities,,,-14000.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-14000.000,,,
NetIncomeLoss,-31000.000,-20000.000,-29000.000,-25000.000,-20000.000,-41000.000
OperatingCostsAndExpenses,31000.000,20000.000,29000.000,25000.000,20000.000,38000.000
OperatingExpenses,31000.000,20000.000,29000.000,25000.000,20000.000,38000.000
OperatingIncomeLoss,-31000.000,-20000.000,-29000.000,-25000.000,-20000.000,-38000.000
ProceedsFromRepaymentsOfRelatedPartyDebt,,,15000.000,,,
RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,,,14000.000,,,
