,2011-07-02
CostOfServices,156013000.000
GeneralAndAdministrativeExpense,11814000.000
GrossProfit,28349000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,4748000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,3255000.000
IncomeTaxExpenseBenefit,1493000.000
InterestExpense,6599000.000
NetIncomeLoss,3298000.000
NetIncomeLossAttributableToNoncontrollingInterest,-43000.000
OperatingIncomeLoss,11347000.000
ProfitLoss,3255000.000
SalesRevenueServicesNet,184362000.000
SellingAndMarketingExpense,5188000.000
