,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,,13261.000,22078.000,15815.000,24465.000,36972.000,69782.000,95787.000,194523.000,187512.000,35013.000,22210.000,41224.000,129128.000,74200.000,171274.000,54495.000,43534.000,3667.000,10727.000
AccountsReceivableGross,,,,,402920.000,,,,,,122056.000,,,,44948.000,,,,44860.000,46664.000
AccountsReceivableNetCurrent,,148119.000,304341.000,296188.000,364184.000,158987.000,320977.000,321390.000,139485.000,229213.000,122056.000,9165.000,13306.000,10518.000,44948.000,50431.000,37869.000,29397.000,17194.000,18998.000
AccruedLiabilitiesCurrent,,72349.000,77204.000,50214.000,65593.000,75578.000,48888.000,56059.000,50314.000,65276.000,72898.000,90936.000,69050.000,80922.000,71026.000,88328.000,62318.000,79934.000,87959.000,96057.000
AccruedSalesCommissionCurrent,,,,,,,,,,,-65000.000,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,95003.000,,,,,,103160.000,,,,106627.000,,,,110197.000,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,24580.000,24580.000,24580.000,24580.000,24580.000,24580.000,24580.000,24580.000,24580.000,24580.000,24580.000,24580.000,24580.000,24580.000,24580.000,24580.000,24580.000,24580.000,24580.000
AllowanceForDoubtfulAccountsReceivable,,,,,-38736.000,,,,,,0.000,,,,0.000,,,,27666.000,27666.000
AllowanceForDoubtfulAccountsReceivableCurrent,,150000.000,150000.000,,38736.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,27666.000,27666.000
Assets,,3338967.000,3343483.000,2397445.000,3362054.000,2919236.000,3826996.000,3767524.000,3637747.000,3969640.000,3996745.000,3251695.000,2599000.000,2017889.000,1129526.000,594554.000,1346235.000,309817.000,129093.000,78260.000
AssetsCurrent,,1154922.000,1160125.000,1060265.000,1746321.000,1054414.000,1635435.000,1240238.000,1154408.000,1608187.000,3012809.000,2389588.000,1857933.000,1398863.000,632239.000,217646.000,1090302.000,169913.000,110878.000,68719.000
BusinessAcquisitionPurchasePriceAllocationAssetsAcquiredLiabilitiesAssumedNet,,,,,5590.000,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssets,,,,,5590.000,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsCashAndCashEquivalents,,,,,5590.000,,,,,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCashAndEquivalents,,,,,,,,,,,5590.000,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssets,,,,,,,,,,,5590.000,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilities,,,,,,,,,,,0.000,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesAccountsPayable,,,,,,,,,,,0.000,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,,,,,,,,,,,5590.000,,,,,,,,,
CapitalizedComputerSoftwareNet,,,,,,,,,,,,,,,,,,,0.000,
