,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31
AdjustmentsToAdditionalPaidInCapitalOther,,,,,,,,,,,,,,,370455.000
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,,,,,,,,,,,,,,,395005.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-104134.000,,,,56445.000,,,,1546036.000,,,,-764276.000
ComprehensiveIncomeNetOfTax,36260.000,-155170.000,-77901.000,-179928.000,42827.000,375624.000,-255497.000,54495.000,-55192.000,507702.000,83517.000,319373.000,246533.000,887286.000,-773661.000
CostOfGoodsAndServicesSold,420843.000,347353.000,918827.000,489204.000,441996.000,1203846.000,624075.000,695213.000,493445.000,5473451.000,7098744.000,-1780278.000,-2191743.000,-29972197.000,-5293100.000
Depreciation,,,27472.000,,,,66718.000,,,,,,,,
DepreciationAndAmortization,,,,,,,,,,,59425.000,,,,87925.000
EarningsPerShareBasic,,0.000,0.000,0.000,,,,,,,,,,,-0.390
EarningsPerShareBasicAndDiluted,,,,,0.000,,-0.010,0.000,,,,0.010,0.000,,-0.390
EarningsPerShareDiluted,,,,,,,,,,,,,,,-0.150
ForeignCurrencyTransactionGainLossBeforeTax,,,,,,,,,,,,,,,29185.000
GainLossOnDispositionOfProperty,0.000,0.000,,,,,,,,,,,,,
GeneralAndAdministrativeExpense,128081.000,138156.000,185864.000,193503.000,227027.000,232203.000,227070.000,191801.000,196667.000,236518.000,327710.000,228866.000,310795.000,512677.000,742910.000
GrossProfit,71875.000,78913.000,109812.000,109623.000,113018.000,322775.000,115147.000,159340.000,168449.000,1640781.000,917116.000,755553.000,670720.000,3446583.000,557235.000
IncomeLossFromContinuingOperations,1427.000,-199925.000,-80449.000,-168198.000,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,-199925.000,-80449.000,-168198.000,49340.000,327728.000,-261746.000,19550.000,-61983.000,570215.000,195326.000,414063.000,228157.000,1158205.000,-759519.000
IncomeTaxExpenseBenefit,,0.000,,,,,,,,,80615.000,98407.000,-17054.000,-605696.000,43327.000
IncomeTaxesPaid,,,0.000,,,,,,,,164.000,,,,259829.000
IncreaseDecreaseInAccountsAndOtherReceivables,,,,,,,-40172.000,,,,3699006.000,,,,-172092.000
IncreaseDecreaseInAccountsPayable,,,-34209.000,,,,26723.000,,,,-2689030.000,,,,-6728883.000
IncreaseDecreaseInAccountsReceivable,,,208741.000,,,,321286.000,,,,-884262.000,,,,6283260.000
IncreaseDecreaseInAllowanceForEquityFundsUsedDuringConstruction,,,,,,,,,,,,,,,355466.000
IncreaseDecreaseInConstructionPayables,,,-90962.000,,,,,,,,,,,,
IncreaseDecreaseInCustomerAdvances,,,-886927.000,,,,,,,,,,,,
IncreaseDecreaseInCustomerDeposits,,,,,,,,,,,,,,,-9939.000
IncreaseDecreaseInDeferredRevenue,,,298020.000,,,,,,,,,,,,
IncreaseDecreaseInDueToOfficersAndStockholders,,,32800.000,,,,57664.000,,,,,,,,19420.000
IncreaseDecreaseInIncomeTaxesPayableNetOfIncomeTaxesReceivable,,,92379.000,,,,69.000,,,,164677.000,,,,423259.000
IncreaseDecreaseInInventories,,,356301.000,,,,-42371.000,,,,1035267.000,,,,-1275717.000
IncreaseDecreaseInOtherAccountsPayableAndAccruedLiabilities,,,438587.000,,,,21119.000,,,,-509719.000,,,,-81527.000
IncreaseDecreaseInOtherCurrentAssets,,,2011.000,,,,375.000,,,,,,,,
IncreaseDecreaseInPrepaidExpense,,,-50369.000,,,,79503.000,,,,326376.000,,,,1123187.000
InterestAndOtherIncome,42.000,317.000,,,,,,,,,,,81.000,,62.000
InterestExpense,28978.000,28929.000,38512.000,-37936.000,-35796.000,-108716.000,-31826.000,-27496.000,-29164.000,-42830.000,-51109.000,-63187.000,-51570.000,-74236.000,-85239.000
InterestIncomeOther,,,,,,,,,,,60.000,,,,
InterestPaid,,,35530.000,,,,31334.000,,,,41091.000,,,,71147.000
LeaseAndRentalExpense,,,,,,,,,,,484614.000,,,,
LegalFees,21114.000,20550.000,17050.000,17050.000,17050.000,43550.000,17614.000,17050.000,25227.000,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,-1293231.000,,,,-135163.000,,,,3950552.000,,,,-1147692.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-1293231.000,,,,-135163.000,,,,3950552.000,,,,-1147692.000
NetCashProvidedByUsedInInvestingActivities,,,-69698.000,,,,-20249.000,,,,-10225.000,,,,-3511.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-69698.000,,,,-20249.000,,,,-10225.000,,,,-3511.000
NetCashProvidedByUsedInOperatingActivities,,,1258484.000,,,,211676.000,,,,-2382555.000,,,,355911.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,1258484.000,,,,211676.000,,,,-2382555.000,,,,355911.000
NetIncomeLoss,1427.000,-199925.000,-80449.000,-168198.000,,,-261746.000,19550.000,-61983.000,470801.000,114711.000,315656.000,245211.000,876445.000,-802846.000
OperatingExpenses,249463.000,248542.000,439248.000,280609.000,344209.000,414687.000,406331.000,309552.000,330845.000,1067698.000,924180.000,325304.000,407741.000,2218090.000,1385855.000
OperatingIncomeLoss,-177588.000,-169629.000,-329436.000,-170986.000,-231191.000,-91912.000,-291184.000,-150212.000,-162396.000,573084.000,-7064.000,430249.000,262979.000,1228493.000,-828620.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,34833.000,44755.000,2548.000,-11730.000,-6513.000,47896.000,6249.000,34945.000,6791.000,36901.000,-31194.000,3717.000,1322.000,10841.000,29185.000
OtherExpenses,,,,,,,,,,,,,-515.000,,-1710.000
OtherIncome,321.000,-3113.000,30694.000,-524.000,-43.000,-10170.000,5826.000,-220.000,5715.000,7459.000,14308.000,14224.000,14193.000,17.000,
OtherNonoperatingIncome,207630.000,1429.000,256805.000,41248.000,316370.000,605308.000,55438.000,197478.000,123862.000,32382.000,239132.000,32777.000,2989.000,3882.000,155988.000
OtherOperatingIncomeExpenseNet,179015.000,-30296.000,248987.000,2788.000,280531.000,419640.000,29438.000,169762.000,100413.000,-2869.000,202391.000,-16186.000,-34822.000,-70289.000,69101.000
PaymentsForRent,,,,,27706.000,,88222.000,88609.000,90521.000,73627.000,64180.000,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,,7548.000,,,,-20249.000,,,,,,,,
