,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31
ProceedsFromInterestReceived,,,,,,,,,,,,,,,149.000
ProceedsFromIssuanceOfCommonStock,,,,,,,,,,,,,,,91.000
ProceedsFromNotesPayable,,,0.000,,,,-152655.000,,,,251546.000,,,,
ProceedsFromPaymentsForLongTermLoansForRelatedParties,,,,,,,,,,,,,,,412499.000
ProceedsFromRelatedPartyDebt,,,,,,,,,,,,,,,572916.000
ProceedsFromSaleOfMachineryAndEquipment,,,28811.000,,,,,,,,,,,,
PropertyPlantAndEquipmentGrossPeriodIncreaseDecrease,,,,,,,,,,,-10225.000,,,,-358977.000
RepaymentOfNotesReceivableFromRelatedParties,,,,,,,,,,,,,,,1114279.000
RepaymentsOfNotesPayable,,,285338.000,,,,,,,,,,,,
RepaymentsOfRelatedPartyDebt,,,153766.000,,,,,,,,,,,,
RepaymentsOfSubordinatedShortTermDebt,,,,,,,,,,,,,,,-2152527.000
RevenueFromGrants,,,,41248.000,316370.000,,55438.000,,,,239132.000,,,,239132.000
Revenues,493039.000,423153.000,1059333.000,598303.000,554971.000,1516451.000,745048.000,854333.000,667609.000,7121691.000,8030168.000,2550055.000,2876656.000,19221309.000,5850335.000
SalesRevenueNet,492718.000,426266.000,1028639.000,598827.000,555014.000,1526621.000,739222.000,854553.000,661894.000,7114232.000,8015860.000,2535831.000,2862463.000,19221292.000,5850335.000
SellingAndMarketingExpense,100268.000,89836.000,236334.000,70056.000,100132.000,138934.000,161647.000,100701.000,108951.000,,,,,,
SellingExpense,,,,,,,,,,,596470.000,96438.000,96946.000,1705413.000,642945.000
TranslationAdjustmentFunctionalToReportingCurrencyNetOfTaxPeriodIncreaseDecrease,,,311.000,,,,181.000,,,,-11736.000,,,,31016.000
WeightedAverageNumberOfDilutedSharesOutstanding,,,,,,,,,,,,,,,5439447.000
WeightedAverageNumberOfSharesOutstandingBasic,38779689.000,49951223.000,49951223.000,49951223.000,49951223.000,-99902446.000,49951223.000,49951223.000,49951223.000,-99902446.000,49951223.000,49951223.000,49951223.000,-99902446.000,2065564.000
