,2011-06-30,2011-09-30,2012-03-31,2015-06-30,2015-09-30,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
InterestAndOtherIncome,,,,,,25000.000,28000.000,11000.000,44000.000,151000.000
InterestCostsCapitalized,,,,4074000.000,,9847000.000,7763000.000,6680000.000,3312000.000,1406000.000
InterestExpense,27035000.000,31244000.000,15185000.000,,,,,,,
InterestIncomeExpenseNonoperatingNet,,,,-3513000.000,-193000.000,-7295000.000,-10361000.000,-13699000.000,-18272000.000,-20051000.000
InterestPaidCapitalized,,,,,,6872000.000,,,,669000.000
InterestPaidNet,,,11508000.000,,,5108000.000,,,,9618000.000
LeaseAndRentalExpense,2457000.000,2483000.000,2457000.000,,,,,,,
LineOfCreditFacilityCommitmentFeeAmount,,,,,,1933000.000,1379000.000,1235000.000,654000.000,275000.000
NetCashProvidedByUsedInContinuingOperations,,,12681000.000,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,32257000.000,,,194913000.000,,,,47275000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,32257000.000,,,194913000.000,,,,47275000.000
NetCashProvidedByUsedInInvestingActivities,,,-610000.000,,,-330871000.000,,,,-69436000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-610000.000,,,-330871000.000,,,,-69436000.000
NetCashProvidedByUsedInOperatingActivities,,,-18944000.000,,,134864000.000,,,,70846000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-18944000.000,,,134864000.000,,,,70846000.000
NetIncomeLoss,,,,,,60858000.000,37995000.000,-37351000.000,5804000.000,26864000.000
NetIncomeLossAvailableToCommonStockholdersBasic,,-37228000.000,-46912000.000,19901000.000,33228000.000,,,,,
NonoperatingIncomeExpense,-12520000.000,-1506000.000,-15164000.000,-9535000.000,-262000.000,-7326000.000,-11953000.000,-12159000.000,-17526000.000,-19461000.000
OperatingIncomeLoss,-11437000.000,-35722000.000,-18243000.000,29436000.000,33490000.000,68184000.000,49948000.000,-25192000.000,23330000.000,46325000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,-198000.000,-22000.000,3000.000,27000.000,39000.000,63000.000,,,,
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,,,1661000.000,27000.000,39000.000,,,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax,,,,,,,,-1342000.000,,-827000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,177000.000,1343000.000,1658000.000,,,,-13948000.000,5207000.000,,196000.000
OtherNonoperatingIncomeExpense,14515000.000,29738000.000,21000.000,18000.000,-69000.000,-29000.000,-1588000.000,1542000.000,745000.000,642000.000
PaidInKindInterest,,,,,,4242000.000,,,,4672000.000
PaymentsOfFinancingCosts,,,,,,6019000.000,,,,1431000.000
PaymentsToAcquireOtherProductiveAssets,,,610000.000,,,2240000.000,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,,,,,338684000.000,,,,
ProceedsFromIssuanceOfLongTermDebt,,,,,,,,,,100131000.000
ProceedsFromIssuanceOfSeniorLongTermDebt,,,,,,244083000.000,,,,
ProceedsFromLinesOfCredit,,,4000000.000,,,,,,,
ProceedsFromSaleOfOtherProductiveAssets,,,,,,16925000.000,,,,
ProfitLoss,-23957000.000,,,,,,,,,
ProvisionForDoubtfulAccounts,,,-72000.000,,,1864000.000,,,,-323000.000
ReorganizationItems,,,13505000.000,,,,,,,
RepaymentsOfLongTermDebt,,,,,,43151000.000,,,,51425000.000
RevenueFromRelatedParties,,,,4212000.000,56001000.000,113031000.000,92400000.000,65529000.000,97929000.000,118369000.000
SalesRevenueServicesNet,105203000.000,74851000.000,86917000.000,116480000.000,89291000.000,124044000.000,105958000.000,72259000.000,102361000.000,123016000.000
ShareBasedCompensation,,,1546000.000,,,1428000.000,,,,2077000.000
UnrealizedGainLossOnDerivatives,,,-959000.000,,,,,,,662000.000
WeightedAverageNumberOfDilutedSharesOutstanding,112085762.000,118601021.000,119029961.000,,,,82681000.000,82682000.000,,82991000.000
WeightedAverageNumberOfSharesOutstandingBasic,112085762.000,118601021.000,119029961.000,,,,82681000.000,82682000.000,,82960000.000
