,2011-06-30,2011-09-30,2012-03-31,2015-06-30,2015-09-30,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,1546000.000,,,1428000.000,,,,2077000.000
AmortizationOfFinancingCosts,,,2638000.000,251000.000,508000.000,2573000.000,,,,3420000.000
AssetImpairmentCharges,,10684000.000,,,,,,,,
AssetsDisposedOfByMethodOtherThanSaleInPeriodOfDispositionGainLossOnDisposition1,,,,,,-100000.000,,,,
BusinessExitCosts1,,,,169000.000,146000.000,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,,-1031000.000,,,,48685000.000
ComprehensiveIncomeNetOfTax,,-35907000.000,-45251000.000,19928000.000,33267000.000,60921000.000,23317000.000,-30802000.000,30537000.000,27887000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,-23978000.000,,,,,,,,,
CostsAndExpenses,116640000.000,110573000.000,105160000.000,87044000.000,55801000.000,55860000.000,56010000.000,97451000.000,79031000.000,76691000.000
CostsAndExpensesRelatedParty,,,,2599000.000,4688000.000,3270000.000,-49000.000,19000.000,-181000.000,6000.000
DepreciationDepletionAndAmortization,23078000.000,23339000.000,22905000.000,11011000.000,11600000.000,17481000.000,20023000.000,23118000.000,26569000.000,27694000.000
DirectOperatingCosts,27508000.000,26764000.000,26012000.000,21147000.000,20539000.000,24529000.000,25532000.000,26980000.000,30267000.000,28762000.000
EarningsPerShareBasic,-0.210,-0.310,-0.390,0.380,0.410,0.740,0.460,-0.450,0.060,0.320
EarningsPerShareDiluted,-0.210,-0.310,-0.390,0.380,0.400,0.740,0.460,-0.450,0.060,0.320
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,,,-22000.000,,,63000.000,,,,
ForeignCurrencyTransactionGainLossBeforeTax,,,,40000.000,-2000.000,,,,,
GainLossOnDispositionOfAssets1,,,,-16000.000,-101000.000,-135000.000,714000.000,-10756000.000,-13992000.000,-9843000.000
GainLossOnSaleOfPropertyPlantEquipment,,,,-16000.000,-101000.000,,,,,-9843000.000
GeneralAndAdministrativeExpense,10306000.000,9174000.000,6751000.000,15320000.000,8200000.000,8088000.000,7024000.000,7128000.000,5604000.000,8426000.000
GoodwillImpairmentLoss,,,,,,,,26291000.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,16864000.000,,,-9621000.000,,,,-6862000.000
IncreaseDecreaseInAccountsReceivable,,,4477000.000,,,-5238000.000,,,,1457000.000
IncreaseDecreaseInAccountsReceivableRelatedParties,,,,,,,,,,-6383000.000
IncreaseDecreaseInDeferredRevenue,,,-865000.000,,,,,,,
IncreaseDecreaseInOperatingCapital,,,,,,967000.000,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,,,,-60448000.000,,,,-1084000.000
