,2012-06-30,2013-06-30,2014-06-30,2015-06-30,2016-06-30
CashAndCashEquivalentsPeriodIncreaseDecrease,22625.000,-28506.000,30558.000,-29760.000,6650.000
ComprehensiveIncomeNetOfTax,-66590.000,-48852.000,-66492.000,-43760.000,-32450.000
CostOfGoodsAndServicesSold,,,,0.000,
CostOfGoodsSold,5708.000,4423.000,0.000,,
EarningsPerShareBasic,-0.010,-0.010,-0.010,-0.010,0.000
EarningsPerShareDiluted,-0.000,-0.010,-0.010,0.000,0.000
FeesAndCommissionsTransferAgent,,5941.000,,,
GrossProfit,1258.000,2670.000,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-66590.000,-48852.000,-66492.000,-43760.000,-32450.000
IncreaseDecreaseInAccountsPayable,,,200.000,,3100.000
IncreaseDecreaseInAccruedTaxesPayable,94.000,-94.000,,,
IncreaseDecreaseInInventories,-13831.000,,,,
IncreaseDecreaseInInventoriesAndOtherOperatingAssets,,13831.000,,,
IncreaseDecreaseInPrepaidRent,580.000,,,,
InvestmentIncomeNet,10.000,1.000,,,1.000
LegalFees,5000.000,,12000.000,7000.000,
NetCashProvidedByUsedInFinancingActivities,97372.000,6574.000,84850.000,7000.000,36000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,97372.000,6574.000,84850.000,7000.000,36000.000
NetCashProvidedByUsedInOperatingActivities,-74747.000,-35115.000,-54292.000,-36760.000,-29350.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-74747.000,-35115.000,-54292.000,-36760.000,-29350.000
NetIncomeLoss,-66590.000,-48852.000,-66492.000,-43760.000,-32450.000
OperatingExpenses,67858.000,51523.000,66492.000,43760.000,32451.000
OperatingIncomeLoss,-66600.000,-48853.000,-66492.000,-43760.000,-32451.000
OtherGeneralAndAdministrativeExpense,15000.000,21000.000,15000.000,,
ProceedsFromIssuanceOfCommonStock,73159.000,,60550.000,,
ProceedsFromRelatedPartyDebt,24213.000,6574.000,24300.000,7000.000,36000.000
ProfessionalFees,53448.000,44847.000,64905.000,43531.000,32213.000
ProfitLoss,,,-66492.000,,
Revenues,6966.000,7093.000,0.000,0.000,
SalesRevenueNet,6966.000,7093.000,0.000,0.000,
SellingGeneralAndAdministrativeExpense,67858.000,51523.000,66492.000,43760.000,32451.000
