,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-06-30,2013-09-30,2014-03-31,2014-06-30,2014-09-30
AdjustmentForAmortization,,,16000.000,,,,,,32000.000,,
AmortizationOfIntangibleAssets,,,,6000.000,6000.000,,,,,,
AmortizationOfLeasedAsset,,,,8000.000,8000.000,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-234000.000,,,,,,-126000.000,,
ComprehensiveIncomeNetOfTax,347000.000,200000.000,,6000.000,-90000.000,,-334000.000,32000.000,-381000.000,-274000.000,-321000.000
CostOfRevenue,1906000.000,1466000.000,433000.000,694000.000,606000.000,581000.000,614000.000,481000.000,170000.000,570000.000,323000.000
Depreciation,,,24000.000,28000.000,27000.000,27000.000,,,34000.000,,
DepreciationAndAmortization,,,,,,,,,66000.000,65000.000,52000.000
EarningsPerShareBasic,,0.020,,,,,,,,,
EarningsPerShareBasicAndDiluted,0.030,,-0.030,0.000,-0.010,-0.460,0.000,-0.010,-0.030,0.000,-0.000
EarningsPerShareDiluted,,0.020,,,,,,,,,
EffectOfExchangeRateOnCash,,,,,,,,,-2000.000,,
GainLossOnDispositionOfAssets,,,,,,,,,3000.000,,
GrossProfit,872000.000,684000.000,155000.000,328000.000,289000.000,407000.000,341000.000,225000.000,51000.000,253000.000,237000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,340000.000,211000.000,-275000.000,6000.000,-90000.000,-4268000.000,10000.000,-95000.000,-272000.000,-17000.000,-22000.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,,,-0.010,,,,,,
IncomeTaxExpenseBenefit,,18000.000,,0.000,,,0.000,0.000,0.000,0.000,0.000
IncomeTaxesPaidNet,,,,,,,,,0.000,,
IncreaseDecreaseInAccountsPayable,,,-29000.000,,,,,,72000.000,,
IncreaseDecreaseInAccountsPayableRelatedParties,,,-19000.000,,,,,,,,
IncreaseDecreaseInAccountsReceivable,,,-41000.000,,,,,,29000.000,,
IncreaseDecreaseInAccruedLiabilities,,,-13000.000,,,,,,-18000.000,,
IncreaseDecreaseInDueFromRelatedParties,,,19000.000,,,,,,-26000.000,,
IncreaseDecreaseInDueToRelatedParties,,,,,,,,,46000.000,,
IncreaseDecreaseInInventories,,,-27000.000,,,,,,28000.000,,
IncreaseDecreaseInOtherCurrentAssets,,,,,,,,,-1000.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,1000.000,,,,,,,,
IncreaseDecreaseInPrepaidExpense,,,,,,,,,-7000.000,,
IncrementalCommonSharesAttributableToCallOptionsAndWarrants,,,,1350000.000,,,,,,,
InterestPaidNet,,,,,,,,,0.000,,
LeaseAndRentalExpense,,,,8000.000,8000.000,,7200.000,7200.000,7200.000,7200.000,7200.000
NetCashProvidedByUsedInInvestingActivities,,,-19000.000,,,,,,8000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-19000.000,,,,,,8000.000,,
NetCashProvidedByUsedInOperatingActivities,,,-215000.000,,,,,,-132000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-215000.000,,,,,,-132000.000,,
NetIncomeLoss,340000.000,193000.000,-275000.000,6000.000,-90000.000,-4180000.000,10000.000,-95000.000,-272000.000,-17000.000,-22000.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,,6000.000,-90000.000,,,,,,
NonoperatingIncomeExpense,,,139000.000,20000.000,18000.000,18000.000,-3000.000,-5000.000,12000.000,32000.000,17000.000
OperatingCostsAndExpenses,536000.000,507000.000,569000.000,342000.000,397000.000,4693000.000,328000.000,315000.000,335000.000,302000.000,276000.000
OperatingExpenses,56000.000,42000.000,45000.000,53000.000,35000.000,18000.000,34000.000,29000.000,27000.000,25000.000,21000.000
OperatingIncomeLoss,336000.000,177000.000,-414000.000,-14000.000,-108000.000,-4286000.000,13000.000,-90000.000,-284000.000,-49000.000,-39000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,7000.000,7000.000,,,,,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,,,,0.000,,,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,,,,,,,14000.000,5000.000,,0.000,0.000
OtherComprehensiveIncomeLossNetOfTax,,,,0.000,,,-344000.000,127000.000,-109000.000,-257000.000,-299000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,7000.000,7000.000,,,,,,,,,
OtherComprehensiveIncomeUnrealizedHoldingGainLossOnSecuritiesArisingDuringPeriodNetOfTax,,,,,,,-358000.000,122000.000,-109000.000,-257000.000,-299000.000
OtherNoncashExpense,,,18000.000,,,,,,,,
OtherNonoperatingExpense,,6000.000,,0.000,4000.000,,9000.000,11000.000,,4000.000,8000.000
OtherNonoperatingIncome,4000.000,40000.000,139000.000,20000.000,22000.000,19000.000,6000.000,6000.000,12000.000,36000.000,25000.000
OtherNonoperatingIncomeExpense,4000.000,34000.000,,,,,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,,19000.000,,,,,,0.000,,
ProceedsFromSaleOfPropertyPlantAndEquipment,,,,,,,,,8000.000,,
ProfitLoss,,,,,-90000.000,,,,,,
