,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-06-30,2013-09-30,2014-03-31,2014-06-30,2014-09-30
RevenueFromRelatedParties,,,,,,,10000.000,9000.000,14000.000,0.000,35000.000
Revenues,2778000.000,2150000.000,588000.000,1022000.000,895000.000,988000.000,955000.000,706000.000,221000.000,823000.000,560000.000
SalesRevenueGoodsGross,,,,,,,945000.000,697000.000,207000.000,823000.000,525000.000
SalesRevenueNet,2778000.000,2150000.000,588000.000,1022000.000,895000.000,988000.000,955000.000,706000.000,221000.000,823000.000,560000.000
SegmentReportingInformationRevenue,,,,1022000.000,,,,,,,
SellingGeneralAndAdministrativeExpense,480000.000,465000.000,524000.000,289000.000,362000.000,262000.000,294000.000,286000.000,308000.000,277000.000,255000.000
StockOptionPlanExpense,,,111000.000,,,,,,,,
UnrealizedGainLossOnMarketableSecuritiesCostMethodInvestmentsAndOtherInvestments,,,,,,,,,-109000.000,,
WeightedAverageNumberOfDilutedSharesOutstanding,9950000.000,9950000.000,,9950000.000,8620439.000,,10480400.000,10480400.000,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,8600000.000,,,,,,10480400.000,10480400.000,10480400.000
WeightedAverageNumberOfSharesOutstandingBasic,,8600000.000,,8600000.000,8620439.000,,10480400.000,10480400.000,,,
