,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31
AmortizationOfIntangibleAssets,0.000,,,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,87000000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,0.000,,,,,,,,13966.000,,
EarningsPerShareBasic,0.000,-0.000,0.000,0.000,0.000,,,,0.000,0.000,-0.000
GeneralAndAdministrativeExpense,0.000,43800.000,0.000,11001.000,110.000,0.000,5140.000,88.000,25852.000,23502.000,53122.000
IncomeTaxesPaid,0.000,,,,,,,,0.000,,
IncreaseDecreaseInAccountsPayable,0.000,,,,110.000,,,,0.000,,
InterestPaid,0.000,,,,,,,,0.000,,
NetCashProvidedByUsedInFinancingActivities,0.000,,,,,,,,42946.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,0.000,,,,,,,,42946.000,,
NetCashProvidedByUsedInInvestingActivities,,,,,,,,,-3162.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,,,,,-3162.000,,
NetCashProvidedByUsedInOperatingActivities,0.000,,,,,,,,-25812.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,0.000,,,,,,,,-25812.000,,
NetIncomeLoss,0.000,-43800.000,0.000,-11001.000,-110.000,0.000,-5140.000,-17414276.000,-25812.000,-45002.000,-58122.000
NetIncomeLossAttributableToNoncontrollingInterest,,,,,,,,,0.000,0.000,
OperatingExpenses,0.000,43800.000,0.000,11001.000,110.000,0.000,5140.000,11802088.000,25852.000,45002.000,58122.000
PaymentsToAcquireFurnitureAndFixtures,,,,,,,,,662.000,,
PaymentsToAcquireIntangibleAssets,,,,,,,,,2500.000,,
ProceedsFromIssuanceOfCommonStock,0.000,,,,,,,,43000.000,,
ProceedsFromRelatedPartyDebt,0.000,,,,,,,,,,
ProceedsFromRepaymentsOfBankOverdrafts,,,,,,,,,-54.000,,
ProfessionalAndContractServicesExpense,,,,,,,,,0.000,20000.000,
ProfessionalFees,,,,,,,,,,1500.000,5000.000
ProfitLoss,,,,,,,,,-25817.000,-45002.000,-58122.000
Revenues,0.000,0.000,0.000,,,0.000,,,35.000,0.000,
SalesRevenueNet,0.000,0.000,0.000,,,0.000,,,35.000,0.000,
WeightedAverageNumberOfSharesOutstandingBasic,10438000.000,10438000.000,10438000.000,-20876000.000,10438000.000,10438000.000,27668769.000,-37498436.000,15750500.000,15963000.000,18513000.000
