,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,1583610.000,1174104.000,998560.000,337145.000,367255.000,291898.000,600702.000,615386.000,587021.000,577878.000,133365.000,297147.000,,,,,,,,,,,
AccountsPayableOtherCurrent,,,,,12830.000,12256.000,18139.000,23513.000,3851.000,4017.000,8122.000,4763.000,4687.000,3831.000,9338.000,8575.000,10478.000,10633.000,31756.000,35928.000,24557.000,14000.000,15203.000
AccountsPayableTradeCurrent,,,,,,,,,,,,,434927.000,244474.000,174584.000,425849.000,167078.000,171296.000,330631.000,259204.000,456783.000,379000.000,416532.000
AccountsReceivableNetCurrent,2927621.000,2381247.000,5971786.000,1641868.000,1574148.000,588602.000,1066650.000,961837.000,985743.000,890134.000,566252.000,1108072.000,1215004.000,947695.000,993296.000,1025338.000,1095412.000,761784.000,962658.000,591575.000,653959.000,663000.000,752926.000
AccountsReceivableNetNoncurrent,,,,,,,,,,,0.000,,,,,,,,,,,,
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,1764816.000,,,,,,,,,,,,,,,,,,,,
AccruedLiabilitiesCurrent,273212.000,390344.000,1316012.000,916710.000,936940.000,724164.000,466960.000,308883.000,474738.000,340263.000,418480.000,181388.000,0.000,0.000,422252.000,366171.000,197989.000,247750.000,300111.000,230132.000,90045.000,81000.000,181465.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,-6325693.000,-6423747.000,7917258.000,-7977476.000,-8078821.000,-8236147.000,8196656.000,8407774.000,8529864.000,8646480.000,8757336.000,8892663.000,8895576.000,8942276.000,6513593.000,6564596.000,6591173.000,2481000.000,2595189.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-2491903.000,-2647007.000,-2625115.000,-2542453.000,-2467252.000,-2464818.000,-2020764.000,-2005590.000,-1805975.000,-2188626.000,-2016815.000,-1993819.000,-1868246.000,-1849018.000,-1913585.000,-1883531.000,-2068490.000,-2254577.000,-2269357.000,-2316544.000,-2307769.000,-2141000.000,-2047780.000
AdditionalPaidInCapital,39677590.000,39677590.000,48887101.000,54821952.000,54821952.000,54821952.000,56147092.000,56253449.000,56677008.000,57192952.000,58362834.000,62159404.000,62054361.000,62997434.000,63479918.000,63576206.000,63972660.000,64169820.000,65885243.000,65942286.000,67820860.000,60939000.000,61413533.000
AdvancesOnInventoryPurchases,,,,,972994.000,962307.000,737199.000,607010.000,559288.000,563113.000,531822.000,574328.000,1251076.000,1132148.000,900864.000,756573.000,380567.000,361417.000,315659.000,605734.000,372081.000,335000.000,240968.000
Assets,17487481.000,16093740.000,35098619.000,25260078.000,24219810.000,21439363.000,19252593.000,18575174.000,18541672.000,18187952.000,17734352.000,21610230.000,21190998.000,21255029.000,20331459.000,20579762.000,18824848.000,18402880.000,18859182.000,18495641.000,18860149.000,11170000.000,11284302.000
AssetsCurrent,6530978.000,5779851.000,14563434.000,5220263.000,5086024.000,5606841.000,4268645.000,3722077.000,3857366.000,3800232.000,3758455.000,6425004.000,5603827.000,4932001.000,4477732.000,4864637.000,3547437.000,3441530.000,3841949.000,3505553.000,2924317.000,1837000.000,3581363.000
AssetsNoncurrent,,,,,,,14983948.000,,,14387720.000,13975897.000,15185226.000,15587171.000,16323028.000,15853727.000,15715125.000,15277411.000,14961350.000,15017233.000,14990088.000,15935832.000,9333000.000,7702939.000
BusinessAcquisitionPercentageOfVotingInterestsAcquired,,,,,0.200,0.200,0.200,0.200,,,0.200,,,,,,,,,,,,
BusinessCombinationContingentConsiderationLiability,,,,,,,,,,,,873571.000,873571.000,873571.000,873571.000,873571.000,873571.000,873571.000,873571.000,873571.000,150000.000,0.000,0.000
