,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AccretionExpense,1065000.000,1271000.000,,
AccretionOfDiscount,192000000.000,600000000.000,1132000.000,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationAndExerciseOfStockOptions,323000.000,112252000.000,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,97877000.000,102421000.000
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,79112000.000,,,
AllocatedShareBasedCompensationExpense,121000000.000,,,
AmortizationOfFinancingCosts,15800000.000,11000000.000,10100000.000,16000000.000
AssetRetirementObligationAccretionExpense,1065000.000,1271000.000,1655000.000,2473000.000
AssetRetirementObligationLiabilitiesIncurred,242000.000,3484000.000,9213000.000,4487000.000
AssetRetirementObligationRevisionOfEstimate,,,3130000.000,-4836000.000
CapitalizedExploratoryWellCostChargedToExpense,,,0.000,
CapitalizedExploratoryWellCostChargedToExpense1,,,,0.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-1502000.000,228492000.000,-222506000.000,8137000.000
CostsAndExpenses,,,2164572000.000,2720326000.000
CostsIncurredAcquisitionOfOilAndGasProperties,2072090000.000,3318638000.000,1849976000.000,2073503000.000
CostsIncurredAcquisitionOfOilAndGasPropertiesWithProvedReserves,15300000.000,64066000.000,,134113000.000
CostsIncurredAcquisitionOfUnprovedOilAndGasProperties,440825000.000,777422000.000,198694000.000,611631000.000
CostsIncurredDevelopmentCosts,780583000.000,1536193000.000,1039301000.000,1000903000.000
CostsIncurredExplorationCosts,835382000.000,940957000.000,611981000.000,326856000.000
CurrentIncomeTaxExpenseBenefit,-4000000.000,,,-10984000.000
DecreaseDueToSalesOfMineralsInPlace,,,,7000.000
DeferredIncomeTaxExpenseBenefit,190210000.000,445672000.000,575890000.000,-485392000.000
DepreciationDepletionAndAmortization,233876000.000,477896000.000,709763000.000,809873000.000
DerivativeGainLossOnDerivativeNet,491689000.000,868201000.000,,
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,,,2381501000.000,-514181000.000
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,8506000.000,-3564000.000,,
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,3249000.000,1354000.000,,
DiscontinuedOperationTaxEffectOfIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriod,3249000.000,-1354000.000,,
DiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReserves10PercentAnnualDiscountForEstimatedTimingOfCashFlows,8979000000.000,,,
DiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReservesFutureCashInflows,30113000000.000,,,
