,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AccountsPayableAndOtherAccruedLiabilitiesCurrent,,,,,,,,,,139359000.000,158686000.000,131403000.000,150638000.000,134697000.000,130706000.000,126621000.000,127015000.000,124131000.000,126410000.000,113159000.000,129435000.000,123960000.000
AccountsPayableCurrent,149542000.000,132748000.000,146073000.000,127808000.000,155017000.000,146597000.000,146985000.000,134229000.000,149552000.000,27914000.000,24282000.000,21983000.000,24941000.000,31011000.000,28238000.000,36769000.000,27266000.000,32458000.000,32722000.000,22620000.000,29334000.000,34080000.000
AccountsPayableOtherCurrent,,,,,,,,,,19562000.000,19927000.000,19506000.000,19890000.000,,,,,,,,,
AccountsReceivableNetCurrent,40779000.000,37944000.000,35648000.000,26125000.000,43780000.000,47704000.000,45714000.000,46746000.000,47266000.000,46909000.000,53215000.000,46977000.000,48240000.000,47097000.000,45712000.000,38361000.000,40508000.000,39823000.000,42576000.000,40126000.000,42743000.000,42694000.000
AccruedMarketingCostsCurrent,,,,,,,,,,7613000.000,8200000.000,7999000.000,8149000.000,7279000.000,6685000.000,6088000.000,6058000.000,5922000.000,6035000.000,6376000.000,7307000.000,7245000.000
AccruedUtilitiesCurrent,,,,,,,,,,1305000.000,1368000.000,1129000.000,1220000.000,1527000.000,1055000.000,1328000.000,1716000.000,937000.000,1473000.000,1356000.000,1252000.000,1162000.000
AccumulatedAmortizationDeferredFinanceCosts,,,,,,,,,,,,12490000.000,13521000.000,7570000.000,8343000.000,9598000.000,10353000.000,11111000.000,7902000.000,1531000.000,1695000.000,1860000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,1264270000.000,1291287000.000,1315170000.000,1340547000.000,1362619000.000,1385135000.000,1399778000.000,1424769000.000,1446727000.000,1473190000.000,1499404000.000,1522125000.000,1545983000.000,1569648000.000,1592999000.000,1615289000.000,1636697000.000,1653244000.000,1671048000.000,1688156000.000,1710702000.000,1702493000.000
AllowanceForDoubtfulAccountsReceivableCurrent,1486000.000,953000.000,740000.000,281000.000,645000.000,586000.000,394000.000,1656000.000,2039000.000,1488000.000,2010000.000,2026000.000,2209000.000,2097000.000,2135000.000,2059000.000,2584000.000,2551000.000,2267000.000,1939000.000,2458000.000,2559000.000
Assets,1553784000.000,1549698000.000,1545160000.000,1531552000.000,1535460000.000,1554755000.000,1535391000.000,1537477000.000,1549712000.000,1551370000.000,1545938000.000,1548022000.000,1549862000.000,1546694000.000,1539358000.000,1540865000.000,1549282000.000,1553384000.000,1561336000.000,1568692000.000,1579093000.000,1574840000.000
