,2015-04-30,2016-04-30
CashAndCashEquivalentsPeriodIncreaseDecrease,-34296.000,19740.000
EarningsPerShareBasic,-0.020,
EarningsPerShareBasicAndDiluted,,-0.020
EffectOfExchangeRateOnCashContinuingOperations,921.000,8.000
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,0.350,0.350
ExplorationExpenseMining,2000.000,
FeesAndCommissionsDepositorAccounts,426.000,
GeneralAndAdministrativeExpense,3050.000,2896.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,41999.000,43532.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,-14700.000,-15326.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-1360.000,-81.000
IncreaseDecreaseInAccruedInterestReceivableNet,,2025.000
IncreaseDecreaseInInterestPayableNet,1388.000,
IncreaseDecreaseInPrepaidExpense,-1250.000,-3750.000
InterestExpense,1388.000,2025.000
LegalFees,12382.000,15363.000
NetCashProvidedByUsedInFinancingActivities,8925.000,65078.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,8925.000,65078.000
NetCashProvidedByUsedInInvestingActivities,-1150.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-1150.000,
NetCashProvidedByUsedInOperatingActivities,-42071.000,-45338.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-42071.000,-45338.000
NetIncomeLoss,-41999.000,-43532.000
NoninterestExpenseTransferAgentAndCustodianFees,5579.000,5410.000
OperatingExpenses,,41507.000
OperatingIncomeLoss,40611.000,-41507.000
OtherExpenses,,2025.000
PaymentsForProceedsFromLoansReceivable,,-48978.000
PaymentsToAcquireMineralRights,1150.000,
PaymentsToAcquireRoyaltyInterestsInMiningProperties,1150.000,1150.000
ProceedsFromIssuanceOfCommonStock,8925.000,
ProceedsFromRelatedPartyDebt,,16100.000
ProfessionalFees,15103.000,17830.000
StateAndLocalIncomeTaxExpenseBenefitContinuingOperations,14700.000,15236.000
StockIssuedDuringPeriodValueNewIssues,8925.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,2790000.000
WeightedAverageNumberOfSharesOutstandingBasic,2033616.000,
