,2011-03-31,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,6200000.000,,,,3500000.000,,,,3300000.000,,,,2200000.000
AmortizationOfFinancingCosts,7800000.000,,900000.000,,,,1000000.000,,,,500000.000,,,,600000.000
AmortizationOfIntangibleAssets,,10600000.000,7400000.000,7200000.000,7700000.000,7100000.000,7300000.000,7300000.000,7100000.000,7200000.000,8300000.000,8500000.000,8300000.000,8000000.000,8700000.000
AssetRetirementObligationForeignCurrencyTranslation,,,,,,,,,,,100000.000,,,,
AssetRetirementObligationLiabilitiesIncurred,,,,,,,,,,,4500000.000,,,,
BusinessAcquisitionProFormaEarningsPerShareDiluted,,0.570,,,,,,,,,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,45200000.000,,,,,,,,,,,,,
BusinessAcquisitionsProFormaRevenue,,630500000.000,,,,,,,,,,,,,
BusinessCombinationAcquisitionRelatedCosts,,1900000.000,,,,,,,,,,,10500000.000,,1600000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-125900000.000,,-5100000.000,,,,34200000.000,,,,-11500000.000,,,,-71900000.000
ComprehensiveIncomeNetOfTax,,-37200000.000,51200000.000,-10700000.000,61500000.000,81100000.000,10400000.000,39000000.000,73000000.000,61900000.000,21300000.000,27000000.000,-39600000.000,-31800000.000,-118000000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,-1000000.000,700000.000,700000.000,800000.000,1300000.000,500000.000,1200000.000,800000.000,-2200000.000,,-300000.000,-200000.000,,-1300000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,-36200000.000,51900000.000,-10000000.000,62300000.000,82400000.000,10900000.000,40200000.000,73800000.000,59700000.000,21300000.000,26700000.000,-39800000.000,-29500000.000,-119300000.000
CostOfGoodsAndServicesSold,253600000.000,459800000.000,516900000.000,468000000.000,423800000.000,595600000.000,594400000.000,607100000.000,451100000.000,594700000.000,551700000.000,449900000.000,501600000.000,579800000.000,400900000.000
CostOfGoodsSold,178200000.000,323200000.000,395200000.000,314500000.000,279500000.000,439900000.000,458200000.000,460100000.000,303700000.000,442000000.000,429700000.000,326900000.000,390600000.000,432300000.000,294800000.000
CostOfServices,75400000.000,136600000.000,121700000.000,153500000.000,144300000.000,155700000.000,136200000.000,147000000.000,147400000.000,152700000.000,122000000.000,123000000.000,111000000.000,147500000.000,106100000.000
DeferredIncomeTaxExpenseBenefit,300000.000,,1800000.000,,,,200000.000,,,,-2000000.000,,,,-8400000.000
DefinedBenefitPlanAmortizationOfGainsLosses,,,,,,,-100000.000,-100000.000,-200000.000,,,,,,
