,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,492000.000,,,,775000.000,,,,,
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,,4262000.000,,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,4021000.000,3929000.000,,4363000.000,4413000.000,4580000.000,-8996000.000,4971000.000,4944000.000
CapitalExpendituresIncurredButNotYetPaid,,,,,,,,,,132000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,27632000.000,,,,-2191000.000,,,,4293000.000,
ComprehensiveIncomeNetOfTax,,-6554000.000,-4302000.000,-5141000.000,-3174000.000,-2999000.000,-4376000.000,-3566000.000,-2780000.000,-3911000.000,-1762000.000
CostOfGoodsSold,49023522.000,64444000.000,60886000.000,63453000.000,65744000.000,75127000.000,75535000.000,69914000.000,75176000.000,81712000.000,79852000.000
DeferredIncomeTaxExpenseBenefit,,13000.000,,,,13000.000,,,,13000.000,
DepreciationAndAmortization,,1554000.000,,,,1655000.000,,,,1704000.000,
EarningsPerShareBasic,-0.190,-0.210,-0.130,-0.150,,,,,,,
EarningsPerShareBasicAndDiluted,,,,,,-0.090,-0.130,-0.110,-0.080,-0.110,-0.050
EarningsPerShareDiluted,-0.190,-0.210,-0.130,-0.150,,,,,,,
GainLossOnSaleOfPropertyPlantEquipment,,-17000.000,,,,-3000.000,,,,,
GeneralAndAdministrativeExpense,7831685.000,8174000.000,7495000.000,7478000.000,6467000.000,8303000.000,8829000.000,8644000.000,8760000.000,9075000.000,9467000.000
GrossProfit,14432547.000,19148000.000,18991000.000,18765000.000,19249000.000,22629000.000,21699000.000,20578000.000,22086000.000,23118000.000,24376000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-5382600.000,-6541000.000,-4289000.000,-5128000.000,-3160000.000,-2986000.000,-4363000.000,-3553000.000,-2767000.000,-3898000.000,-1749000.000
IncomeTaxExpenseBenefit,-42053.000,13000.000,13000.000,13000.000,14000.000,13000.000,13000.000,13000.000,13000.000,13000.000,13000.000
IncreaseDecreaseInAccountsPayable,,445000.000,,,,6975000.000,,,,5083000.000,
IncreaseDecreaseInAccountsReceivable,,9000.000,,,,319000.000,,,,1471000.000,
IncreaseDecreaseInAccruedLiabilities,,1886000.000,,,,999000.000,,,,862000.000,
IncreaseDecreaseInDeferredRevenue,,-700000.000,,,,-612000.000,,,,501000.000,
IncreaseDecreaseInDepositOtherAssets,,33000.000,,,,-10000.000,,,,,
IncreaseDecreaseInInventories,,1675000.000,,,,8041000.000,,,,-1490000.000,
IncreaseDecreaseInOtherCurrentAssets,,,,,,,,,,-77000.000,
IncreaseDecreaseInOtherOperatingAssets,,-4000.000,,,,-10000.000,,,,139000.000,
IncreaseDecreaseInOtherReceivables,,61000.000,,,,-794000.000,,,,,
IncreaseDecreaseInPrepaidExpense,,263000.000,,,,275000.000,,,,257000.000,
IncreaseDecreaseInRestrictedCash,,,,,,250000.000,,,,,
InterestExpense,170.000,,,,,,,,,,
InvestmentIncomeInterest,1650.000,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,34883000.000,,,,538000.000,,,,24000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,34883000.000,,,,538000.000,,,,24000.000,
NetCashProvidedByUsedInInvestingActivities,,-2367000.000,,,,-1717000.000,,,,-523000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-2367000.000,,,,-1717000.000,,,,-523000.000,
NetCashProvidedByUsedInOperatingActivities,,-4884000.000,,,,-1012000.000,,,,4792000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-4884000.000,,,,-1012000.000,,,,4792000.000,
NetIncomeLoss,-5340547.000,-6554000.000,-4302000.000,-5141000.000,-3174000.000,-2999000.000,-4376000.000,-3566000.000,-2780000.000,-3911000.000,-1762000.000
NonoperatingIncomeExpense,10660.000,,,,,,,,,,
OperatingExpenses,19825807.000,25721000.000,23301000.000,23971000.000,22432000.000,25635000.000,26099000.000,24159000.000,24883000.000,27039000.000,26156000.000
