,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
DistributionMadeToLimitedLiabilityCompanyLLCMemberDistributionsDeclaredPerUnit,,,0.000,0.000,0.000,0.000
GainLossOnDerivativeInstrumentsHeldForTradingPurposesNet,,3659741.000,-11344124.000,10065265.000,6501808.000,-1598961.000
IncomeLossAttributableToParent,-3414337.000,-2779536.000,-16570710.000,6354545.000,3303055.000,-3119913.000
IncomeTaxExpenseBenefit,,,0.000,0.000,0.000,0.000
InterestAndDividendIncomeOperating,-6368447.000,-5553147.000,-4411556.000,,,
InterestIncomeExpenseNet,,,,3304.000,2004.000,29166.000
InterestIncomeOperating,10526.000,-8831.000,2577.000,,,
LossContingencyAccrualProvision,,,0.000,0.000,0.000,0.000
NoninterestExpenseCommissionExpense,940971.000,886130.000,815030.000,530630.000,366457.000,136013.000
NoninterestExpenseInvestmentAdvisoryFees,4986858.000,4156778.000,2951301.000,1770108.000,896970.000,408600.000
NoninterestExpenseRelatedToPerformanceFees,667.000,102552.000,49399.000,,612282.000,86267.000
OperatingExpenses,6378973.000,5544316.000,4414133.000,3183394.000,2834300.000,1414105.000
OtherExpenses,593820.000,555699.000,475775.000,531241.000,552393.000,408980.000
PartnersCapitalAccountContributions,14063823.000,21927687.000,,,,
PartnersCapitalAccountRedemptions,16276505.000,104550644.000,,,,
PartnersCapitalAccountUnitsContributed,9734839.000,18750466.000,,,,
PartnersCapitalAccountUnitsRedeemed,13625859.000,78727344.000,,,,
RealizedInvestmentGainsLosses,6885962.000,7099428.000,-11727253.000,11851426.000,8955359.000,-1647185.000
RevenuesExcludingInterestAndDividends,2954110.000,2773611.000,-12159154.000,,,
SponsorFees,797628.000,729287.000,937658.000,882045.000,772655.000,510258.000
TradingGainsLosses,,,,9534635.000,6135351.000,-1734974.000
UnrealizedGainLossOnInvestments,,-3439687.000,383129.000,-1786161.000,-2453551.000,48224.000
