,2011-12-31,2012-12-31,2013-12-31,2014-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,406.000,-284.000,-41.000,479.000
CostOfServices,-6747.000,7532.000,9138.000,-8373.000
Depreciation,1000.000,1000.000,1000.000,1000.000
EarningsPerShareBasicAndDiluted,-0.000,-0.000,-0.000,-0.000
GrossProfit,262.000,-440.000,-1440.000,-731.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-33781.000,-39673.000,-31412.000,
IncomeTaxCreditsAndAdjustments,-424.000,,,
IncomeTaxExpenseBenefit,,301.000,,
IncomeTaxesPaid,424.000,301.000,,
IncreaseDecreaseInAccountsPayable,8136.000,10503.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,19973.000,3254.000
IncreaseDecreaseInAccountsPayableRelatedParties,4000.000,4500.000,5400.000,3900.000
IncreaseDecreaseInAccountsReceivable,-39.000,351.000,-258.000,287.000
IncreaseDecreaseInInterestPayableNet,2575.000,4215.000,4740.000,
InterestExpense,-2575.000,4215.000,4740.000,-5826.000
InterestPaid,0.000,,,
LegalFees,,1955.000,,
NetCashProvidedByUsedInFinancingActivities,18939.000,19823.000,,21430.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,18939.000,19823.000,,21430.000
NetCashProvidedByUsedInOperatingActivities,-18533.000,-20107.000,-41.000,-20951.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-18533.000,-20107.000,-41.000,-20951.000
NetIncomeLoss,-34205.000,-39974.000,-31412.000,-34697.000
OperatingExpenses,31468.000,35018.000,25232.000,28140.000
OperatingIncomeLoss,-31206.000,-35458.000,-26672.000,-28871.000
OtherGeneralAndAdministrativeExpense,14968.000,15063.000,9832.000,15740.000
ProceedsFromNotesPayable,,,,9180.000
ProceedsFromRelatedPartyDebt,,19823.000,,12250.000
ProfessionalFees,,18000.000,15400.000,12400.000
Revenues,,7092.000,7698.000,7642.000
SalesRevenueNet,,7092.000,7698.000,7642.000
SalesRevenueServicesNet,7009.000,,,
ShareBasedCompensation,0.000,,,
StockIssued1,0.000,,,
StockIssuedDuringPeriodValuePurchaseOfAssets,0.000,,,
WeightedAverageNumberOfDilutedSharesOutstanding,40436710.000,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,40436710.000,40436710.000,40436740.000
