,2012-06-30,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,3698000.000,,,2019000.000,,,,2251000.000,,,,4177000.000,,,,3087000.000
AllocatedShareBasedCompensationExpense,1738000.000,559000.000,3698000.000,1482000.000,2056000.000,2019000.000,1894000.000,3022000.000,1639000.000,2251000.000,4162000.000,5339000.000,5510000.000,4177000.000,5260000.000,3612000.000,4021000.000,3087000.000
AmortizationOfFinancingCostsAndDiscounts,1686000.000,,2001000.000,,,3026000.000,,3171000.000,,3207000.000,3146000.000,3300000.000,3605000.000,,4200000.000,3468000.000,,
BusinessCombinationAcquisitionRelatedCosts,,,,16553000.000,677000.000,0.000,1476000.000,536000.000,-38000.000,100000.000,11000.000,0.000,0.000,0.000,0.000,0.000,0.000,
CapitalLeaseObligationsIncurred,,,4985000.000,,,3783000.000,,,,16213000.000,,,,600000.000,,,,2170000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-3572000.000,,,-12438000.000,,,,-15084000.000,,,,-27069000.000,,,,-40420000.000
ComprehensiveIncomeNetOfTax,,,-14661000.000,-24880000.000,19714000.000,-17042000.000,-12955000.000,-29153000.000,-60810000.000,-75112000.000,4576000.000,-4847000.000,-28572000.000,-6389000.000,-23994000.000,-11309000.000,-47947000.000,-10634000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,527000.000,-140000.000,-12000.000,490000.000,305000.000,223000.000,242000.000,227000.000,451000.000,188000.000,326000.000,427000.000,399000.000,558000.000,515000.000,983000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,-14134000.000,-25020000.000,19702000.000,-16552000.000,-12650000.000,-28930000.000,-60568000.000,-74885000.000,5027000.000,-4659000.000,-28246000.000,-5962000.000,-23595000.000,-10751000.000,-47432000.000,-9651000.000
CostOfRevenue,,,71931000.000,71934000.000,85931000.000,88392000.000,92368000.000,96820000.000,100472000.000,101540000.000,98268000.000,96302000.000,93053000.000,95139000.000,89527000.000,88293000.000,82435000.000,86036000.000
CostsAndExpenses,,,173759000.000,185657000.000,199406000.000,207780000.000,204035000.000,216138000.000,234736000.000,209437000.000,205571000.000,206245000.000,197028000.000,212300000.000,189448000.000,178448000.000,189271000.000,178897000.000
DebtRelatedCommitmentFeesAndDebtIssuanceCosts,,,,,,,,,,,,,,,,,,9779000.000
DeferredIncomeTaxesAndTaxCredits,,,-3161000.000,,,846000.000,,,,-7565000.000,,,,-33089000.000,,,,-9360000.000
DepreciationDepletionAndAmortization,,,45087000.000,49500000.000,59698000.000,55807000.000,56099000.000,62214000.000,63457000.000,54848000.000,55013000.000,55477000.000,49829000.000,50730000.000,52507000.000,52739000.000,52154000.000,47446000.000
EffectOfExchangeRateOnCashAndCashEquivalents,,,-403000.000,,,-909000.000,,,,-4357000.000,,,,-663000.000,,,,1978000.000
