,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31
AssetManagementCosts,670029.000,697429.000,701173.000,707938.000,714877.000,731923.000,808340.000,732005.000,757937.000,745596.000,752793.000
CashAndCashEquivalentsPeriodIncreaseDecrease,0.000,,92186.000,,,,,,,,
CostsAndExpenses,12690495.000,13619247.000,12982255.000,13214899.000,13815657.000,14251444.000,13109988.000,13274279.000,13340396.000,13354760.000,13203064.000
DeferredCompensationArrangementWithIndividualCompensationExpense,,,,,,,38000.000,,,,207000.000
DepreciationAndAmortization,4470950.000,4484454.000,4428491.000,4467263.000,4464143.000,4449073.000,4307155.000,4108662.000,3918494.000,3904242.000,3895850.000
DepreciationDepletionAndAmortization,,,4608916.000,,,,4478877.000,,,,4068044.000
EquityMethodInvestmentRealizedGainLossOnDisposal,-173.000,-193.000,-91979.000,,,,,,,,
EquityMethodInvestmentSummarizedFinancialInformationNetIncomeLoss,,,,,,,,,,,-69302.000
EquityMethodInvestmentSummarizedFinancialInformationRevenue,,,,,,,,,,,715543.000
GainLossOnDispositionOfAssets,-39962.000,-88771.000,-98345.000,-65970.000,-40882.000,-25587.000,-10452.000,-31835.000,-41024.000,-33858.000,
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-2981444.000,-3752555.000,,,,,,,,,
IncomeLossFromContinuingOperationsPerOutstandingLimitedPartnershipUnit,-0.260,-0.340,-0.270,,-0.300,,0.020,-0.210,-0.200,,
IncomeLossFromContinuingOperationsPerOutstandingLimitedPartnershipUnitBasicNetOfTax,,,,,,,,,,,-0.160
IncomeLossFromDiscontinuedOperationsNetOfTaxPerOutstandingLimitedPartnershipUnit,0.000,0.000,,,,,,,,,
IncomeLossFromEquityMethodInvestments,-511066.000,-516641.000,-413785.000,,,,-41362.000,,,,-69302.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-1125959.000,,,,-1925639.000,,,,-853516.000
IncreaseDecreaseInAccountsReceivable,,,-47170.000,,,,-311452.000,,,,240126.000
IncreaseDecreaseInDueToAffiliates,,,80245.000,,,,155487.000,,,,37444.000
IncreaseDecreaseInOtherOperatingAssets,,,-961124.000,,,,22218.000,,,,710298.000
IncreaseDecreaseInOtherOperatingLiabilities,,,-63026.000,,,,501567.000,,,,721868.000
IncreaseDecreaseInRestrictedCashForOperatingActivities,,,169905.000,,,,-1266592.000,,,,-194365.000
IncreaseDecreaseInSecurityDeposits,,,13695.000,,,,38162.000,,,,29964.000
InterestAndOtherIncome,227964.000,200941.000,19796.000,17537.000,14435.000,48470.000,1608532.000,8162.000,10738.000,8338.000,10736.000
InterestExpense,3505400.000,3554229.000,3496536.000,3488704.000,3513070.000,3501402.000,3419209.000,3433832.000,3443661.000,3414550.000,3333370.000
InterestPaid,,,,,,,3300000.000,,,,3200000.000
NetCashProvidedByUsedInContinuingOperations,,,,,,,-179802.000,,,,68645.000
NetCashProvidedByUsedInFinancingActivities,0.000,,-100140.000,,,,-3495136.000,,,,-860923.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,0.000,,-100140.000,,,,-3495136.000,,,,-860923.000
NetCashProvidedByUsedInInvestingActivities,0.000,,-1742467.000,,,,-1034709.000,,,,-772071.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,0.000,,-1742467.000,,,,-1034709.000,,,,-772071.000
NetCashProvidedByUsedInOperatingActivities,,,1934793.000,,,,4350043.000,,,,1701639.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,1934793.000,,,,4350043.000,,,,1701639.000
NetIncomeLoss,-2664097.000,-3356724.000,-2727331.000,-2865901.000,-3061637.000,-3367660.000,339487.000,-2064079.000,-2142297.000,-2042014.000,-1713712.000
NetIncomeLossAllocatedToLimitedPartners,-2495120.000,-3140565.000,-2551702.000,-2681348.000,-2864481.000,-3150796.000,317625.000,-1931160.000,-2004342.000,-1910516.000,-1603356.000
NetIncomeLossAttributableToNoncontrollingInterest,-317347.000,-395831.000,-294245.000,-256959.000,-207561.000,-184263.000,-151074.000,-179605.000,-161995.000,-134839.000,-82897.000
NetIncomeLossPerOutstandingLimitedPartnershipUnit,-0.230,-0.310,-0.240,-0.260,-0.280,-0.300,0.030,-0.190,-0.190,,
NetIncomeLossPerOutstandingLimitedPartnershipUnitBasicNetOfTax,,,,,,,,,,,-0.150
OperatingCostsAndExpenses,4128307.000,4315248.000,3782923.000,4115823.000,4148164.000,3608072.000,3056348.000,3765937.000,3979537.000,3345637.000,3449254.000
OperatingIncomeLoss,847193.000,206338.000,1059273.000,1081815.000,709217.000,151742.000,1356440.000,1426978.000,1632330.000,1582800.000,1776528.000
OperatingLeasesIncomeStatementLeaseRevenue,13084930.000,13393205.000,13582404.000,13820073.000,14060694.000,13974274.000,14041898.000,14269687.000,14485773.000,14466317.000,14567749.000
PaymentsOfCapitalDistribution,,,554764.000,,,,554764.000,,,,554764.000
PaymentsOfDividendsMinorityInterest,,,26500.000,,,,130475.000,,,,127950.000
PaymentsOfLoanCosts,,,,,,,1803.000,,,,50615.000
PaymentsToAcquireAndDevelopRealEstate,,,1056467.000,,,,312459.000,,,,384481.000
PaymentsToAcquireInterestInJointVenture,,,686000.000,,,,110250.000,,,,387590.000
ProceedsFromDistributionsReceivedFromRealEstatePartnerships,,,,,,,60000.000,,,,188250.000
ProceedsFromLinesOfCredit,,,1497688.000,,,,-1770197.000,,,,1494080.000
ProfitLoss,-2981444.000,-3752555.000,-3021576.000,-3122860.000,-3269198.000,-3551923.000,188413.000,-2243684.000,-2304292.000,-2176853.000,-1796609.000
RealEstateRevenueNet,13537688.000,13825585.000,14041528.000,14296714.000,14524874.000,14403186.000,14466428.000,14701257.000,14972726.000,14937560.000,14979592.000
RealEstateTaxesAndInsurance,1315601.000,1881906.000,1836917.000,1788008.000,1811310.000,2120771.000,1948836.000,1986199.000,2075529.000,2114113.000,2058006.000
RepaymentsOfSecuredDebt,,,1016564.000,,,,1097897.000,,,,1209924.000
TenantReimbursements,452758.000,432380.000,459124.000,476641.000,464180.000,428912.000,424530.000,431570.000,486953.000,471243.000,411843.000
WeightedAverageLimitedPartnershipUnitsOutstanding,10550192.000,10380783.000,10380783.000,10380783.000,10380783.000,-20761566.000,10380783.000,10380783.000,10380783.000,-20761566.000,10380783.000
