,2015-06-30,2015-09-30,2016-06-30,2016-09-30
AllocatedShareBasedCompensationExpense,3496000.000,729000.000,1253000.000,1292000.000
AmortizationOfIntangibleAssets,690000.000,690000.000,699000.000,0.000
BusinessCombinationIntegrationRelatedCosts,,,,1792000.000
ComprehensiveIncomeNetOfTax,-17691000.000,-12980000.000,-25752000.000,-16569000.000
CostOfGoodsAndServicesSold,12109000.000,12222000.000,12803000.000,13089000.000
CostOfGoodsSold,10952000.000,10804000.000,11233000.000,11272000.000
CostOfServices,1157000.000,1418000.000,1570000.000,1817000.000
Depreciation,,1338000.000,1469000.000,1740000.000
EarningsPerShareBasicAndDiluted,-1.010,-0.470,-0.990,-0.690
EffectiveIncomeTaxRateContinuingOperations,0.015,0.029,-0.109,0.020
GainsLossesOnExtinguishmentOfDebt,-2282000.000,0.000,0.000,0.000
GeneralAndAdministrativeExpense,7944000.000,5033000.000,6196000.000,6156000.000
GrossProfit,6533000.000,6141000.000,6449000.000,6061000.000
ImpairmentOfIntangibleAssetsFinitelived,,,12589000.000,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-19207000.000,-11246000.000,-27696000.000,-17017000.000
IncomeTaxExpenseBenefit,280000.000,332000.000,-3011000.000,346000.000
InterestExpense,1503000.000,1163000.000,1150000.000,1194000.000
LeaseAndRentalExpense,320000.000,320000.000,400000.000,414000.000
NetIncomeLoss,-19487000.000,-11578000.000,-24685000.000,-17363000.000
NonoperatingIncomeExpense,,,130000.000,-112000.000
OperatingExpenses,21357000.000,16584000.000,33125000.000,21772000.000
OperatingIncomeLoss,-14824000.000,-10443000.000,-26676000.000,-15711000.000
OtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,11000.000,14000.000,-16000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,-1413000.000,-1081000.000,810000.000
OtherComprehensiveIncomeLossNetOfTax,1796000.000,-1402000.000,-1067000.000,794000.000
OtherNonoperatingExpense,598000.000,-360000.000,,
OtherNonoperatingIncomeExpense,-4383000.000,-803000.000,-1020000.000,-1306000.000
ResearchAndDevelopmentExpense,5166000.000,3938000.000,4971000.000,4420000.000
Revenues,18642000.000,18363000.000,19252000.000,19150000.000
SalesRevenueGoodsNet,15285000.000,14684000.000,14930000.000,13815000.000
SalesRevenueNet,18642000.000,18363000.000,19252000.000,19150000.000
SalesRevenueServicesNet,3357000.000,3679000.000,4322000.000,5335000.000
SellingAndMarketingExpense,7557000.000,6923000.000,8670000.000,9404000.000
WeightedAverageNumberDilutedSharesOutstandingAdjustment,0.000,0.000,0.000,0.000
WeightedAverageNumberOfDilutedSharesOutstanding,,,25030906.000,25263282.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,19300197.000,24738893.000,25030906.000,25263282.000
WeightedAverageNumberOfSharesOutstandingBasic,,,25030906.000,25263282.000
