,2011-06-30,2011-09-30,2011-12-31,2012-03-31
AccruedLiabilities,1300.000,2452.000,4300.000,7017.000
AdditionalPaidInCapital,11878.000,11878.000,11878.000,11878.000
Assets,,,1000.000,500.000
CommonStockValue,5106.000,5106.000,5106.000,5106.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-78143.000,-79295.000,-84764.000,-87981.000
DueToOfficersOrStockholders,59859.000,59859.000,64480.000,64480.000
LiabilitiesAndStockholdersEquity,,,1000.000,
LiabilitiesCurrent,61159.000,62311.000,68780.000,71497.000
PrepaidExpense,,,1000.000,500.000
StockholdersEquity,-61159.000,-62311.000,-67780.000,-70997.000
