,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
GainLossOnDerivativeInstrumentsHeldForTradingPurposesNet,,,,-4020363.000,1524964.000,,,,,,,,
GeneralAndAdministrativeExpense,42895.000,31720.000,24023.000,20236.000,19316.000,16310.000,16445.000,15114.000,13328.000,11911.000,10271.000,10073.000,9721.000
InterestIncomeOperating,1252.000,769.000,1552.000,1774.000,1887.000,2404.000,1541.000,595.000,404.000,765.000,511.000,261.000,195.000
InvestmentIncomeNet,-705155.000,-483464.000,-402287.000,-341376.000,-306568.000,-269828.000,-282010.000,-267562.000,-217726.000,-198566.000,-178712.000,-149765.000,-135667.000
ManagementFeeExpense,,,,,,,,,53310.000,,41082.000,35254.000,34024.000
NetIncomeLoss,-2070853.000,-1595754.000,57687.000,-922748.000,-107244.000,-960802.000,1072236.000,-1024867.000,191940.000,796212.000,-1106102.000,518506.000,491311.000
NetIncomeLossPerOutstandingLimitedPartnershipAndGeneralPartnershipUnitBasicAndDiluted,-62.390,-63.300,2.340,-46.590,-7.000,-51.030,61.520,-68.340,13.340,63.240,-95.620,46.410,48.320
OperatingExpenses,706407.000,484233.000,403839.000,343150.000,308455.000,272232.000,283551.000,268157.000,218130.000,199331.000,179223.000,150026.000,135862.000
OtherExpenses,53513.000,567.000,40750.000,40914.000,22315.000,-61697.000,36943.000,40972.000,20610.000,-49841.000,21463.000,47441.000,33913.000
PartnersCapitalAccountContributions,0.000,0.000,,,,,,,,,,,
PartnersCapitalAccountPeriodIncreaseDecrease,-7752551.000,-4961644.000,-2609971.000,-1646303.000,-779983.000,,-2333.000,-1775119.000,-1790207.000,,-1213405.000,-34049.000,-111890.000
PartnersCapitalAccountRedemptions,0.000,-125000.000,,,75176.000,,,,,,,,
PrincipalTransactionsRevenue,-1365698.000,-1112290.000,459974.000,-581372.000,199324.000,-690974.000,1354246.000,-757305.000,409666.000,994778.000,-927390.000,668271.000,626978.000
RealizedInvestmentGainsLosses,-683141.000,-1560820.000,906488.000,-574501.000,800629.000,-1432256.000,1353171.000,-257568.000,72928.000,699109.000,-491673.000,293559.000,206744.000
SellingExpense,389133.000,287840.000,218106.000,184147.000,175730.000,148335.000,149751.000,137924.000,121698.000,108650.000,93786.000,50956.000,49213.000
SubsidiaryOfLimitedLiabilityCompanyOrLimitedPartnershipOwnershipInterest,,,,,,,0.185,,,,0.160,,
UnrealizedGainLossOnInvestments,-682557.000,448530.000,-446514.000,-6871.000,-601305.000,741282.000,1075.000,-499737.000,336738.000,295669.000,-435717.000,374712.000,420234.000
WeightedAverageNumberOfLimitedPartnershipAndGeneralPartnershipUnitOutstandingBasicAndDiluted,33602.032,26629.895,23215.610,20088.938,19267.713,-42356.300,17479.123,15725.757,14925.421,-33017.856,11565.516,11184.595,10480.722
