,2011-06-30,2011-09-30,2012-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-14000.000
EarningsPerShareBasic,,,0.000
EarningsPerShareDiluted,0.000,0.000,0.000
ExplorationExpense,53000.000,26000.000,60000.000
ForeignCurrencyTransactionGainLossRealized,10000.000,-40000.000,-3000.000
GeneralAndAdministrativeExpense,19000.000,50000.000,14000.000
IncomeLossBeforeExtraordinaryItemsAndCumulativeEffectOfChangeInAccountingPrinciple,-72000.000,-76000.000,-74000.000
IncreaseDecreaseInAccountsPayable,,,-1000.000
IncreaseDecreaseInAccountsReceivable,,,-5000.000
InterestAndDebtExpense,,,2000.000
InterestAndOtherIncome,4000.000,,
InterestExpense,-13000.000,,-2000.000
NetCashProvidedByUsedInFinancingActivities,,,50000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,50000.000
NetCashProvidedByUsedInOperatingActivities,,,-64000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-64000.000
NetIncomeLoss,-71000.000,-116000.000,-79000.000
OperatingExpenses,72000.000,76000.000,74000.000
OperatingIncomeLoss,,,-79000.000
OtherComprehensiveIncomeLossNetOfTaxPeriodIncreaseDecrease,-71000.000,-116000.000,-79000.000
PaymentsForProceedsFromRealEstatePartnershipInvestmentNet,,,-50000.000
ShareBasedCompensation,,,15000.000
TemporaryEquityForeignCurrencyTranslationAdjustments,,,6000.000
WeightedAverageNumberOfDilutedSharesOutstanding,48105476000.000,48550531000.000,49454698.000
WeightedAverageNumberOfSharesOutstandingBasic,,,49454698.000
