,2011-08-31,2011-11-30,2012-02-29,2012-05-31,2012-11-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,-9071.000,-3747.000,-37.000,14.000,,0.000,,,,0.000,,,,0.000,,,,0.000,,,
Communication,0.000,0.000,0.000,2597.000,0.000,,,,,,,,,,,,,,,,
ComprehensiveIncomeNetOfTax,,,,,-15836.000,-24780.000,-35227.000,-13469.000,-40060.000,-20191.000,-10758.000,-10393.000,-47478.000,-2975.000,-40152.000,-9417.000,-12265.000,-44130.000,-14753.000,-12277.000,-12420.000
EarningsPerShareDiluted,0.000,0.000,0.000,-0.010,0.000,0.000,0.000,0.000,-0.010,0.000,0.000,0.000,-0.010,0.000,-0.010,0.000,0.000,,,,
ForeignCurrencyTransactionGainLossBeforeTax,-9.000,4.000,-1.000,-1.000,0.000,,,,,,,,,,,,,,,,
GeneralAndAdministrativeExpense,44.000,519.000,36.000,2795.000,0.000,,,12844.000,,19566.000,10133.000,9768.000,46853.000,2350.000,39527.000,8792.000,11640.000,43505.000,17528.000,11652.000,11795.000
IncomeTaxesPaid,0.000,0.000,0.000,0.000,,0.000,,,,0.000,,,,0.000,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,1300.000,1249.000,1864.000,,,1755.000,,,,5001.000,,,,2350.000,,,,8880.000,,,
IncreaseDecreaseInInterestPayableNet,630.000,623.000,623.000,631.000,,625.000,,,,625.000,,,,625.000,,,,625.000,,,
IncreaseDecreaseInPrepaidExpense,-2750.000,0.000,0.000,0.000,,5000.000,,,,10000.000,,,,0.000,,,,,,,
InformationTechnologyAndDataProcessing,11432.000,1542.000,0.000,4626.000,1020.000,,,,,,,,,,,,,,,,
InterestExpense,630.000,623.000,623.000,631.000,625.000,,,625.000,,625.000,625.000,625.000,625.000,625.000,625.000,625.000,625.000,625.000,625.000,625.000,625.000
InterestExpenseDebt,,,,,,,,,,,,,,,,,,,625.000,625.000,
InterestPaid,0.000,0.000,0.000,0.000,,0.000,,,,0.000,,,,0.000,,,,,,,
NetCashProvidedByUsedInFinancingActivities,0.000,766.000,0.000,12234.000,,27400.000,,,,24565.000,,,,0.000,,,,34625.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,0.000,766.000,0.000,12234.000,,27400.000,,,,24565.000,,,,0.000,,,,34625.000,,,
NetCashProvidedByUsedInOperatingActivities,-9071.000,-4513.000,-37.000,-12220.000,,-27400.000,,,,-24565.000,,,,0.000,,,,-34625.000,,,
