,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,244196.000,,,,10355670.000,,,,1121000.000,
AdjustmentsToAdditionalPaidInCapitalStockIssuedIssuanceCosts,,,,,,,25248699.000,,,,164000.000,
AllocatedShareBasedCompensationExpense,,,,101500.000,101500.000,,,,,,,
AllowanceForDoubtfulAccountsReceivableChargeOffs,,,,,,,14207.000,,,,,
AllowanceForDoubtfulAccountsReceivableWriteOffs,,,,,,,,4575.000,0.000,,,
AmortizationOfDeferredCharges,,,,,,,,,,,981000.000,975000.000
AmortizationOfFinancingCosts,650444.000,667406.000,775336.000,919856.000,2833419.000,2002895.000,14207.000,15574.000,26740.000,11479.000,,
AmountOfDilutiveSecuritiesStockOptionsAndRestrictiveStockUnits,,,,,,,,11878.000,29093.000,,,
AssetImpairmentCharges,,858916.000,699201.000,3679657.000,1766873.000,4971131.000,,,,,862000.000,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,1400000.000,1400000.000,,,,,,,
BusinessAcquisitionsProFormaRevenue,,,,3300000.000,3700000.000,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,9457060.000,,,,29371986.000,,,,-31459000.000,
CommonStockDividendsPerShareDeclared,,,,,,,,0.360,0.360,,0.360,0.360
ComprehensiveIncomeNetOfTax,1599535.000,-2337244.000,3436531.000,1897235.000,1105035.000,-1584364.000,-7476876.000,10147232.000,7620664.000,6769980.000,,
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,2868591.000,-4296626.000,5807956.000,3039434.000,1727964.000,-2457915.000,-11440301.000,13404534.000,10066927.000,11039840.000,,
CostsAndExpenses,10929716.000,14156314.000,13684654.000,21409515.000,29734524.000,54336626.000,46140650.000,21628790.000,22806070.000,27420490.000,30419000.000,34730000.000
Depreciation,5182251.000,5322918.000,6031681.000,6779449.000,6894012.000,7186669.000,7998143.000,8099321.000,8301870.000,8826666.000,,
DepreciationAndAmortization,,,,,,,,,,,9509000.000,10439000.000
DirectCostsOfLeasedAndRentedPropertyOrEquipment,191141.000,228499.000,243166.000,239678.000,,,,,,,,
DiscontinuedOperationAmountOfOtherIncomeLossFromDispositionOfDiscontinuedOperationNetOfTax,,,,4425246.000,,,,,,,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,,4425246.000,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationOperatingExpense,,,,10748.000,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationOperatingIncomeLoss,,,,-8279.000,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationRevenue,,,,2469.000,,,,,,,,
DividendsCommonStockCash,,,6922907.000,,,,19799266.000,,,,13656000.000,
DividendsShareBasedCompensation,,,,,,,,,,,0.000,0.000
DividendsShareBasedCompensationCash,,,,,,,,,,,1200000.000,
EarningsPerShareBasic,,,,,,,-0.330,0.270,0.200,0.370,0.230,0.150
EarningsPerShareDiluted,,,,,,,-0.330,0.260,0.200,0.360,0.220,0.140
EmployeeStockOwnershipPlanESOPDividendsPaidToESOP,,,,620298.000,664426.000,,15400270.000,0.000,0.000,-270.000,,
GainLossOnSaleOfOtherAssets,,,,,,,264001.000,,,,,
GainLossOnSaleOfProperties,,,,,,,,,,,-4000.000,-8500.000
GainLossOnSaleOfPropertyPlantEquipment,,,,,,,264001.000,-224824.000,-13378.000,990201.000,-4000.000,-9000.000
GainsLossesOnExtinguishmentOfDebt,-663505.000,,-693031.000,,,,-10974196.000,,,,,-501000.000
GeneralAndAdministrativeExpense,3542963.000,5974461.000,4407184.000,8280689.000,3947939.000,-129799.000,13890034.000,3542366.000,4040535.000,5413065.000,5394000.000,6271000.000
ImpairmentOfLongLivedAssetsToBeDisposedOf,,,,,,,,3679657.000,1766873.000,,,
IncomeLossAttributableToNoncontrollingInterest,,,,,,,220190.000,3257302.000,2446263.000,86245.000,,
IncomeLossFromContinuingOperations,,,,,,,-7476876.000,13404534.000,10066927.000,7076415.000,,
IncomeLossFromContinuingOperationsAttributableToNoncontrollingEntity,,,,,,,,-3257302.000,-2446263.000,,-2684000.000,-1699000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,13404534.000,10066927.000,,,
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,,-804369.000,1767446.000,,-11440301.000,13404534.000,10066927.000,11039840.000,,
IncomeLossFromContinuingOperationsPerBasicShare,,,,,,,-0.330,0.270,0.200,0.370,,
IncomeLossFromContinuingOperationsPerDilutedShare,,,,,,,-0.330,0.260,0.200,0.360,,
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,4416967.000,,,,,,,,
IncomeLossIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,10147232.000,7620664.000,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-4770254.000,,,,-8594788.000,,,,-7564000.000,
IncreaseDecreaseInAccountsReceivable,,,2822991.000,,,,1970784.000,,,,-293000.000,
IncreaseDecreaseInOtherOperatingAssets,,,1305381.000,,,,-409311.000,,,,-975000.000,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,,,,,1932841.000,1599329.000,,,
InterestAndOtherIncome,827253.000,7276.000,6419.000,61891.000,1058580.000,2068.000,2011.000,76902.000,49114.000,25973.000,367000.000,674000.000
InterestCostsCapitalized,,,,,,,87244.000,121742.000,193213.000,397801.000,200000.000,100000.000
InterestExpense,9359466.000,9311128.000,10528012.000,11913921.000,12905768.000,15635026.000,13345417.000,9382636.000,9387086.000,8669861.000,12122000.000,11991000.000
InterestIncomeExpenseNonoperatingNet,,,,977925.000,,,,,,,,
InterestPaid,,,8017660.000,,,,22042811.000,,,,16975000.000,
LineOfCreditFacilityUnusedCapacityCommitmentFeePercentage,,,,,,,,,,,0.005,
NetCashProvidedByUsedInFinancingActivities,,,43209968.000,,,,35790572.000,,,,62930000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,43209968.000,,,,35790572.000,,,,62930000.000,
NetCashProvidedByUsedInInvestingActivities,,,-35518448.000,,,,-6058499.000,,,,-110633000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-35518448.000,,,,-6058499.000,,,,-110633000.000,
NetCashProvidedByUsedInOperatingActivities,,,1765540.000,,,,-360087.000,,,,16244000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,1765540.000,,,,-360087.000,,,,16244000.000,
NetIncomeLoss,3511459.000,-114549.000,3559797.000,2255008.000,1130284.000,-1806741.000,-7476876.000,10147232.000,7620664.000,6769980.000,8773000.000,6761000.000
NetIncomeLossAttributableToNoncontrollingInterest,2943762.000,-96030.000,2456487.000,1357590.000,637162.000,-996158.000,-3963425.000,3257302.000,2446263.000,4269860.000,2684000.000,1699000.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,,,,,,10147232.000,7620664.000,,,
NetIncomeLossAvailableToCommonStockholdersDiluted,,,,,,,-7697066.000,13404534.000,10066927.000,5896605.000,11457000.000,8460000.000
NonoperatingIncomeExpense,-9912888.000,-10071346.000,-12090048.000,-12871974.000,,,,,,,,
OperatingIncomeLoss,16368109.000,9860767.000,18106332.000,12067605.000,,,,,,,,
OperatingLeasesIncomeStatementLeaseRevenue,24112746.000,20979359.000,28352798.000,29731502.000,29583062.000,29742260.000,33639699.000,33873947.000,31692655.000,37306699.000,40423000.000,41440000.000
OtherComprehensiveIncomeLossDerivativesQualifyingAsHedgesNetOfTax,,,,,,,3773332.000,,,,,
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,-3586630.000,-4086047.000,-208328.000,-573164.000,-39482.000,344984.000,,,,,,
OtherExpenses,,,,,100088.000,,,,,,,
PartnersCapitalAccountContributions,,,,,,,64000.000,,,,15000.000,
PartnersCapitalAccountDistributions,,,3904694.000,,,,3833064.000,,,,4144000.000,
PartnersCapitalAccountUnitsConverted,,,,,,,,,,,11938420.000,
PartnersCapitalAccountUnitsRedeemed,,,,,,,,,,,104471.000,68500.000
PaymentsForProceedsFromLoansReceivable,,,2583617.000,,,,,,,,,
PaymentsOfCapitalDistribution,,,4575684.000,,,,7400136.000,,,,4182000.000,
PaymentsOfDebtExtinguishmentCosts,,,,,,,2200000.000,,,,,
PaymentsOfDividends,,,,,,,21224130.000,,,,13551000.000,
PaymentsOfDividendsCommonStock,,,6372353.000,,,,,,,,,
PaymentsOfFinancingCosts,,,4603430.000,,,,5122128.000,,,,169000.000,
PaymentsOfStockIssuanceCosts,,,,,,,25248699.000,,,,164000.000,
PaymentsToAcquireBusinessesGross,,,,,,,,,,,106530000.000,
PaymentsToAcquireLoansReceivable,,,,,,,2330880.000,,,,1561000.000,
PaymentsToAcquireProjects,,,,,,,1823970.000,,,,5696000.000,
PaymentsToAcquireRealEstate,,,23775000.000,,,,,,,,104420000.000,
PaymentsToDevelopRealEstateAssets,,,9159831.000,,,,4905238.000,,,,1844000.000,
ProceedsFromCollectionOfLoansReceivable,,,,,,,1247718.000,,,,2392000.000,
ProceedsFromContributedCapital,,,75000000.000,,,,361149.000,,,,15000.000,
ProceedsFromIssuanceInitialPublicOffering,,,,,,,303600000.000,,,,,
ProceedsFromIssuanceOfCommonStock,,,,,,,,,,,159000000.000,
ProceedsFromIssuanceOfLongTermDebt,,,134049000.000,,,,100000000.000,,,,78000000.000,
ProceedsFromIssuanceOfSharesUnderIncentiveAndShareBasedCompensationPlansIncludingStockOptions,,,,,,,,,,,3020000.000,
ProceedsFromSaleOfPropertyPlantAndEquipment,,,,,,,,,,,500000.000,100000.000
ProceedsFromSaleOfRealEstateHeldforinvestment,,,,,,,1753871.000,,,,496000.000,
ProfitLoss,6455221.000,-210579.000,6016284.000,3612598.000,1767446.000,-2802899.000,-11440301.000,13404534.000,10066927.000,11039840.000,11457000.000,8460000.000
PropertyPlantAndEquipmentAdditions,,,,,,,3887511.000,,,,5363000.000,
PropertyPlantAndEquipmentTransfersAndChanges,,,,,,,-374031.000,,,,-15874000.000,
ProvisionForLoanAndLeaseLosses,,,100352.000,,,,14207.000,,,,3000.000,3496000.000
RealEstateInventoryCapitalizedInterestCostsPeriodIncreaseDecrease,,,,209413.000,345169.000,,,,,,,
RealEstateTaxExpense,2013361.000,1771520.000,2303422.000,2430042.000,1286425.000,687914.000,182654.000,364069.000,1036461.000,1530816.000,1544000.000,1048000.000
RepaymentsOfDebt,,,,,,,1248429.000,,,,2392000.000,
RepaymentsOfLongTermDebt,,,115287565.000,,,,305569484.000,,,,39000.000,
RestrictedStockSharesIssuedNetOfSharesForTaxWithholdings,,,,,,,,,,,7944.000,
RestrictedStockValueSharesIssuedNetOfTaxWithholdings,,,,,,,,,,,200000.000,
Revenues,27297825.000,24017081.000,31790986.000,33477120.000,31501970.000,26401980.000,34700349.000,35033324.000,32872997.000,38460330.000,41876000.000,43190000.000
SalesRevenueNet,27297825.000,24017081.000,31790986.000,33477120.000,31501970.000,26401980.000,34700349.000,35033324.000,32872997.000,38460330.000,41876000.000,43190000.000
ShareBasedCompensation,,,244196.000,,,,10355670.000,,,,1121000.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriod,,,,,,,,,,,152984.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,,,,,,,,,,,26.510,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriod,,,,,,,,,,,24305.000,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodWeightedAverageGrantDateFairValue,,,,,,,,,,,25.040,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,,,,910.000,1777.000,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageGrantDateFairValue,,,,,,,2.200,,,,2.200,
ShareBasedCompensationArrangementByShareBasedPaymentAwardSharesIssuedInPeriod,,,,,,,70000.000,,,,16361.000,
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsExercisesInPeriodWeightedAverageExercisePrice,,,,,,,17.470,,,,17.440,
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeLowerRangeLimit,,,,,,,16.560,,,,16.560,
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeUpperRangeLimit,,,,,,,18.870,,,,18.870,
StockIssuedDuringPeriodSharesNewIssues,,,,,,,,,,,8500000.000,
StockIssuedDuringPeriodSharesRestrictedStockAwardGross,,,,,,,,,,,16361.000,
StockIssuedDuringPeriodSharesStockOptionsExercised,,,,,,,,,,,172658.000,
StockIssuedDuringPeriodValueNewIssues,,,75000000.000,,,,,,,,,
StockIssuedDuringPeriodValueOther,,,,,,,8294428.000,,,,3020000.000,
TenantReimbursements,1836064.000,1800900.000,2080711.000,2408426.000,,,,,,,,
