,2011-01-30,2011-05-01,2011-07-31,2011-10-30,2012-01-29,2012-04-29,2012-07-29,2012-10-28,2013-02-03,2013-05-05,2013-08-04,2013-11-03,2014-02-02,2014-05-04,2014-08-03,2014-11-02,2015-02-01,2015-05-03,2015-08-02,2015-11-01,2016-01-31,2016-05-01,2016-07-31,2016-10-30,2017-01-29,2017-04-30
AccountsPayableCurrent,4717000000.000,6543000000.000,5890000000.000,5669000000.000,4856000000.000,7135000000.000,6137000000.000,6010000000.000,5376000000.000,7384000000.000,6585000000.000,6366000000.000,5797000000.000,7739000000.000,7165000000.000,6897000000.000,5807000000.000,8070000000.000,7495000000.000,7236000000.000,6565000000.000,8711000000.000,8273000000.000,8054000000.000,7000000000.000,9138000000.000
AccountsReceivableNetCurrent,1085000000.000,1456000000.000,1332000000.000,1384000000.000,1245000000.000,1519000000.000,1505000000.000,1645000000.000,1395000000.000,1658000000.000,1542000000.000,1606000000.000,1398000000.000,1831000000.000,1637000000.000,1611000000.000,1484000000.000,1839000000.000,1696000000.000,1942000000.000,1890000000.000,1989000000.000,1995000000.000,1995000000.000,2029000000.000,2164000000.000
AccruedIncomeTaxesCurrent,13000000.000,398000000.000,306000000.000,318000000.000,23000000.000,450000000.000,313000000.000,38000000.000,22000000.000,515000000.000,59000000.000,30000000.000,12000000.000,546000000.000,357000000.000,75000000.000,35000000.000,632000000.000,180000000.000,192000000.000,34000000.000,829000000.000,346000000.000,123000000.000,25000000.000,904000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,13325000000.000,13747000000.000,14099000000.000,14282000000.000,14527000000.000,14935000000.000,15273000000.000,15668000000.000,14422000000.000,14782000000.000,15102000000.000,15432000000.000,15716000000.000,16088000000.000,16477000000.000,16801000000.000,15793000000.000,16238000000.000,16560000000.000,16922000000.000,17075000000.000,17572000000.000,17859000000.000,18175000000.000,18512000000.000,18867000000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,445000000.000,613000000.000,603000000.000,362000000.000,293000000.000,453000000.000,315000000.000,411000000.000,397000000.000,433000000.000,281000000.000,254000000.000,46000000.000,88000000.000,91000000.000,-18000000.000,-452000000.000,-327000000.000,-582000000.000,-662000000.000,-898000000.000,-578000000.000,-778000000.000,-883000000.000,-867000000.000,-923000000.000
AdditionalPaidInCapitalCommonStock,6556000000.000,6369000000.000,6665000000.000,6698000000.000,6966000000.000,7221000000.000,7255000000.000,7660000000.000,7948000000.000,7790000000.000,8001000000.000,7979000000.000,8402000000.000,8501000000.000,8217000000.000,8742000000.000,8885000000.000,8957000000.000,8972000000.000,8966000000.000,9347000000.000,9362000000.000,9549000000.000,9628000000.000,9787000000.000,9779000000.000
Assets,40125000000.000,42797000000.000,42277000000.000,41499000000.000,40518000000.000,43300000000.000,41983000000.000,41661000000.000,41084000000.000,44195000000.000,42192000000.000,43814000000.000,40518000000.000,42629000000.000,43479000000.000,41512000000.000,39946000000.000,42510000000.000,43798000000.000,44152000000.000,42549000000.000,44576000000.000,44247000000.000,44502000000.000,42966000000.000,44944000000.000
AssetsCurrent,13479000000.000,16161000000.000,15857000000.000,15478000000.000,14520000000.000,17352000000.000,16231000000.000,15955000000.000,15372000000.000,18620000000.000,16895000000.000,18598000000.000,15279000000.000,17515000000.000,18491000000.000,16749000000.000,15302000000.000,17995000000.000,19531000000.000,18606000000.000,16993000000.000,19010000000.000,18941000000.000,19348000000.000,17724000000.000,19896000000.000
BuildingsAndImprovementsGross,17606000000.000,,,,17737000000.000,,,,17981000000.000,,,,17950000000.000,,,,17759000000.000,,,,17667000000.000,,,,17772000000.000,
CapitalLeaseObligationsCurrent,41000000.000,,,,29000000.000,,,,33000000.000,,,,31000000.000,,,,36000000.000,,,,40000000.000,,,,42000000.000,
CapitalLeaseObligationsNoncurrent,411000000.000,,,,420000000.000,,,,459000000.000,,,,468000000.000,,,,648000000.000,,,,723000000.000,,,,836000000.000,
CapitalLeasedAssetsGross,568000000.000,,,,588000000.000,,,,658000000.000,,,,696000000.000,,,,905000000.000,,,,1020000000.000,,,,1169000000.000,
CapitalLeasesBalanceSheetAssetsByMajorClassNet,,,,,328000000.000,,,,368000000.000,,,,374000000.000,,,,557000000.000,,,,629000000.000,,,,730000000.000,
CapitalLeasesFutureMinimumPaymentsDue,1259000000.000,,,,1259000000.000,,,,1305000000.000,,,,1180000000.000,,,,1410000000.000,,,,1489000000.000,,,,1636000000.000,
CapitalLeasesFutureMinimumPaymentsDueCurrent,114000000.000,,,,106000000.000,,,,112000000.000,,,,99000000.000,,,,113000000.000,,,,122000000.000,,,,130000000.000,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,87000000.000,,,,90000000.000,,,,93000000.000,,,,83000000.000,,,,97000000.000,,,,127000000.000,,,,118000000.000,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,92000000.000,,,,93000000.000,,,,97000000.000,,,,89000000.000,,,,101000000.000,,,,109000000.000,,,,141000000.000,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,96000000.000,,,,100000000.000,,,,99000000.000,,,,92000000.000,,,,108000000.000,,,,112000000.000,,,,124000000.000,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,96000000.000,,,,104000000.000,,,,107000000.000,,,,94000000.000,,,,111000000.000,,,,119000000.000,,,,127000000.000,
CapitalLeasesFutureMinimumPaymentsDueThereafter,774000000.000,,,,766000000.000,,,,797000000.000,,,,723000000.000,,,,880000000.000,,,,900000000.000,,,,996000000.000,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,807000000.000,,,,810000000.000,,,,813000000.000,,,,681000000.000,,,,726000000.000,,,,726000000.000,,,,758000000.000,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,452000000.000,,,,449000000.000,,,,492000000.000,,,,499000000.000,,,,684000000.000,,,,763000000.000,,,,878000000.000,
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassOtherPropertyPlantAndEquipment,336000000.000,,,,,,,,,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,545000000.000,1806000000.000,2551000000.000,2234000000.000,1987000000.000,3191000000.000,2810000000.000,2554000000.000,2494000000.000,4337000000.000,3419000000.000,4853000000.000,1929000000.000,2511000000.000,4216000000.000,2181000000.000,1723000000.000,2827000000.000,4936000000.000,3040000000.000,2216000000.000,3257000000.000,4018000000.000,3589000000.000,2538000000.000,3565000000.000
CommercialPaper,,,,,0.000,,,,0.000,,,,,,,,290000000.000,0.000,0.000,0.000,350000000.000,0.000,0.000,0.000,710000000.000,0.000
CommonStockParOrStatedValuePerShare,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050,0.050
CommonStockSharesAuthorized,10000000000.000,10000000000.000,10000000000.000,10000000000.000,10000000000.000,10000000000.000,10000000000.000,10000000000.000,10000000000.000,10000000000.000,10000000000.000,10000000000.000,10000000000.000,10000000000.000,10000000000.000,10000000000.000,10000000000.000,10000000000.000,10000000000.000,10000000000.000,10000000000.000,10000000000.000,10000000000.000,10000000000.000,10000000000.000,10000000000.000
CommonStockSharesIssued,1722000000.000,1727000000.000,1728000000.000,2222000000.000,1733000000.000,1745000000.000,1749000000.000,1753000000.000,1754000000.000,1758000000.000,1759000000.000,1759000000.000,1761000000.000,1765000000.000,1766000000.000,1767000000.000,1768000000.000,1770000000.000,1771000000.000,1771000000.000,1772000000.000,1774000000.000,1775000000.000,1775000000.000,1776000000.000,1778000000.000
CommonStockSharesOutstanding,1623000000.000,1598000000.000,1569000000.000,1222000000.000,1537000000.000,1530000000.000,1507000000.000,1496000000.000,1484000000.000,1461000000.000,1435000000.000,1408000000.000,1380000000.000,1368000000.000,1346000000.000,1318000000.000,1307000000.000,1299000000.000,1284000000.000,1268000000.000,1252000000.000,1245000000.000,1236000000.000,1220000000.000,1203000000.000,1197000000.000
CommonStockValue,86000000.000,86000000.000,86000000.000,86000000.000,87000000.000,87000000.000,87000000.000,88000000.000,88000000.000,88000000.000,88000000.000,88000000.000,88000000.000,88000000.000,88000000.000,88000000.000,88000000.000,88000000.000,88000000.000,88000000.000,88000000.000,88000000.000,88000000.000,88000000.000,88000000.000,89000000.000
ConstructionInProgressGross,654000000.000,,,,758000000.000,,,,647000000.000,,,,548000000.000,,,,585000000.000,,,,670000000.000,,,,739000000.000,
DebtAndCapitalLeaseObligations,,,,,10788000000.000,,,,10796000000.000,,,,14724000000.000,,,,16907000000.000,,,,20965000000.000,,,,22891000000.000,
DeferredIncomeTaxLiabilities,,,,,,,,,1526000000.000,,,,1621000000.000,,,,1612000000.000,,,,1778000000.000,,,,1707000000.000,
DeferredRevenueCurrent,1177000000.000,1248000000.000,1178000000.000,1153000000.000,1147000000.000,1219000000.000,1256000000.000,1195000000.000,1270000000.000,1377000000.000,1379000000.000,1292000000.000,1337000000.000,1441000000.000,1503000000.000,1424000000.000,1468000000.000,1603000000.000,1652000000.000,1513000000.000,1566000000.000,1607000000.000,1666000000.000,1632000000.000,1669000000.000,1832000000.000
DeferredTaxAssetsCapitalLossCarryforwards,141000000.000,,,,101000000.000,,,,104000000.000,,,,104000000.000,,,,0.000,,,,,,,,,
DeferredTaxAssetsGross,,,,,,,,,1575000000.000,,,,1662000000.000,,,,1470000000.000,,,,1482000000.000,,,,1505000000.000,
DeferredTaxAssetsGrossCurrent,768000000.000,,,,649000000.000,,,,,,,,,,,,,,,,,,,,,
DeferredTaxAssetsGrossNoncurrent,917000000.000,,,,,,,,,,,,,,,,,,,,,,,,,
DeferredTaxAssetsLiabilitiesNet,297000000.000,,,,136000000.000,,,,22000000.000,,,,15000000.000,,,,-148000000.000,,,,,,,,,
DeferredTaxAssetsLiabilitiesNetCurrent,548000000.000,,,,451000000.000,,,,,,,,,,,,,,,,509000000.000,,,,,
DeferredTaxAssetsLiabilitiesNetNoncurrent,-251000000.000,,,,-315000000.000,,,,,,,,,,,,,,,,48000000.000,,,,91000000.000,
DeferredTaxAssetsNet,,,,,,,,,1548000000.000,,,,1636000000.000,,,,1464000000.000,,,,1479000000.000,,,,1502000000.000,
DeferredTaxAssetsNetNoncurrent,,,,,971000000.000,,,,,,,,,,,,,,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,66000000.000,,,,65000000.000,,,,71000000.000,,,,66000000.000,,,,45000000.000,,,,58000000.000,,,,33000000.000,
DeferredTaxAssetsOther,212000000.000,,,,295000000.000,,,,174000000.000,,,,281000000.000,,,,279000000.000,,,,267000000.000,,,,268000000.000,
