,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31
AdjustmentsToAdditionalPaidInCapitalDividendsInExcessOfRetainedEarnings,,,-60000.000,,,,60000.000,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,131000.000,,,,23000.000,,,
AllocatedShareBasedCompensationExpense,,,,,,,,7000.000,103000.000,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,591802.000,325135.000,,305840.000,305150.000,303567.000,-610324.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,1371000.000,,,,-131000.000,,,
CostOfRevenue,,,,,,,,4393000.000,3800000.000,
DebtInstrumentDecreaseRepayments,,,,,,,4600000.000,,,
DeferredIncomeTaxExpenseBenefit,66000.000,-1988000.000,-1109000.000,-1058000.000,-534000.000,-810000.000,-1092000.000,-679000.000,-778000.000,4323000.000
DepreciationAndAmortization,7726000.000,8509000.000,5848000.000,5413000.000,5397000.000,4094000.000,4891000.000,4258000.000,3831000.000,2929000.000
DepreciationDepletionAndAmortization,,,6312000.000,,,,4891000.000,,,
DiscontinuedOperationGainLossFromDisposalOfDiscontinuedOperationBeforeIncomeTax,23631000.000,380000.000,4608000.000,2934000.000,7000.000,7526000.000,0.000,-83000.000,1233000.000,-711000.000
DiscontinuedOperationIncomeLossFromDiscontinuedOperationDuringPhaseOutPeriodBeforeIncomeTax,,,,,,,,-277000.000,-298000.000,
DiscontinuedOperationTaxEffectOfIncomeLossFromDisposalOfDiscontinuedOperation,6082000.000,92000.000,1470000.000,938000.000,-142000.000,2060000.000,0.000,-123000.000,415000.000,-98000.000
DisposalGroupIncludingDiscontinuedOperationInterestExpense,,,,100000.000,400000.000,,,200000.000,200000.000,
DisposalGroupIncludingDiscontinuedOperationOperatingExpense,,,,-172000.000,1065000.000,,0.000,531000.000,1162000.000,4004000.000
DisposalGroupIncludingDiscontinuedOperationRentalIncome,,,,-10000.000,676000.000,,0.000,254000.000,864000.000,3680000.000
EarningsPerShareBasic,,,,0.000,-0.350,,-0.530,-0.390,-0.180,-2.780
EarningsPerShareBasicAndDiluted,3.180,-1.050,0.110,,,,,,,
EarningsPerShareDiluted,,,,0.000,,,,,,
EffectiveIncomeTaxRateContinuingOperations,,,,,,,0.366,,,
GainLossOnDispositionOfRealEstateDiscontinuedOperations,,,,,,,0.000,,,
GainLossRelatedToLitigationSettlement,4174000.000,0.000,,0.000,0.000,,,,,
GainsLossesOnRestructuringOfDebt,623000.000,0.000,,,,,,,,
GeneralAndAdministrativeExpense,2424000.000,3583000.000,3235000.000,2439000.000,2571000.000,1959000.000,2134000.000,2000000.000,2045000.000,9013000.000
ImpairmentOfIntangibleAssetsFinitelived,,,481000.000,,100000.000,,1117000.000,,,
ImpairmentOfRealEstate,0.000,4153000.000,481000.000,0.000,104000.000,397000.000,1117000.000,269000.000,551000.000,-93000.000
IncomeLossFromContinuingOperations,,,,-1628000.000,-1030000.000,,-1889000.000,-1181000.000,-783000.000,-9194000.000
IncomeLossFromContinuingOperationsAttributableToNoncontrollingEntity,,,,-129000.000,1264000.000,,-384000.000,-890000.000,-457000.000,249000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-1086000.000,-10013000.000,-5320000.000,-2557000.000,-2828000.000,-2912000.000,-3365000.000,-2750000.000,-2018000.000,-4622000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-1152000.000,-8025000.000,-4211000.000,-1499000.000,-2294000.000,-2102000.000,-2273000.000,-2071000.000,-1240000.000,-8945000.000
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,-0.050,-1.100,-0.600,,,,,,,
IncomeLossFromContinuingOperationsPerBasicShare,,,,-0.460,-0.290,,-0.530,-0.330,-0.220,-2.600
IncomeLossFromContinuingOperationsPerDilutedShare,,,,-0.460,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,17479000.000,275000.000,2773000.000,1814000.000,-240000.000,3974000.000,0.000,-237000.000,520000.000,-937000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToNoncontrollingInterest,,,,-179000.000,25000.000,,0.000,-24000.000,369000.000,-276000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,,1635000.000,-215000.000,,0.000,-213000.000,151000.000,-661000.000
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,3.130,0.050,0.710,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,,,0.460,-0.060,,0.000,-0.060,0.040,-0.180
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,,,0.460,,,,,,
IncomeTaxExpenseBenefit,,,362000.000,,,,-1092000.000,,,
IncomeTaxesPaid,,,0.000,,,,0.000,,,
IncreaseDecreaseInAccountsPayable,,,-119000.000,,,,-62000.000,,,
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,,,-1057000.000,,,,-3039000.000,,,
IncreaseDecreaseInOperatingAssets,,,,,,,38900000.000,,,
IncreaseDecreaseInOperatingLiabilities,,,,,,,32800000.000,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-2308000.000,,,,-1242000.000,,,
IncreaseDecreaseInRestrictedCashForOperatingActivities,,,620000.000,,,,688000.000,,,
InterestAndOtherIncome,60000.000,73000.000,45000.000,40000.000,38000.000,2000.000,1000.000,3000.000,2000.000,0.000
InterestExpenseDebt,7709000.000,5711000.000,6071000.000,5794000.000,5145000.000,3650000.000,4168000.000,4092000.000,3357000.000,3321000.000
InterestPaid,,,5567000.000,,,,4845000.000,,,
ManagementFeesRevenue,1478000.000,1079000.000,894000.000,728000.000,889000.000,549000.000,1010000.000,867000.000,771000.000,793000.000
MinorityInterestDecreaseFromDistributionsToNoncontrollingInterestHolders,,,-1536000.000,,,,1436000.000,,,
MinorityInterestPeriodIncreaseDecrease,,,,,,,6100000.000,,,
NetCashProvidedByUsedInFinancingActivities,,,-18391000.000,,,,649000.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-18391000.000,,,,649000.000,,,
NetCashProvidedByUsedInInvestingActivities,,,18520000.000,,,,-599000.000,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,18520000.000,,,,-599000.000,,,
NetCashProvidedByUsedInOperatingActivities,,,1242000.000,,,,-181000.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,1242000.000,,,,-181000.000,,,
NetIncomeLoss,9433000.000,-3163000.000,412000.000,7000.000,-1245000.000,2240000.000,-1889000.000,-1394000.000,-632000.000,-9854000.000
NetIncomeLossAttributableToNoncontrollingInterest,6894000.000,-4587000.000,-1850000.000,308000.000,-1289000.000,-368000.000,-384000.000,-914000.000,-88000.000,-28000.000
NetIncomeLossAvailableToCommonStockholdersBasic,9373000.000,-3223000.000,352000.000,-53000.000,-1305000.000,2180000.000,-1949000.000,-1454000.000,-692000.000,-9914000.000
NoncontrollingInterestDecreaseFromDeconsolidation,,,-363000.000,,,,6105000.000,,,
NonoperatingIncomeExpense,,,,0.000,876000.000,,0.000,173000.000,802000.000,5424000.000
OperatingExpenses,24902000.000,27923000.000,20723000.000,17143000.000,17887000.000,13694000.000,16323000.000,15012000.000,13584000.000,16908000.000
OperatingLeasesIncomeStatementLeaseRevenue,17481000.000,16758000.000,14570000.000,13818000.000,13256000.000,10283000.000,11947000.000,11219000.000,9991000.000,9510000.000
OtherExpenses,,,-106000.000,,,,,,,
OtherIncome,4797000.000,0.000,,,,,,,,
OtherNonoperatingIncomeExpense,,,,0.000,876000.000,,0.000,173000.000,802000.000,
PaymentsForCapitalImprovements,,,267000.000,,,,599000.000,,,
PaymentsOfDividendsPreferredStockAndPreferenceStock,,,0.000,,,,,,,
PaymentsToMinorityShareholders,,,1536000.000,,,,1436000.000,,,
PreferredStockDividendsIncomeStatementImpact,60000.000,60000.000,60000.000,60000.000,60000.000,60000.000,60000.000,60000.000,60000.000,60000.000
PreferredStockDividendsPerShareDeclared,,,,,,,0.120,,,
ProceedsFromIssuanceOfDebt,,,4150000.000,,,,9700000.000,,,
ProceedsFromMinorityShareholders,,,218000.000,,,,11000.000,,,
ProceedsFromSaleOfRealEstate,,,18787000.000,,,,0.000,,,
ProfitLoss,16327000.000,-7750000.000,-1438000.000,315000.000,-2534000.000,1872000.000,-2273000.000,-2308000.000,-720000.000,-9882000.000
RepaymentsOfOtherDebt,,,3606000.000,,,,5941000.000,,,
Revenues,19019000.000,17910000.000,15509000.000,14586000.000,14183000.000,10834000.000,12958000.000,12089000.000,10764000.000,6862000.000
RevenuesFromTransactionsWithOtherOperatingSegmentsOfSameEntity,,,,,,,-548000.000,,,
SalesRevenueNet,14222000.000,17910000.000,15509000.000,14586000.000,14183000.000,10834000.000,12958000.000,12089000.000,10764000.000,6862000.000
SegmentReportingInformationRevenue,,,,,,,13505000.000,,,
ShareBasedCompensation,,,131000.000,27000.000,25000.000,22000.000,23000.000,,,
StockIssuedDuringPeriodValueConversionOfUnits,,,0.000,,,,,,,
StockIssuedDuringPeriodValueNewIssues,,,203000.000,,,,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,,,,3564783000.000,,,,,,
WeightedAverageNumberOfSharesOutstandingBasic,,,,3564783000.000,3566782.000,,3567779.000,3564304.000,3614243.000,-7136083.000
