,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
IncreaseDecreaseInAccruedIncomeTaxesPayable,,,65000.000,,,,15000.000,,,,,,
IncreaseDecreaseInDeferredIncomeTaxes,,,-17000.000,,,,-11000.000,,,,0.000,,
IncreaseDecreaseInDeferredRevenue,,,-588000.000,,,,-320000.000,,,,639000.000,,
IncreaseDecreaseInEmployeeRelatedLiabilities,,,231000.000,,,,623000.000,,,,-106000.000,,
IncreaseDecreaseInOtherAccruedLiabilities,,,-372000.000,,,,721000.000,,,,-643000.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-70000.000,,,,462000.000,,,,118000.000,,
IncreaseDecreaseInRestrictedCash,,,4000.000,,,,165000.000,,,,0.000,,
InformationTechnologyAndDataProcessing,2259000.000,1927000.000,1650000.000,1530000.000,1199000.000,1178000.000,1122000.000,1472000.000,1333000.000,1599000.000,1012000.000,842000.000,778000.000
InterestPaid,,,58000.000,,,,57000.000,,,,53000.000,,
NetCashProvidedByUsedInFinancingActivities,,,-774000.000,,,,-199000.000,,,,-2308000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-774000.000,,,,-199000.000,,,,-2308000.000,,
NetCashProvidedByUsedInInvestingActivities,,,-358000.000,,,,-517000.000,,,,-249000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-358000.000,,,,-517000.000,,,,-249000.000,,
NetCashProvidedByUsedInOperatingActivities,,,673000.000,,,,1312000.000,,,,817000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,673000.000,,,,1191000.000,,,,817000.000,,
NetIncomeLoss,-3297000.000,-2686000.000,-1474000.000,-2611000.000,-1650000.000,-4537000.000,-3294000.000,-3030000.000,-3621000.000,-11026000.000,-2313000.000,-2548000.000,-1807000.000
OperatingExpenses,6161000.000,5968000.000,4409000.000,3821000.000,3629000.000,2781000.000,5173000.000,4534000.000,4736000.000,12676000.000,3171000.000,2544000.000,2404000.000
OperatingIncomeLoss,-3203000.000,-2674000.000,-1408000.000,-808000.000,-537000.000,-924000.000,-3552000.000,-2872000.000,-3482000.000,-11822000.000,-2204000.000,-2373000.000,-2356000.000
OperatingLeasesRentExpenseNet,,,,,,,153000.000,,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,,,1000.000,,,,,,,,,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,-110000.000,31000.000,,-86000.000,-86000.000,85000.000,12000.000,-11000.000,-25000.000,10000.000
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,,,159000.000,,,,79000.000,,,,3000.000,,
PaymentsToAcquirePropertyPlantAndEquipment,,,354000.000,,,,352000.000,,,,249000.000,,
ProceedsFromIncomeTaxRefunds,,,4000.000,,,,,,,,,,
ProceedsFromIssuanceOfLongTermDebt,,,,,,,200000.000,,,,10000.000,,
ProceedsFromLongTermCapitalLeaseObligations,,,0.000,,,,,,,,,,
ProceedsFromRepaymentsOfBankOverdrafts,,,2000.000,,,,0.000,,,,,,
ProceedsFromRepaymentsOfRestrictedCashFinancingActivities,,,,,,,,,,,-1562000.000,,
ProceedsFromStockOptionsExercised,,,0.000,,,,,,,,,,
ProvisionForDoubtfulAccounts,,,-22000.000,,,,0.000,,,,17000.000,,
RepaymentsOfDebt,,,593000.000,,,,320000.000,,,,753000.000,,
RepaymentsOfLongTermCapitalLeaseObligations,,,24000.000,,,,,,,,,,
RestructuringCharges,,,,,,,,,,,,,365000.000
SalesRevenueServicesNet,9092000.000,9614000.000,8592000.000,6895000.000,6900000.000,2973000.000,4656000.000,4730000.000,4160000.000,4135000.000,4126000.000,3131000.000,1882000.000
SellingAndMarketingExpense,1020000.000,1038000.000,560000.000,505000.000,524000.000,389000.000,665000.000,852000.000,905000.000,987000.000,936000.000,879000.000,445000.000
ShareBasedCompensation,,,187000.000,,,,979000.000,,,,156000.000,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfAdditionalSharesAuthorized,,,,,,,1375000.000,,,,1659781.000,,
StockIssuedDuringPeriodSharesRestrictedStockAwardGross,,,,,,,500000.000,,,,,,
StockIssuedDuringPeriodSharesTreasuryStockReissued,,,,,,,,,,,1000000.000,,
StockIssuedDuringPeriodValueAcquisitions,,,,,,,,,,,200000.000,,
StockIssuedDuringPeriodValueTreasuryStockReissued,,,,,,,,,,,1300000.000,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,27049000.000,27066000.000,,28994000.000,39124000.000,40684000.000,-70163000.000,41636000.000,41893000.000,41891000.000
WeightedAverageNumberOfSharesOutstandingBasic,21251000.000,24900000.000,26808000.000,,,,,,,,,,
