,2014-06-30,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
IncreaseDecreaseInBillingInExcessOfCostOfEarnings,,,,,,,,,,,-66033.000
IncreaseDecreaseInIncomeTaxes,,,-3564.000,,,,7037.000,,,,0.000
IncreaseDecreaseInOtherOperatingAssets,,,-459.000,,,,0.000,,,,
IncreaseDecreaseInPrepaidExpense,,,9576.000,,,,6431.000,,,,13449.000
IncreaseDecreaseInSecurityDeposits,,,,,,,,,,,-6796.000
InterestExpense,-1287.000,-1955.000,246.000,0.000,0.000,-246.000,0.000,,,,
InterestIncomeExpenseNet,,,,,,,,1.000,1.000,,
InterestPaid,,,0.000,,,,0.000,,,,0.000
NetCashProvidedByUsedInFinancingActivities,,,-45244.000,,,,0.000,,,,310307.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-45244.000,,,,0.000,,,,310307.000
NetCashProvidedByUsedInInvestingActivities,,,-26944.000,,,,-2515.000,,,,-3898.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-26944.000,,,,-2515.000,,,,-3898.000
NetCashProvidedByUsedInOperatingActivities,,,-446015.000,,,,-403532.000,,,,-292608.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-446015.000,,,,-403532.000,,,,-292608.000
NetIncomeLoss,-17439.000,-28904.000,-465956.000,-647689.000,-857447.000,-1045005.000,-340068.000,-88074.000,-160574.000,-352080.000,-133818.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,-465956.000,-647689.000,-857447.000,-1045005.000,-340068.000,-88074.000,-160574.000,-352080.000,-133818.000
OperatingExpenses,16152.000,26949.000,465710.000,648113.000,862755.000,1060568.000,333785.000,199825.000,200625.000,242629.000,251463.000
OperatingIncomeLoss,,,,,,,,-199825.000,-168659.000,,-199390.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,,,42544.000,,,,,,,,
OtherComprehensiveIncomeLossNetOfTax,,,-423412.000,-683468.000,-1030636.000,-1035322.000,-343311.000,-199152.000,-167737.000,-151207.000,-217822.000
OtherNonoperatingIncomeExpense,1287.000,1955.000,,424.000,5308.000,,333031.000,-111751.000,-8085.000,-273357.000,-65572.000
PaymentsToAcquireMachineryAndEquipment,,,26944.000,,,,2515.000,,,,3898.000
ProceedsFromContributionsFromAffiliates,,,,,,,,,,,310307.000
ProfitLoss,,,-441069.000,,,,-340068.000,,,,-133818.000
RepaymentsOfRelatedPartyDebt,,,45244.000,,,,0.000,,,,
ResearchAndDevelopmentExpense,,,268689.000,285527.000,353594.000,414349.000,138447.000,65440.000,56891.000,104122.000,52662.000
Revenues,0.000,0.000,0.000,,,,,,55887.000,,66178.000
SalesRevenueNet,0.000,0.000,0.000,,,,,,55887.000,,66178.000
SalesRevenueServicesNet,0.000,0.000,,,,,,,55887.000,,66178.000
SellingAndMarketingExpense,,,57329.000,119636.000,145345.000,119812.000,-64576.000,-59.000,-19.000,-12.000,0.000
SellingGeneralAndAdministrativeExpense,0.000,0.000,0.000,0.000,0.000,0.000,,,,,
ShareBasedCompensation,,,0.000,,,,,,,,
UnrealizedGainLossOnForeignCurrencyDerivativesNetBeforeTax,,,,424.000,5308.000,,754.000,-111750.000,-8084.000,,-65572.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,4132000.000,4132000.000,5132000.000,5132000.000,5807135.000,-10574794.000,5909687.000,5909687.000,5909687.000,-11819374.000,5909687.000
