,2014-07-31,2014-10-31,2015-04-30,2015-07-31,2015-10-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30
CostMethodInvestmentsRealizedGains,636.000,8476.000,-215596.000,-216775.000,,,,,,
CostMethodInvestmentsRealizedLosses,-37406.000,-94950.000,-216134.000,-277420.000,,,,,,
GainLossOnInvestments,,-0.010,-0.010,,-0.010,,,,,
GainLossOnSaleOfInvestments,-37406.000,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,-0.010,,,,,,,,,
IncreaseDecreaseInAccruedLiabilities,-70286.000,-652036.000,-3608896.000,,,-110767.000,,,,-1864346.000
IncreaseDecreaseInInventories,54817367.000,6997778.000,3108226.000,,,11690941.000,,,,2563398.000
IncreaseDecreaseInOperatingAssets,-223357.000,-5788769.000,-4196330.000,-4441304.000,2488179.000,13511555.000,7742950.000,-8762966.000,-9560116.000,5388855.000
InvestmentIncomeNet,-37406.000,-57544.000,-61449.000,-61286.000,-75153.000,-97151.000,-139575.000,-161497.000,-134419.000,-124247.000
LegalFees,,,,,,100000.000,,,,100000.000
NetIncomeLoss,-185951.000,-5731225.000,-4134881.000,-4380018.000,2563332.000,13608706.000,7882525.000,-8601469.000,-9425697.000,5513102.000
OperatingExpenses,37406.000,57544.000,61449.000,61286.000,75153.000,97151.000,139575.000,161497.000,134419.000,124247.000
OperatingIncomeLoss,-37406.000,-57544.000,-61449.000,,,-97151.000,,,,-124247.000
SponsorFees,37406.000,57544.000,61449.000,61286.000,75153.000,97151.000,139575.000,161497.000,134419.000,124247.000
StockIssuedDuringPeriodSharesNewIssues,4252898.000,4807619.000,255166.000,,,957813.000,,,,210015.000
StockIssuedDuringPeriodSharesPeriodIncreaseDecrease,4347492.000,4852213.000,,,,,,,,
StockIssuedDuringPeriodValueNewIssues,54817367.000,61815145.000,3108226.000,,,11690941.000,,,,2563398.000
StockRedeemedOrCalledDuringPeriodShares,-5406.000,-55406.000,-300000.000,,,-8967.000,,,,-150000.000
StockRedeemedOrCalledDuringPeriodValue,-70286.000,-722322.000,-3608896.000,,,-110767.000,,,,-1864346.000
StockholdersEquityPeriodIncreaseDecrease,56053331.000,62399073.000,,,,,,,,
SubsidiaryOrEquityMethodInvesteeCumulativeNumberOfSharesIssuedForAllTransactions,,,,,,1852800.000,,,,
UnrealizedGainLossOnInvestments,-186587.000,-5739065.000,-3913307.000,-4378839.000,2563332.000,13607320.000,7882525.000,-8619650.000,-6647635.000,5485628.000
