,2016-09-30,2016-12-31
CapitalizedComputerSoftwareAmortization1,480.000,438.000
ComprehensiveIncomeNetOfTax,-60114.000,-78031.000
CostOfRevenue,66095.000,84575.000
Depreciation,8701.000,7725.000
EarningsPerShareBasicAndDiluted,-0.000,-0.000
GainLossOnSaleOfSecuritiesNet,6008.000,15029.000
GeneralAndAdministrativeExpense,128714.000,146287.000
GrossProfit,246295.000,197810.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-65691.000,-120265.000
InterestExpenseOther,5484.000,7409.000
NetIncomeLoss,-65691.000,-120265.000
OperatingExpenses,312007.000,324718.000
OperatingIncomeLoss,-65712.000,-126908.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,5577.000,42234.000
OtherIncome,21.000,28.000
OtherNonoperatingIncomeExpense,21.000,6643.000
ProvisionForDoubtfulAccounts,44820.000,40356.000
ResearchAndDevelopmentExpense,12615.000,10461.000
Revenues,312390.000,282385.000
SalariesWagesAndOfficersCompensation,113360.000,113514.000
SalesRevenueNet,312369.000,282357.000
SellingAndMarketingExpense,3317.000,5937.000
ServicingFeesNet,-524.000,-1005.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,38567467.000,38567467.000
