,2011-12-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,5042000.000
AdjustmentsRelatedToTaxWithholdingForShareBasedCompensation,5346000.000
AmortizationOfDebtDiscountPremium,13331000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,41222000.000
ComprehensiveIncomeNetOfTax,19816000.000
DepreciationDepletionAndAmortization,4063000.000
FeesAndCommissions,268598000.000
FeesAndCommissionsOther,35187000.000
GainLossOnDerivativeInstrumentsNetPretax,298000.000
GainLossOnSaleOfMortgageLoans,109136000.000
GainsLossesOnSalesOfOtherRealEstate,-6833000.000
GeneralAndAdministrativeExpense,82183000.000
IncomeLossFromEquityMethodInvestments,-107000.000
IncreaseDecreaseDueFromAffiliates,-4384000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,101657000.000
IncreaseDecreaseInAccountsReceivable,83133000.000
IncreaseDecreaseInOtherOperatingAssets,44576000.000
InterestExpense,105375000.000
LaborAndRelatedExpense,202290000.000
MortgageServicingRightsMSRImpairmentRecovery,39000000.000
NetCashProvidedByUsedInFinancingActivities,152004000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,152004000.000
NetCashProvidedByUsedInInvestingActivities,-81879000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-81879000.000
NetCashProvidedByUsedInOperatingActivities,-28903000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-28903000.000
NetIncomeLoss,20887000.000
NonoperatingIncomeExpense,-50664000.000
OccupancyNet,11340000.000
OperatingExpenses,306183000.000
OtherComprehensiveIncomeDerivativesQualifyingAsHedgesNetOfTaxPeriodIncreaseDecrease,-1071000.000
PaymentsForOriginationAndPurchasesOfLoansHeldForSale,3412185000.000
PaymentsForProceedsFromProductiveAssets,19742000.000
PaymentsOfFinancingCosts,3462000.000
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,5346000.000
PaymentsToAcquireEquityMethodInvestments,6600000.000
PaymentsToAcquireMortgageServicingRightsMSR,96467000.000
ProceedsFromCollectionOfMortgageLoansHeldForSale,63578000.000
ProceedsFromIssuanceOfUnsecuredDebt,35166000.000
ProceedsFromRepaymentsOfRestrictedCashFinancingActivities,16812000.000
ProceedsFromSaleOfLoansHeldForSale,3339859000.000
ProvisionForLoanLossesExpensed,3537000.000
Revenues,377734000.000
SalesRevenueNet,377734000.000
ServicingFeesNet,233411000.000
ShareBasedCompensation,14815000.000
StockIssuedDuringPeriodValueShareBasedCompensation,14815000.000
