,2015-06-30,2015-09-30,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-69390.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,,,,,,,46400.000
ComprehensiveIncomeNetOfTax,-9959.000,-3423.000,-20920.000,-25361.000,-2723.000,-309892.000,-105516.000
DerivativeGainLossOnDerivativeNet,,,858.000,,,,
EarningsPerShareBasicAndDiluted,-0.002,-0.001,-0.003,-0.004,0.000,0.007,-0.001
EffectOfExchangeRateOnCashAndCashEquivalents,,,79.000,,,,-135.000
FairValueAssumptionsExpectedDividendRate,,,0.000,,,,
FairValueAssumptionsExpectedVolatilityRate,,,1.825,,,,
FairValueAssumptionsRiskFreeInterestRate,,,0.006,,,,
ForeignCurrencyTransactionGainLossBeforeTax,-3.000,-31.000,79.000,-19.000,10.000,18.000,-135.000
GeneralAndAdministrativeExpense,,,494.000,,200.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-9956.000,-3392.000,-20999.000,-25342.000,-2733.000,-309910.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-51647.000,,,,-12319.000
IncreaseDecreaseInDueToRelatedParties,,,,,,,967.000
IncreaseDecreaseInPrepaidExpense,,,,,,,8367.000
InterestAndDebtExpense,,,2368.000,,,,
LegalFees,,,6045.000,,3100.000,,5520.000
ManagementFeeExpense,,,,,,,19500.000
MarketingAndAdvertisingExpense,,,,,,,55935.000
MarketingExpense,,,,,,,6433.000
NetCashProvidedByUsedInFinancingActivities,,,1970.000,,,,171500.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,1970.000,,,,171500.000
NetCashProvidedByUsedInOperatingActivities,,,-71360.000,,,,-125100.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-71360.000,,,,-125100.000
NetIncomeLoss,-9956.000,-3392.000,-20999.000,-25342.000,-2733.000,-309910.000,-105381.000
OperatingExpenses,9956.000,3392.000,21899.000,25342.000,2733.000,150686.000,104992.000
OperatingIncomeLoss,,,,,,,-104992.000
OtherNonoperatingIncomeExpense,,,,,,,-389.000
ProceedsFromIssuanceOfCommonStock,,,,,,,171500.000
ProceedsFromRelatedPartyDebt,,,1970.000,,,,
ProfessionalFees,9896.000,3323.000,2708.000,2766.000,2130.000,7767.000,12630.000
Revenues,,,900.000,,,,
SalariesAndWages,,,,4500.000,4500.000,,
SalesRevenueNet,,,900.000,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,6000000.000,6000000.000,6000000.000,6000000.000,90009420.000,-11711097.000,92949475.000
