,2011-11-30
CostOfGoodsAndServicesSold,32653000.000
EarningsPerShareBasicAndDiluted,-0.830
GrossProfit,22733000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-7927000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-7964000.000
IncomeTaxExpenseBenefit,37000.000
InterestExpense,140000.000
NetIncomeLoss,-8106000.000
NetIncomeLossAttributableToNoncontrollingInterest,142000.000
NonoperatingIncomeExpense,-217000.000
OperatingExpenses,30443000.000
OperatingIncomeLoss,-7710000.000
OtherNonoperatingIncome,-77000.000
Revenues,55386000.000
SalesRevenueNet,55386000.000
SellingGeneralAndAdministrativeExpense,30443000.000
