,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,117000000.000,83000000.000,82000000.000,99000000.000,92000000.000,106000000.000,107000000.000,157000000.000,142000000.000,170000000.000,195000000.000,186000000.000,199000000.000,206000000.000,213000000.000,223000000.000,182000000.000
AccountsPayableRelatedPartiesCurrent,,342000000.000,299000000.000,253000000.000,295000000.000,,,,,,,,,,,,
AccountsPayableTradeCurrent,,,,,,320000000.000,277000000.000,179000000.000,201000000.000,229000000.000,187000000.000,152000000.000,173000000.000,209000000.000,172000000.000,181000000.000,174000000.000
AccountsReceivableGross,,,,154000000.000,,,,174000000.000,,,,136000000.000,,,,196000000.000,
AccountsReceivableGrossCurrent,,,,123000000.000,,,,124000000.000,,,,89000000.000,,,,132000000.000,
AccountsReceivableNetCurrent,,,,,,,,173000000.000,170000000.000,174000000.000,164000000.000,135000000.000,148000000.000,165000000.000,165000000.000,195000000.000,174000000.000
AccountsReceivableRelatedPartiesNoncurrent,,,,15000000.000,,,,,,,,,,,,,
AccrualForEnvironmentalLossContingencies,,,,,,,,,,,,5000000.000,,,,6000000.000,
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,17000000.000,20000000.000,22000000.000,12000000.000,37000000.000,35000000.000,37000000.000,43000000.000,42000000.000,47000000.000,52000000.000,61000000.000,61000000.000,53000000.000
AccruedEnvironmentalLossContingenciesCurrent,,,,2000000.000,,,,2000000.000,,,,2000000.000,,,,2000000.000,
AccruedEnvironmentalLossContingenciesNoncurrent,,,,3000000.000,,,,3000000.000,,,,3000000.000,,,,4000000.000,
AccruedIncomeTaxesCurrent,7000000.000,9000000.000,7000000.000,10000000.000,8000000.000,12000000.000,38000000.000,,,,,,,,,,
AccruedLiabilitiesCurrent,31000000.000,44000000.000,59000000.000,43000000.000,50000000.000,54000000.000,69000000.000,79000000.000,77000000.000,74000000.000,86000000.000,71000000.000,68000000.000,78000000.000,82000000.000,70000000.000,73000000.000
AccruedLiabilitiesCurrentAndNoncurrent,,,,43000000.000,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,603000000.000,618000000.000,643000000.000,655000000.000,672000000.000,697000000.000,682000000.000,705000000.000,712000000.000,746000000.000,760000000.000,786000000.000,839000000.000,845000000.000,885000000.000,923000000.000,973000000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,155000000.000,135000000.000,147000000.000,133000000.000,109000000.000,131000000.000,100000000.000,77000000.000,25000000.000,34000000.000,-4000000.000,-30000000.000,-15000000.000,-13000000.000,-18000000.000,-25000000.000,-21000000.000
AdditionalPaidInCapital,,395000000.000,382000000.000,406000000.000,410000000.000,412000000.000,415000000.000,488000000.000,474000000.000,478000000.000,598000000.000,627000000.000,626000000.000,633000000.000,621000000.000,629000000.000,639000000.000
AllowanceForDoubtfulAccountsReceivable,,,,1000000.000,,,,1000000.000,,,,1000000.000,,,,1000000.000,
AllowanceForDoubtfulAccountsReceivableCurrent,,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000
AssetRetirementObligation,,,,82000000.000,,,,105000000.000,,,-75000000.000,116000000.000,,,,132000000.000,
AssetRetirementObligationCurrent,,,,3000000.000,,,,3000000.000,,,,3000000.000,,6000000.000,,3000000.000,
AssetRetirementObligationsNoncurrent,,,,79000000.000,80000000.000,81000000.000,76000000.000,102000000.000,105000000.000,111000000.000,111000000.000,113000000.000,129000000.000,125000000.000,128000000.000,129000000.000,131000000.000
Assets,1821000000.000,2307000000.000,2322000000.000,2303000000.000,2322000000.000,2418000000.000,2424000000.000,3641000000.000,3694000000.000,3770000000.000,3928000000.000,3840000000.000,4248000000.000,4300000000.000,4341000000.000,4360000000.000,4309000000.000
AssetsCurrent,499000000.000,797000000.000,802000000.000,766000000.000,792000000.000,849000000.000,839000000.000,798000000.000,727000000.000,777000000.000,858000000.000,720000000.000,612000000.000,700000000.000,649000000.000,627000000.000,642000000.000
AssetsHeldForSaleLongLived,,,,,,,39000000.000,,,,,,,,,,
AssetsHeldForSaleNotPartOfDisposalGroupCurrent,,,,,,,,,,,,,,65000000.000,,,
BuildingsAndImprovementsGross,,,,436000000.000,,,,678000000.000,719000000.000,725000000.000,779000000.000,696000000.000,853000000.000,856000000.000,889000000.000,949000000.000,968000000.000
BusinessAcquisitionCostOfAcquiredEntityTransactionCosts,,,,61000000.000,,,,,,,,,,,,,
BusinessAcquisitionPercentageOfVotingInterestsAcquired,,,,,,,,,1.000,,,,,,,,1.000
BusinessAcquisitionPurchasePriceAllocationAssetsAcquired,61000000.000,61000000.000,61000000.000,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsInventory,3000000.000,3000000.000,3000000.000,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,18000000.000,18000000.000,18000000.000,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationOtherNoncurrentAssets,2000000.000,2000000.000,2000000.000,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationPropertyPlantAndEquipment,38000000.000,38000000.000,38000000.000,,,,,,,,,,,,,,
BusinessAcquisitionSharePrice,,,,,,,,,,,,,,,48.530,48.530,48.530
BusinessAcquisitionsPurchasePriceAllocationSubsequentYearsRemainingAdjustments,,,,,,,,,,,,-8000000.000,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedInventory,,,,3000000.000,,,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,,,,,,,,,,,,,52000000.000,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedOtherNoncurrentAssets,,,,2000000.000,,,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedPropertyPlantAndEquipment,,,,38000000.000,,,,,,,,,,,,,
CapitalLeaseObligations,,,,4000000.000,4000000.000,7000000.000,8000000.000,,,,,,,,,,
CapitalLeaseObligationsCurrent,1000000.000,,,,,,,,,,,,,,,,
CapitalLeaseObligationsNoncurrent,3000000.000,,,,,,,,,,,,,,,,
CapitalLeasedAssetsGross,,,,,,,,10000000.000,,,,18000000.000,,,,19000000.000,
CapitalLeasesBalanceSheetAssetsByMajorClassNet,,,,9000000.000,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDue,,4000000.000,4000000.000,7000000.000,,,,118000000.000,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,2000000.000,,,,9000000.000,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,0.000,,,,8000000.000,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,1000000.000,,,,8000000.000,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,1000000.000,,,,9000000.000,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,1000000.000,,,,9000000.000,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDueThereafter,,,,2000000.000,,,,75000000.000,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,,,3000000.000,,,,44000000.000,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,,,4000000.000,,,,74000000.000,,,,,,,,,
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,,,,6000000.000,,,,4000000.000,,,,5000000.000,,,,7000000.000,
Cash,70000000.000,414000000.000,424000000.000,378000000.000,365000000.000,428000000.000,427000000.000,368000000.000,314000000.000,348000000.000,444000000.000,314000000.000,167000000.000,196000000.000,192000000.000,137000000.000,182000000.000
