,2017-03-31
EarningsPerShareBasicAndDiluted,-0.060
GeneralAndAdministrativeExpense,-180736.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-336397.000
InterestIncomeOther,5089.000
NetIncomeLoss,-336397.000
OperatingIncomeLoss,-341486.000
OtherIncome,5089.000
ProfessionalFees,-130371.000
RelatedPartyTransactionSellingGeneralAndAdministrativeExpensesFromTransactionsWithRelatedParty,-93143.000
TechnologyServicesCosts,62764.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,5270509.000
