,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,-4500000.000,,,,,,,,,,,,,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,15400000.000,,,,26300000.000,,,,13200000.000,,,,13300000.000,,,,18400000.000,,,,30000000.000,,,,28000000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,4900000.000,,,,7000000.000,,,,4000000.000,,,,8500000.000,,,,8700000.000,,,,8000000.000,,,,
AmortizationOfFinancingCosts,3600000.000,,,,21400000.000,,,,2800000.000,,,,2600000.000,,,,2200000.000,,,,5000000.000,,,,12000000.000
AmortizationOfIntangibleAssets,,,,,,,,,,,,,,,,,,,,,,131000000.000,127000000.000,,174000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,5000000.000,4900000.000,5300000.000,-7300000.000,4100000.000,400000.000,500000.000,-2900000.000,1700000.000,100000.000,100000.000,2300000.000,4100000.000,4100000.000,100000.000,-3900000.000,4600000.000,4500000.000,800000.000,-6400000.000,11000000.000,7000000.000,1000000.000,-16000000.000,1000000.000
BusinessCombinationIntegrationRelatedCosts,,,,,,,,,,,,,,,,,,,,,,63000000.000,39000000.000,,80000000.000
CapitalLeaseObligationsIncurred,,,,,1500000.000,300000.000,300000.000,,1700000.000,300000.000,13300000.000,,400000.000,,,,1100000.000,700000.000,400000.000,,1000000.000,1000000.000,16000000.000,25000000.000,74000000.000
CapitalizedComputerSoftwareAdditions,,,,,,,,,,,,,-52000000.000,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,46100000.000,,,,66200000.000,,,,73000000.000,,,,190200000.000,,,,-3800000.000,,,,20000000.000,,,,22000000.000
