,2011-08-31,2011-11-30,2012-02-29,2012-05-31,2012-08-31,2012-11-30,2013-02-28,2013-05-31,2013-08-31,2013-11-30,2014-02-28,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29
CashAndCashEquivalentsPeriodIncreaseDecrease,11000000.000,,,,65000000.000,,,,36000000.000,,,,-48000000.000,,,,-61000000.000,,
ComprehensiveIncomeNetOfTax,,,,,166000000.000,158000000.000,72000000.000,-32000000.000,69000000.000,244000000.000,38000000.000,324000000.000,167000000.000,156000000.000,70000000.000,-575000000.000,175000000.000,340000000.000,237000000.000
CostOfPropertyRepairsAndMaintenance,379000000.000,352000000.000,301000000.000,295000000.000,371000000.000,347000000.000,261000000.000,260000000.000,306000000.000,307000000.000,271000000.000,293000000.000,377000000.000,356000000.000,322000000.000,296000000.000,343000000.000,329000000.000,304000000.000
DefinedContributionPlanCostRecognized,,,,,58000000.000,56000000.000,58000000.000,61000000.000,58000000.000,57000000.000,60000000.000,62000000.000,61000000.000,60000000.000,62000000.000,63000000.000,64000000.000,64000000.000,64000000.000
DepreciationDepletionAndAmortization,279000000.000,285000000.000,296000000.000,297000000.000,320000000.000,333000000.000,332000000.000,353000000.000,366000000.000,370000000.000,371000000.000,369000000.000,371000000.000,365000000.000,362000000.000,351000000.000,344000000.000,346000000.000,340000000.000
EffectOfExchangeRateOnCashAndCashEquivalents,11000000.000,,,,11000000.000,,,,-7000000.000,,,,-15000000.000,,,,-32000000.000,,
FuelCosts,1076000000.000,1039000000.000,1078000000.000,1111000000.000,986000000.000,1074000000.000,1066000000.000,1003000000.000,956000000.000,986000000.000,1010000000.000,991000000.000,970000000.000,906000000.000,697000000.000,626000000.000,607000000.000,517000000.000,455000000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,277000000.000,344000000.000,341000000.000,275000000.000,195000000.000,215000000.000,111000000.000,-13000000.000,216000000.000,305000000.000,98000000.000,440000000.000,298000000.000,422000000.000,328000000.000,-869000000.000,474000000.000,535000000.000,508000000.000
IncomeTaxExpenseBenefit,92000000.000,123000000.000,110000000.000,104000000.000,69000000.000,72000000.000,37000000.000,0.000,70000000.000,107000000.000,34000000.000,144000000.000,103000000.000,148000000.000,114000000.000,-330000000.000,162000000.000,165000000.000,175000000.000
IncomeTaxesPaid,,,,,68000000.000,,,,58000000.000,,,,131000000.000,,,,169000000.000,,
IncomeTaxesPaidNet,,,,,58000000.000,,,,22000000.000,,,,130000000.000,,,,167000000.000,,
IncreaseDecreaseInOperatingCapital,435000000.000,,,,1094000000.000,,,,-224000000.000,,,,-161000000.000,,,,96000000.000,,
InterestIncomeExpenseNonoperatingNet,,,,,12000000.000,8000000.000,16000000.000,6000000.000,7000000.000,5000000.000,5000000.000,5000000.000,3000000.000,5000000.000,5000000.000,6000000.000,9000000.000,4000000.000,3000000.000
InterestPaidNet,,,,,6000000.000,,,,1000000.000,,,,4000000.000,,,,,,
LaborAndRelatedExpense,2342000000.000,2306000000.000,2337000000.000,2380000000.000,2397000000.000,2409000000.000,2459000000.000,2465000000.000,2360000000.000,2387000000.000,2438000000.000,2415000000.000,2401000000.000,2446000000.000,2490000000.000,2263000000.000,2433000000.000,2422000000.000,2509000000.000
NetCashProvidedByUsedInFinancingActivities,-17000000.000,,,,-301000000.000,,,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-17000000.000,,,,-301000000.000,,,,,,,,,,,,,,
NetCashProvidedByUsedInInvestingActivities,-979000000.000,,,,-1223000000.000,,,,-297000000.000,,,,-464000000.000,,,,-820000000.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-979000000.000,,,,-1223000000.000,,,,-297000000.000,,,,-464000000.000,,,,-820000000.000,,
NetCashProvidedByUsedInOperatingActivities,996000000.000,,,,1578000000.000,,,,340000000.000,,,,431000000.000,,,,791000000.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,996000000.000,,,,1578000000.000,,,,340000000.000,,,,431000000.000,,,,791000000.000,,
NetIncomeLoss,185000000.000,221000000.000,231000000.000,171000000.000,126000000.000,143000000.000,74000000.000,-13000000.000,146000000.000,198000000.000,64000000.000,296000000.000,195000000.000,274000000.000,214000000.000,-539000000.000,312000000.000,370000000.000,
NonoperatingIncomeExpense,-5000000.000,5000000.000,-10000000.000,-1000000.000,-5000000.000,-13000000.000,-14000000.000,-14000000.000,-14000000.000,-17000000.000,-28000000.000,-25000000.000,-29000000.000,-20000000.000,-29000000.000,-62000000.000,-27000000.000,-44000000.000,-47000000.000
OperatingCostsAndExpenses,6127000000.000,6067000000.000,6012000000.000,6312000000.000,,,,,,,,,,,,,,,
OperatingExpenses,,,,,6196000000.000,6379000000.000,6337000000.000,6727000000.000,6116000000.000,6224000000.000,6300000000.000,6265000000.000,6257000000.000,6273000000.000,6031000000.000,7214000000.000,5811000000.000,5714000000.000,5763000000.000
OperatingIncomeLoss,282000000.000,339000000.000,351000000.000,276000000.000,200000000.000,228000000.000,125000000.000,1000000.000,230000000.000,322000000.000,126000000.000,465000000.000,327000000.000,442000000.000,357000000.000,-807000000.000,501000000.000,579000000.000,555000000.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,,,,,,,,,-78000000.000,44000000.000,-26000000.000,,-29000000.000,-119000000.000,-146000000.000,,-131000000.000,-30000000.000,-96000000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,,40000000.000,13000000.000,-3000000.000,-14000000.000,,,,,,,,,,,
OtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentTax,,,,,2000000.000,2000000.000,1000000.000,-18000000.000,9000000.000,5000000.000,1000000.000,-14000000.000,8000000.000,11000000.000,13000000.000,3000000.000,10000000.000,2000000.000,9000000.000
