,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31
AccountsPayableAndOtherAccruedLiabilitiesCurrent,4798000.000,6325000.000,3958000.000,5517000.000,4466000.000,4361000.000,5250000.000
AccountsReceivableNetCurrent,13174000.000,10036000.000,9820000.000,9972000.000,8730000.000,10917000.000,8497000.000
AccumulatedAmortizationDeferredFinanceCosts,,,,,,,16908000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,61245000.000,67171000.000,73096000.000
Assets,722074000.000,734236000.000,726408000.000,735175000.000,727160000.000,734777000.000,726909000.000
AssetsCurrent,26712000.000,45725000.000,44295000.000,59630000.000,58231000.000,71872000.000,71907000.000
CashAndCashEquivalentsAtCarryingValue,13240000.000,34984000.000,31402000.000,49343000.000,49248000.000,59348000.000,61148000.000
DebtInstrumentFairValue,,,,,726830000.000,744596000.000,753533000.000
DebtInstrumentUnamortizedDiscount,,,,,,3764000.000,3400000.000
DeferredFinanceCostsGross,,,,,,,23362000.000
DeferredFinanceCostsNet,,,,,,,6454000.000
DeferredFinanceCostsNoncurrentNet,10602000.000,10050000.000,9586000.000,9146000.000,8648000.000,8503000.000,6454000.000
DeferredRevenueCurrent,4582000.000,4583000.000,4629000.000,4493000.000,4642000.000,4576000.000,5022000.000
DepositLiabilitiesAccruedInterest,,,,,7873000.000,20808000.000,33743000.000
DerivativeCapInterestRate,,,,,0.060,0.060,0.060
DueToRelatedPartiesCurrent,250000.000,250000.000,250000.000,250000.000,250000.000,250000.000,
DueToRelatedPartiesNoncurrent,382941000.000,394469000.000,405998000.000,417401000.000,429660000.000,442595000.000,455530000.000
InterestPayableCurrent,4408000.000,11019000.000,4408000.000,11019000.000,4408000.000,11019000.000,4408000.000
InterestRateFairValueHedgeDerivativeAtFairValueNet,,,,,60000.000,36000.000,25000.000
Liabilities,649394000.000,669425000.000,672386000.000,692187000.000,697298000.000,717037000.000,724810000.000
LiabilitiesAndStockholdersEquity,722074000.000,734236000.000,726408000.000,735175000.000,727160000.000,734777000.000,726909000.000
LiabilitiesCurrent,14038000.000,22177000.000,13245000.000,21279000.000,13766000.000,20206000.000,14680000.000
LongTermDebt,,,,,687660000.000,700595000.000,713530000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,,,429660000.000,442595000.000,455530000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,,,258000000.000,258000000.000,258000000.000
LongTermDebtNoncurrent,635356000.000,647248000.000,659141000.000,670908000.000,683532000.000,696831000.000,710130000.000
LongTermNotesPayable,,,,,253872000.000,254236000.000,254600000.000
OperatingLeasesFutureMinimumPaymentsReceivable,,,,,,,154476000.000
OperatingLeasesFutureMinimumPaymentsReceivableCurrent,,,,,,,59985000.000
OperatingLeasesFutureMinimumPaymentsReceivableInFourYears,,,,,,,810000.000
OperatingLeasesFutureMinimumPaymentsReceivableInThreeYears,,,,,,,32469000.000
OperatingLeasesFutureMinimumPaymentsReceivableInTwoYears,,,,,,,61212000.000
OtherAssetsNoncurrent,3648000.000,3275000.000,3267000.000,3064000.000,2872000.000,2919000.000,2990000.000
PrepaidExpenseAndOtherAssetsCurrent,298000.000,705000.000,3073000.000,315000.000,253000.000,1607000.000,2262000.000
PropertyPlantAndEquipmentGross,,,,,718654000.000,718654000.000,718654000.000
PropertyPlantAndEquipmentNet,681112000.000,675186000.000,669260000.000,663335000.000,657409000.000,651483000.000,645558000.000
StockholdersEquity,72680000.000,64811000.000,54022000.000,42988000.000,29862000.000,17740000.000,2099000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,72680000.000,64811000.000,54022000.000,42988000.000,29862000.000,17740000.000,2099000.000
