,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentForAmortization,125.000,125.000,125.000,125.000,125.000,125.000,236.000
AmortizationOfDebtDiscountPremium,,,,,7024.000,,
AmortizationOfFinancingCosts,2125.000,,,,,,
AmortizationOfIntangibleAssets,125.000,,,,125.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-6005.000,,,,3370.000,,
CostOfGoodsSold,,,,,109.000,,5707.000
DebtConversionConvertedInstrumentSharesIssued1,,,,,1261808.000,,
DebtConversionOriginalDebtAmount1,,,,,6000.000,,
EarningsPerShareBasic,0.000,0.000,0.000,0.000,0.000,0.000,0.000
EarningsPerShareDiluted,,,,,,,0.000
GeneralAndAdministrativeExpense,907.000,475.000,730.000,1332.000,273.000,1014.000,926.000
IncreaseDecreaseInAccountsPayable,,,,,-2297.000,,
IncreaseDecreaseInAccountsPayableRelatedParties,8032.000,,,,9000.000,,
IncreaseDecreaseInAccountsReceivable,137.000,,,,-3664.000,,
IncreaseDecreaseInAccruedLiabilities,,,,,268.000,,
IncreaseDecreaseInInterestPayableNet,114.000,,,,306.000,,
IncreaseDecreaseInPrepaidExpense,2662.000,,,,-563.000,,
InterestExpense,,,676.000,,,,
InterestExpenseOther,,,,,5826.000,4239.000,4124.000
InterestExpenseRelatedParty,115.000,127.000,,,1772.000,267.000,262.000
NetCashProvidedByUsedInFinancingActivities,6500.000,,,,10000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,6500.000,,,,10000.000,,
NetCashProvidedByUsedInOperatingActivities,-12505.000,,,,-6630.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-12505.000,,,,-6630.000,,
NetIncomeLoss,-25700.000,-24704.000,-21791.000,-19562.000,-16829.000,-19344.000,1057.000
OperatingExpenses,28269.000,26425.000,23450.000,17561.000,14770.000,18836.000,21507.000
OtherExpenses,-115.000,-127.000,-676.000,-2929.000,-7598.000,-4506.000,-4386.000
ProceedsFromCollectionOfOtherReceivables,6500.000,,,,,,
ProceedsFromConvertibleDebt,,,,,10000.000,,
ProfessionalAndContractServicesExpense,8032.000,9000.000,9000.000,9000.000,,,
ProfessionalFees,19205.000,16825.000,13595.000,7104.000,5263.000,8697.000,5638.000
RelatedPartyTransactionAmountsOfTransaction,,,,,9000.000,9000.000,9000.000
Revenues,2684.000,1848.000,2335.000,928.000,5539.000,3998.000,26950.000
SalesRevenueNet,2684.000,1848.000,2335.000,928.000,5539.000,3998.000,26950.000
WeightedAverageNumberOfDilutedSharesOutstanding,,,,,,,340552078.000
WeightedAverageNumberOfSharesOutstandingBasic,36111200.000,36111200.000,42265046.000,-71873514.000,56412937.000,63242573.000,67373008.000
