,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,-662000000.000,-720000000.000,-250000000.000,-660000000.000,-384000000.000,-1707000000.000,-524000000.000,-215000000.000,58000000.000,-1630000000.000,-545000000.000,-584000000.000,-38000000.000,-5061000000.000,-1336000000.000,-216000000.000,-1518000000.000,-1531000000.000,-341000000.000,-500000000.000
ConstructionInProgressExpendituresIncurredButNotYetPaid,,,,,,,54000000.000,,,,27000000.000,,,,65000000.000,,,,82000000.000,
ContractualInterestExpenseOnPrepetitionLiabilitiesNotRecognizedInStatementOfOperations,,,,,,,,,,,,,,,,227000000.000,226000000.000,,224000000.000,205000000.000
DebtorReorganizationItemsDebtorInPossessionFacilityFinancingCosts,,,,,,,,,,,,,-5000000.000,,,0.000,0.000,,,
DebtorReorganizationItemsNetGainLossOnRejectionOfLeasesAndOtherExecutoryContracts1,,,,,,,,,,,,,,,-32000000.000,2000000.000,0.000,-24000000.000,-1000000.000,-2000000.000
DebtorReorganizationItemsOtherExpenseIncome,,,,,,,,,,,,,0.000,,,1000000.000,2000000.000,,,1000000.000
DeferredIncomeTaxesAndTaxCredits,,,-131000000.000,,,,-276000000.000,,,,-294000000.000,,,,-303000000.000,,,,0.000,
DefinedBenefitPlanNetPeriodicBenefitCost,,,,,,,3000000.000,3000000.000,3000000.000,3000000.000,,,,,,,,,,
DepreciationAndAmortization,364000000.000,371000000.000,330000000.000,334000000.000,328000000.000,351000000.000,344000000.000,337000000.000,331000000.000,321000000.000,327000000.000,329000000.000,327000000.000,287000000.000,215000000.000,219000000.000,200000000.000,218000000.000,139000000.000,164000000.000
DepreciationDepletionAndAmortization,,,376000000.000,,,,387000000.000,,,,367000000.000,,,,251000000.000,,,,167000000.000,
DerivativeGainLossOnDerivativeNet,,,,,,,,,351000000.000,,-260000000.000,-313000000.000,54000000.000,131000000.000,125000000.000,26000000.000,130000000.000,99000000.000,,
DerivativeInstrumentsGainLossRecognizedInIncomeNet,,,,-408000000.000,-283000000.000,,-203000000.000,340000000.000,,,,,,,,,,,,
DerivativeInstrumentsLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortion,,,,,,,2000000.000,2000000.000,2000000.000,1000000.000,-1000000.000,0.000,0.000,0.000,0.000,,0.000,,,
EffectiveIncomeTaxRateContinuingOperations,,,,,,,,,,,,,,,0.180,0.331,0.216,-0.570,-0.012,0.002
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,,,,,,,,,,,0.350,0.350,0.350,-0.700,0.350,
GainLossRelatedToLitigationSettlement,,,,,,,,,0.000,,0.000,0.000,0.000,,,,,,,
GoodwillImpairmentLoss,,,,,,,,,,,,,,,700000000.000,0.000,700000000.000,800000000.000,0.000,0.000
GoodwillPeriodIncreaseDecrease,,,,,,,,,,,,,,,,0.000,700000000.000,,,
ImpairmentOfIntangibleAssetsFinitelived,,,,,,,,,,,,,,,59000000.000,,,,20000000.000,
ImpairmentOfIntangibleAssetsIndefinitelivedExcludingGoodwill,,,,,,,,,0.000,,,,,,,,,,,
ImpairmentOfLongLivedAssetsHeldForUse,,,,,,,,,,,,,,,676000000.000,0.000,1295000000.000,570000000.000,0.000,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-1016000000.000,-1106000000.000,-375000000.000,-1003000000.000,-613000000.000,-1941000000.000,-909000000.000,-293000000.000,40000000.000,-1892000000.000,-829000000.000,-854000000.000,-59000000.000,-6817000000.000,-1630000000.000,-323000000.000,-1935000000.000,-1573000000.000,-337000000.000,-502000000.000
IncomeLossFromEquityMethodInvestments,,,,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
IncomeTaxExpenseBenefit,-349000000.000,-382000000.000,-122000000.000,-342000000.000,-228000000.000,-232000000.000,-383000000.000,-76000000.000,-17000000.000,-261000000.000,-284000000.000,-269000000.000,-21000000.000,-1756000000.000,-293000000.000,-107000000.000,-417000000.000,-41000000.000,4000000.000,-1000000.000
IncreaseDecreaseInInterestPayableNet,,,,,,,,,,,,,,,-3000000.000,,,,,
IncreaseDecreaseInOtherOperatingCapitalNet,,,12000000.000,,,,-174000000.000,,,,-31000000.000,,,,177000000.000,,,,111000000.000,
IncreaseDecreaseInRestrictedCash,,,,,,,,,,,-100000000.000,,,,,,,,,
InterestCostsCapitalized,,,,-11000000.000,-11000000.000,,-7000000.000,-7000000.000,-5000000.000,-6000000.000,-7000000.000,4000000.000,3000000.000,-17000000.000,-3000000.000,-3000000.000,-2000000.000,-3000000.000,,
InterestCostsCapitalizedAdjustment,,,,,,,,,,,,,,,,,,,3000000.000,3000000.000
InterestExpense,1172000000.000,1394000000.000,643000000.000,855000000.000,772000000.000,572000000.000,593000000.000,408000000.000,340000000.000,592000000.000,663000000.000,447000000.000,325000000.000,323000000.000,317000000.000,322000000.000,326000000.000,328000000.000,336000000.000,344000000.000
InterestExpenseOther,,,,,,,,,,,,,,,,0.000,,,,0.000
InterestPaid,,,,,,,546000000.000,,,,500000000.000,,,,323000000.000,,,,336000000.000,
InterestPaidCapitalized,,,,,,,7000000.000,,,,7000000.000,,,,3000000.000,,,,3000000.000,
InterestPaidNet,,,,,,,539000000.000,,,,493000000.000,,,,320000000.000,,,,333000000.000,
InvestmentIncomeInterestAndDividend,18000000.000,20000000.000,16000000.000,9000000.000,10000000.000,11000000.000,4000000.000,1000000.000,1000000.000,-1000000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,
LandSales,,,,,,,,,,,,,2000000.000,,,6000000.000,0.000,,,0.000
MinorityInterestIncreaseFromStockIssuance,,,,,,,1000000.000,,,,,,,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,-692000000.000,,,,-8000000.000,,,,-189000000.000,,,,-9000000.000,,,,-5000000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-692000000.000,,,,-8000000.000,,,,-189000000.000,,,,-9000000.000,,,,-5000000.000,
NetCashProvidedByUsedInInvestingActivities,,,691000000.000,,,,533000000.000,,,,144000000.000,,,,-110000000.000,,,,-236000000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,691000000.000,,,,533000000.000,,,,144000000.000,,,,-110000000.000,,,,-236000000.000,
NetCashProvidedByUsedInOperatingActivities,,,164000000.000,,,,-14000000.000,,,,-299000000.000,,,,-107000000.000,,,,-191000000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,164000000.000,,,,-14000000.000,,,,-299000000.000,,,,-107000000.000,,,,-191000000.000,
NetIncomeLoss,-667000000.000,,,,,,-526000000.000,,,,-545000000.000,,,,-1337000000.000,,,,-341000000.000,
NoncontrollingInterestIncreaseFromSubsidiaryEquityIssuance,,,,,,,,,,,1000000.000,,,,,,,,,
OtherComprehensiveIncomeLossNetOfTax,,,,1000000.000,1000000.000,,2000000.000,2000000.000,1000000.000,1000000.000,0.000,1000000.000,0.000,0.000,1000000.000,0.000,0.000,1000000.000,0.000,1000000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax,,,,,,,,,-1000000.000,,0.000,-1000000.000,0.000,0.000,-1000000.000,0.000,0.000,-1000000.000,0.000,-1000000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesTax,,,,,,,,,1000000.000,,0.000,0.000,0.000,1000000.000,0.000,0.000,0.000,0.000,0.000,0.000
OtherComprehensiveIncomeLossReclassificationAdjustmentOnDerivativesIncludedInNetIncomeNetOfTax,,,,1000000.000,1000000.000,,2000000.000,2000000.000,,,,,,,,,,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentOnDerivativesIncludedInNetIncomeTax,,,,1000000.000,1000000.000,,1000000.000,1000000.000,,,,,,,,,,,,
OtherComprehensiveIncomeReclassificationAdjustmentOnDerivativesIncludedInNetIncomeNetOfTax,-5000000.000,-4000000.000,-3000000.000,,,,,,,,,,,,,,,,,
OtherComprehensiveIncomeReclassificationAdjustmentOnDerivativesIncludedInNetIncomeTax,2000000.000,2000000.000,1000000.000,,,,,,,,,,,,,,,,,
OtherCostAndExpenseOperating,247000000.000,207000000.000,207000000.000,228000000.000,201000000.000,252000000.000,229000000.000,266000000.000,189000000.000,197000000.000,214000000.000,242000000.000,204000000.000,254000000.000,193000000.000,217000000.000,189000000.000,235000000.000,219000000.000,255000000.000
OtherNoncashIncomeExpense,,,0.000,,,,,,,,,,,,-18000000.000,,,,-15000000.000,
OtherNonoperatingExpense,89000000.000,478000000.000,2000000.000,4000000.000,30000000.000,152000000.000,3000000.000,1000000.000,8000000.000,150000000.000,1000000.000,23000000.000,14000000.000,243000000.000,60000000.000,2000000.000,25000000.000,6000000.000,21000000.000,26000000.000
OtherNonoperatingIncome,4000000.000,4000000.000,3000000.000,7000000.000,2000000.000,1000000.000,4000000.000,3000000.000,1000000.000,1000000.000,5000000.000,2000000.000,5000000.000,4000000.000,3000000.000,8000000.000,4000000.000,2000000.000,1000000.000,11000000.000
PaidInKindInterest,,,44000000.000,,,,0.000,,,,,,,,,,,,,
PaymentsForProceedsFromNuclearFuel,,,64000000.000,,,,20000000.000,,,,26000000.000,,,,5000000.000,,,,10000000.000,
PaymentsForProceedsFromOtherInvestingActivities,,,-2000000.000,,,,0.000,,,,-5000000.000,,,,14000000.000,,,,-3000000.000,
PaymentsToAcquireIntangibleAssets,,,6000000.000,,,,5000000.000,,,,5000000.000,,,,,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,,,177000000.000,,,,131000000.000,,,,112000000.000,,,,115000000.000,,,,83000000.000,
PaymentsToInvestInDecommissioningFund,,,14000000.000,24000000.000,30000000.000,54000000.000,45000000.000,67000000.000,28000000.000,51000000.000,37000000.000,56000000.000,170000000.000,68000000.000,27000000.000,54000000.000,247000000.000,90000000.000,71000000.000,92000000.000
ProceedsFromDecommissioningFund,,,10000000.000,21000000.000,25000000.000,50000000.000,41000000.000,64000000.000,23000000.000,47000000.000,33000000.000,52000000.000,165000000.000,64000000.000,23000000.000,50000000.000,242000000.000,86000000.000,67000000.000,88000000.000
ProceedsFromMinorityShareholders,,,2000000.000,,,,1000000.000,,,,1000000.000,,,,,,,,,
ProceedsFromPaymentsForOtherFinancingActivities,,,1000000.000,,,,-2000000.000,,,,0.000,,,,0.000,,,,,
ProceedsFromRepaymentsOfShortTermDebt,,,-670000000.000,,,,0.000,,,,,,,,,,,,,
ProceedsFromSaleOfIntangibleAssets,,,0.000,,,,,,,,1000000.000,,,,,,,,,
ProceedsFromSaleOfProductiveAssets,,,,,,,1000000.000,,,,0.000,,,,,,,,,
ProfitLoss,-667000000.000,-724000000.000,-253000000.000,-661000000.000,-385000000.000,-1709000000.000,-526000000.000,-217000000.000,57000000.000,-1631000000.000,-545000000.000,-585000000.000,-38000000.000,-5061000000.000,-1337000000.000,-216000000.000,-1518000000.000,-1532000000.000,-341000000.000,-501000000.000
ProvisionForDoubtfulAccounts,,,5000000.000,,,,6000000.000,,,,10000000.000,,,,9000000.000,,,,5000000.000,
ReorganizationItems,,,,,,,,,,,,423000000.000,45000000.000,,73000000.000,40000000.000,39000000.000,-151000000.000,22000000.000,30000000.000
RepaymentsOfLongTermCapitalLeaseObligations,,,,,,,2000000.000,,,,3000000.000,,,,,,,,,
RepaymentsOfLongTermDebt,,,,,,,14000000.000,,,,3000000.000,,,,,,,,,
RepaymentsOfLongTermDebtAndCapitalSecurities,,,18000000.000,,,,16000000.000,,,,191000000.000,,,,9000000.000,,,,5000000.000,
Revenues,1679000000.000,2321000000.000,1222000000.000,1385000000.000,1752000000.000,1277000000.000,1260000000.000,1419000000.000,1893000000.000,1327000000.000,1517000000.000,1406000000.000,1807000000.000,1248000000.000,1272000000.000,1256000000.000,1737000000.000,1105000000.000,1049000000.000,1233000000.000
RoyaltyRevenue,,,,,,,,,,,,,,,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,
SalesRevenueNet,1679000000.000,2321000000.000,1222000000.000,1385000000.000,1752000000.000,1277000000.000,1260000000.000,1419000000.000,1893000000.000,1327000000.000,1517000000.000,1406000000.000,1807000000.000,1248000000.000,1272000000.000,1256000000.000,1737000000.000,1105000000.000,1049000000.000,1233000000.000
SellingGeneralAndAdministrativeExpense,175000000.000,192000000.000,155000000.000,156000000.000,174000000.000,174000000.000,158000000.000,169000000.000,175000000.000,179000000.000,177000000.000,151000000.000,145000000.000,157000000.000,161000000.000,161000000.000,174000000.000,180000000.000,160000000.000,155000000.000
ShareBasedCompensation,,,1000000.000,,,,0.000,,,,,,,,,,,,,
StockIssuedDuringPeriodValueShareBasedCompensation,,,,,,,,,,,1000000.000,,,,,,,,,
StockholdersEquityOther,,,,,,,,,,,-2000000.000,,,,,,,,,
UnrealizedGainLossOnDerivatives,,,,-107000000.000,-20000000.000,,148000000.000,338000000.000,413000000.000,154000000.000,64000000.000,1226000000.000,0.000,0.000,0.000,0.000,0.000,0.000,,
