,2011-06-30,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-09-30,2015-03-31,2015-06-30,2015-09-30
AccretionExpense,5199.000,1373.000,,,,,,,,,,,
AmortizationOfDebtDiscountPremium,,,23366.000,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,254192.000,,4397.000,,,,23791.000,,13390.000,,
ConversionOfStockAmountIssued1,,,,,,,,,,,6500.000,,
CostsIncurredAssetRetirementObligationIncurred,,,,,112652.000,,,,,,,,
CostsIncurredOilAndGasPropertyAcquisitionExplorationAndDevelopmentActivities,,,,,,,,,-361.000,,,,
DebtConversionConvertedInstrumentAmount1,,,,,170996.000,,,,,,,,
DepletionOfOilAndGasProperties,,,,,48143.000,,,,30501.000,,,,
DepreciationDepletionAndAmortization,,,204811.000,142741.000,63839.000,64946.000,89975.000,107167.000,47140.000,67081.000,16393.000,16215.000,
DepreciationNonproduction,,5825.000,,,,,,,,,,,
DerivativeGainLossOnDerivativeNet,,,,,11136.000,,,,,,,,
DerivativeGainOnDerivative,,,,56610.000,,,,,,,,,
DerivativeLossOnDerivative,,,-11962.000,,,,,,,,,,
EarningsPerShareBasicAndDiluted,-0.020,0.000,0.000,-0.000,-0.000,-0.000,-0.000,-0.020,-0.010,-0.320,-0.010,-0.040,-0.060
ExplorationExpenseMining,17368.000,26441.000,,,,,,,,,,,
GainLossOnDerivativeInstrumentsNetPretax,,548.000,,,,,,,,,,,
GeneralAndAdministrativeExpense,107208.000,30698.000,21889.000,18118.000,14431.000,28956.000,22396.000,9679.000,10947.000,10468.000,21201.000,23910.000,6950.000
GrossProfit,,31893.000,,,,,,,,,,,
ImpairmentOfOilAndGasProperties,,,,,13948.000,,,,,,,43380.000,396325.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,,,,,,,,,,,-429160.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-133643.000,-193285.000,,,-152691.000,-258240.000,-112878.000,-230763.000,-169906.000,-102082.000,-52818.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,,-210600.000,-159747.000,,,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-58809.000,,65369.000,,,,103275.000,,-17650.000,,
IncreaseDecreaseInAccountsReceivable,,,-31514.000,,,,,,,,,,
IncreaseDecreaseInDeposits,,,-200.000,,,,,,,,,,
IncreaseDecreaseInDerivativeLiabilities,,,-11962.000,,-11136.000,,,,,,,,
IncreaseDecreaseInDueFromRelatedParties,,,,,,,,,,,35.000,,
IncreaseDecreaseInPrepaidExpense,,,-20500.000,,,,,,-1553.000,,,,
InterestExpense,,94042.000,24613.000,23980.000,2232.000,,175.000,,123.000,,3041.000,153629.000,4064.000
InterestPaid,,,,,,,,,,,757.000,,
LeaseOperatingExpense,,,73537.000,54680.000,53911.000,128020.000,34025.000,85310.000,54234.000,22420.000,1000.000,7500.000,2500.000
NetCashProvidedByUsedInFinancingActivities,,,500000.000,,82000.000,,,,50000.000,,267500.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,500000.000,,82000.000,,,,50000.000,,267500.000,,
NetCashProvidedByUsedInInvestingActivities,,,-140400.000,,-42984.000,,,,-8271.000,,-200000.000,,
