,2011-06-30,2011-09-30,2012-03-31,2012-09-30,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-09-30,2015-03-31,2015-06-30,2015-09-30
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-140400.000,,-42984.000,,,,-8271.000,,-200000.000,,
NetCashProvidedByUsedInOperatingActivities,,,-105408.000,,-34619.000,,,,-17938.000,,-54110.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-105408.000,,-34619.000,,,,-17938.000,,-54110.000,,
NetIncomeLoss,,-193285.000,-210600.000,-159747.000,-152691.000,-258240.000,-112878.000,-230763.000,-169906.000,-102082.000,-52818.000,-279392.000,-429160.000
NoncashOrPartNoncashDivestitureAmountOfConsiderationReceived1,,,,,173831.000,,,,,,,,
NonoperatingIncomeExpense,,-93494.000,,,,,,,,,-3041.000,-153629.000,-4064.000
OperatingExpenses,133643.000,140243.000,380241.000,279971.000,200913.000,298397.000,214851.000,280778.000,192862.000,157024.000,51012.000,127072.000,426305.000
OperatingIncomeLoss,-133643.000,-99791.000,-197949.000,-192377.000,-161595.000,-258240.000,-112703.000,-229829.000,-169783.000,-102082.000,-49777.000,-125763.000,-425096.000
OtherNonoperatingIncomeExpense,,,-12651.000,32630.000,8904.000,,-175.000,,-123.000,,,,
PaymentsToAcquireOilAndGasProperty,,,140400.000,,,,,,,,200000.000,,
PaymentsToAcquireOtherPropertyPlantAndEquipment,,,,,11643.000,,,,7910.000,,,,
PaymentsToExploreAndDevelopOilAndGasProperties,,,,,31341.000,,,,,,,,
ProceedsFromConvertibleDebt,,,,,,,,,,,117500.000,,
ProceedsFromIssuanceOfCommonStock,,,500000.000,,100000.000,,,,,,,,
ProceedsFromIssuanceOfPreferredStockAndPreferenceStock,,,,,,,,,50000.000,,,,
ProceedsFromNotesPayable,,,,,,,,,,,150000.000,,
ProfessionalFees,3868.000,75907.000,80004.000,64432.000,68732.000,76475.000,68455.000,78622.000,80541.000,57055.000,12418.000,36067.000,20530.000
ProfitLoss,-133643.000,,,,,,,,,,,,
PropertyPlantAndEquipmentAdditions,,,,,58190.000,,,,,,,,
RepaymentsOfNotesPayable,,,,,18000.000,,,,,,,,
ResultsOfOperationsAccretionOfAssetRetirementObligations,,,,,26371.000,,,,,,,,
RevenueMineralSales,,40452.000,,,,,,,,,,,
Revenues,,,182292.000,87594.000,39318.000,40157.000,102148.000,50949.000,23079.000,54942.000,1235.000,1309.000,1209.000
SalesRevenueNet,,,182292.000,87594.000,39318.000,40157.000,102148.000,50949.000,23079.000,54942.000,1235.000,1309.000,1209.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,161426499.000,139284751.000,62488947.000,62935450.000,31570335.000,-125489896.000,31504836.000,317266.000,4292794.000,6817266.000,6817266.000
