,2011-09-30,2012-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,,1210000.000
AmortizationOfDebtDiscountPremium,,3132000.000
AmortizationOfMortgageServicingRightsMSRs,,-633000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,293549000.000
ComprehensiveIncomeNetOfTax,,32058000.000
DepreciationDepletionAndAmortization,,1531000.000
FeesAndCommissions,60691000.000,91203000.000
FeesAndCommissionsOther,5408000.000,7253000.000
GainLossOnDerivativeInstrumentsNetPretax,,-268000.000
GainLossOnSaleOfMortgageLoans,30232000.000,70512000.000
GainsLossesOnSalesOfOtherRealEstate,-2558000.000,-2265000.000
GeneralAndAdministrativeExpense,25397000.000,29112000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,53331000.000
IncomeLossFromEquityMethodInvestments,,-117000.000
IncomeTaxExpenseBenefit,,21273000.000
IncreaseDecreaseDueFromAffiliates,,-806000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,127326000.000
IncreaseDecreaseInAccountsReceivable,,-40685000.000
IncreaseDecreaseInOtherOperatingAssets,,5620000.000
InterestExpense,26376000.000,24980000.000
LaborAndRelatedExpense,50904000.000,61665000.000
MortgageServicingRightsMSRImpairmentRecovery,,-495000.000
NetCashProvidedByUsedInFinancingActivities,,157798000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,157798000.000
NetCashProvidedByUsedInInvestingActivities,,-2382000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-2382000.000
NetCashProvidedByUsedInOperatingActivities,,138133000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,138133000.000
NetIncomeLoss,-3100000.000,32058000.000
NonoperatingIncomeExpense,-10829000.000,-11807000.000
OccupancyNet,3458000.000,2782000.000
OperatingExpenses,83194000.000,96577000.000
PaymentsForOriginationAndPurchasesOfLoansHeldForSale,,1189942000.000
PaymentsForProceedsFromProductiveAssets,,2564000.000
PaymentsOfFinancingCosts,,2706000.000
PaymentsToAcquireMortgageServicingRightsMSR,,347000.000
ProceedsFromContributionsFromParent,,246700000.000
ProceedsFromNotesPayable,,-105425000.000
ProceedsFromRepaymentsOfRestrictedCashFinancingActivities,,-90951000.000
ProceedsFromSaleOfLoansHeldForSale,,1303096000.000
ProceedsFromSaleOfRealEstate,,2955000.000
ProvisionForLoanLossesExpensed,877000.000,753000.000
Revenues,90923000.000,161715000.000
SalesRevenueNet,90923000.000,161715000.000
ServicingFeesNet,55283000.000,83950000.000
ShareBasedCompensation,,2395000.000
StockIssuedDuringPeriodValueShareBasedCompensation,,2395000.000
