,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableCurrent,607075.000,585201.000,1145795.000,874427.000,852741.000,1124430.000,1812186.000,1409373.000,1364074.000,1149124.000,1929317.000,1162344.000,1300907.000,1453453.000,1318838.000,2135256.000,1973605.000,1104297.000,1471367.000,1393689.000,1354964.000,1247255.000,1456802.000,1080535.000,2108498.000
AccountsReceivableGrossCurrent,,,,,,,,,,,,,,,,,20809030.000,19332951.000,22402703.000,20485367.000,23852918.000,20191143.000,20352581.000,19339368.000,22113014.000
AccountsReceivableNetCurrent,23354960.000,22670077.000,18630340.000,24373440.000,25790065.000,26564252.000,30596162.000,28735562.000,30048981.000,30239023.000,30928277.000,22128223.000,23205601.000,18317486.000,23107816.000,19972044.000,20449030.000,18972951.000,21907703.000,20128401.000,23852918.000,20191143.000,20352581.000,19339368.000,22113014.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,35435935.000,36048689.000,34725584.000,35138360.000,35576256.000,35890518.000,35989551.000,36464611.000,36904700.000,37356436.000,37914238.000,38455493.000,38978540.000,39506998.000,39832461.000,40422710.000,41023926.000,41750303.000,42162610.000,42949099.000,43719758.000,44529571.000,45081548.000,45884959.000,46729074.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,52000.000,,,,0.000,1500000.000,,,,,,,,,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,72000.000,63000.000,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1500000.000,0.000,0.000,0.000,16404.000,360000.000,360000.000,495000.000,356966.000,0.000,0.000,0.000,0.000,0.000
Assets,84480949.000,83808429.000,90107428.000,95879512.000,97967698.000,161975506.000,141045236.000,142290438.000,133649768.000,104102124.000,135156519.000,120921686.000,114791674.000,96554222.000,117137344.000,97451926.000,94406440.000,108066052.000,122914781.000,103879902.000,100473095.000,115851771.000,121242340.000,107061655.000,112473507.000
AssetsCurrent,48084581.000,47775390.000,55680640.000,61492438.000,63742921.000,127195549.000,106224087.000,109548047.000,99056721.000,68244277.000,99101262.000,84327750.000,77356596.000,58412921.000,71545645.000,51910698.000,47639550.000,60809814.000,75762382.000,56103969.000,52133813.000,65391930.000,70258184.000,55080345.000,54781157.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,,216105.000,,,,155421.000,,,,0.000,,,,0.000,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,889739.000,749777.000,376688.000,323301.000,216105.000,213314.000,213314.000,213314.000,155421.000,155421.000,155121.000,151421.000,0.000,,,,0.000,,,,,,
BankOverdrafts,1937360.000,8786994.000,4386782.000,6281231.000,6233803.000,18285816.000,0.000,2386413.000,5133262.000,,12369865.000,2313487.000,3064879.000,4257083.000,4552153.000,2912562.000,7519186.000,3469474.000,7485907.000,3836354.000,4005874.000,9359586.000,6643226.000,4192383.000,5819396.000
CapitalUnitsNetAmount,,,,,,,,,,,,,52131017.000,56583435.000,,58998444.000,60540555.000,65803051.000,,63216456.000,65649447.000,69468715.000,,64885113.000,67046128.000
CashAndCashEquivalentsAtCarryingValue,73086.000,132475.000,150.000,150.000,150.000,50.000,292874.000,50.000,50.000,3047352.000,50.000,49144.000,50.000,11510810.000,10743946.000,74810.000,4216527.000,9099718.000,18392462.000,388000.000,653193.000,5375171.000,11654648.000,124144.000,347616.000
CashAndCashEquivalentsFairValueDisclosure,,,,,150.000,50.000,,,,,,,,,,,,,,,,,,,
ClassOfWarrantOrRightExercisePriceOfWarrantsOrRights1,,,,,,,,,,,,,,,,,,,,,,,0.010,,
