,2015-12-31,2016-12-31
AmortizationOfDebtDiscountPremium,622000.000,1339000.000
AmortizationOfFinancingCosts,234000.000,
AmortizationOfIntangibleAssets,,700000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-9711000.000,682000.000
CostOfRevenue,4282000.000,12728000.000
CostsAndExpenses,30753000.000,70937000.000
CostsAndExpensesRelatedParty,5727000.000,14428000.000
DefinedContributionPlanCostRecognized,300000.000,400000.000
Depreciation,5600000.000,12800000.000
DepreciationAndAmortization,5978000.000,13531000.000
ImpairmentOfLongLivedAssetsHeldForUse,2483000.000,0.000
IncentiveDistributionDistributionPerYear,0.000,0.000
IncomeTaxExaminationPenaltiesAndInterestExpense,0.000,0.000
IncreaseDecreaseInAccountsPayable,383000.000,-1072000.000
IncreaseDecreaseInAccountsReceivable,234000.000,15069000.000
IncreaseDecreaseInAccountsReceivableRelatedParties,5928000.000,-5954000.000
IncreaseDecreaseInDeferredRevenue,,23313000.000
IncreaseDecreaseInDueToAffiliates,-1666000.000,51000.000
IncreaseDecreaseInOtherCurrentLiabilities,-504000.000,666000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,1858000.000,-2474000.000
InterestCostsCapitalized,2500000.000,0.000
InterestExpense,2405000.000,6622000.000
InterestExpenseDebt,4900000.000,6600000.000
InterestPaidNet,979000.000,5412000.000
NaturalGasMidstreamRevenue,33219000.000,77353000.000
NetCashProvidedByUsedInFinancingActivities,233358000.000,-38904000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,233358000.000,-38904000.000
NetCashProvidedByUsedInInvestingActivities,-248317000.000,-16979000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-248317000.000,-16979000.000
NetCashProvidedByUsedInOperatingActivities,5248000.000,56565000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,5248000.000,56565000.000
NetIncomeLoss,61000.000,-206000.000
NetIncomeLossAllocatedToLimitedPartners,10050000.000,9272000.000
OperatingIncomeLoss,2466000.000,6416000.000
PartnersCapitalAccountContributions,104967000.000,
PartnersCapitalAccountDistributions,24660000.000,46458000.000
PartnersCapitalAccountExchangesAndConversions,0.000,
PartnersCapitalAccountPublicSaleOfUnits,223021000.000,
PartnersCapitalAccountUnitBasedCompensation,2372000.000,16106000.000
PaymentsOfDebtIssuanceCosts,5024000.000,64000.000
PaymentsOfDistributionsToAffiliates,165838000.000,0.000
PaymentsOfFinancingCosts,216000.000,576000.000
PaymentsOfStockIssuanceCosts,4675000.000,0.000
PaymentsRelatedToTaxWithholdingForShareBasedCompensation,,4816000.000
PaymentsToAcquireIntangibleAssets,9487000.000,790000.000
PaymentsToAcquirePropertyPlantAndEquipment,238830000.000,16189000.000
ProceedsFromContributionsFromAffiliates,103750000.000,0.000
ProceedsFromIssuanceInitialPublicOffering,223021000.000,0.000
ProceedsFromLongTermLinesOfCredit,156500000.000,65500000.000
RepaymentsOfLongTermDebt,60500000.000,53500000.000
SeveranceCosts1,,3700000.000
ShareBasedCompensation,2372000.000,16106000.000
TaxesOther,106000.000,1063000.000
WeightedAverageLimitedPartnershipUnitsOutstanding,40000000.000,40189810.000
WeightedAverageLimitedPartnershipUnitsOutstandingDiluted,40000000.000,40189810.000
