,2011-07-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31
CashAndCashEquivalentsPeriodIncreaseDecrease,,1.000,,,,-3.000,,,,-10.000,,
CommonStockDividendsPerShareCashPaid,,0.000,,,,0.000,,,,0.000,,
ComprehensiveIncomeNetOfTax,-3.000,1.000,1.000,-7.000,-7.000,-3.000,-1.000,-10.000,-1.000,-10.000,5.000,-2.000
CumulativeTranslationAdjustmentNetOfTaxPeriodIncreaseDecrease,,,,,,-3.000,,,,,,
DeferredFederalIncomeTaxExpenseBenefit,,,,,,,,,,0.000,,
EarningsPerShareBasicAndDiluted,,0.000,,,,0.000,,,,0.000,,
EffectOfExchangeRateOnCashAndCashEquivalents,,1.000,,,,-3.000,,,,-10.000,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,-3.000,1.000,1.000,-7.000,-7.000,-3.000,,,,,,
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,,,,-1.000,-10.000,,-10.000,5.000,-2.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,1.000,1.000,,1.000,1.000,1.000,-2.000,1.000,1.000,1.000
