,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,,8728000.000,10103000.000,7260000.000,22668000.000,10941000.000,11338000.000,19206000.000,19203000.000,16979000.000,13512000.000
AccountsReceivableNetCurrent,,,,,664000.000,2707000.000,1292000.000,1259000.000,1243000.000,1240000.000,1200000.000
AccruedLiabilitiesCurrent,,5346000.000,10183000.000,5184000.000,7919000.000,28168000.000,27722000.000,16789000.000,15956000.000,61641000.000,47083000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,51110000.000,65692000.000,80782000.000,134469000.000,157625000.000,181448000.000,205588000.000,231724000.000,254642000.000,282178000.000
Assets,,1395121000.000,1394349000.000,1392898000.000,1882791000.000,1980032000.000,2027446000.000,2152870000.000,2216287000.000,2349895000.000,2571693000.000
AssetsCurrent,,248356000.000,181511000.000,131751000.000,60424000.000,75302000.000,79551000.000,64843000.000,68915000.000,79950000.000,73198000.000
BusinessCombinationContingentConsiderationLiabilityNoncurrent,,,,,174716000.000,178049000.000,181445000.000,184906000.000,188433000.000,194538000.000,198064000.000
CapitalizedCostsWellsAndRelatedEquipmentAndFacilities,,1180707000.000,1254077000.000,1325106000.000,1431850000.000,1485835000.000,1527205000.000,1579568000.000,1638748000.000,1705839000.000,1767741000.000
CashAndCashEquivalentsAtCarryingValue,,230192000.000,162339000.000,112867000.000,17510000.000,6883000.000,14478000.000,8684000.000,9221000.000,14042000.000,
DeferredFinanceCostsNet,,,,,,,,,10234000.000,10086000.000,9821000.000
DueFromAffiliateCurrent,,17646000.000,18816000.000,18675000.000,42188000.000,65712000.000,63445000.000,54794000.000,58398000.000,64139000.000,71500000.000
DueToRelatedPartiesCurrent,,1380000.000,2021000.000,1430000.000,3560000.000,2138000.000,3736000.000,2142000.000,2237000.000,3193000.000,2428000.000
EquityMethodInvestments,,,,,,,,45528000.000,47071000.000,68299000.000,
FairValueMeasurementWithUnobservableInputsReconciliationsRecurringBasisLiabilityValue,,,,,,,,,,194538000.000,198064000.000
GeneralPartnersCapitalAccount,,,,,295000.000,969000.000,1850000.000,2731000.000,4807000.000,7543000.000,11553000.000
InterestPayableCurrent,,,,,,,,,,10613000.000,1761000.000
InvestmentsInAffiliatesSubsidiariesAssociatesAndJointVentures,,,,,,,,,,,230419000.000
Liabilities,,52662000.000,,,803111000.000,897287000.000,935536000.000,1047524000.000,1060989000.000,1127085000.000,1102020000.000
LiabilitiesAndStockholdersEquity,,1395121000.000,1394349000.000,1392898000.000,1882791000.000,1980032000.000,2027446000.000,2152870000.000,2216287000.000,2349895000.000,2571693000.000
LiabilitiesCurrent,,52662000.000,45941000.000,46990000.000,102881000.000,98614000.000,73507000.000,102075000.000,62121000.000,82013000.000,63210000.000
LimitedPartnersCapitalAccountUnitsIssued,,,,,,,,,764739.000,2391595.000,
LongTermDebt,,,,,,,,,809766000.000,849914000.000,840179000.000
LongTermDebtNoncurrent,,,,,525000000.000,620000000.000,680000000.000,760000000.000,809766000.000,849914000.000,840179000.000
OtherAccruedLiabilitiesCurrent,,,,,,,,,,838000.000,2017000.000
OtherAssetsNoncurrent,,17168000.000,24453000.000,16823000.000,7468000.000,10904000.000,19807000.000,13268000.000,12215000.000,5767000.000,11274000.000
OtherLiabilitiesCurrent,,,,,,,,158000.000,197000.000,200000.000,187000.000
OtherLiabilitiesNoncurrent,,,,,,,,543000.000,669000.000,620000.000,567000.000
PartnersCapital,,1342459000.000,1348408000.000,1345908000.000,1079680000.000,1082745000.000,1091910000.000,1105346000.000,1155298000.000,1222810000.000,1469673000.000
PrepaidExpenseCurrent,,518000.000,356000.000,209000.000,62000.000,,336000.000,106000.000,53000.000,529000.000,498000.000
PropertyPlantAndEquipmentGross,,,,1325106000.000,1949368000.000,2051451000.000,2109536000.000,2234819000.000,2319810000.000,2450521000.000,2538980000.000
PropertyPlantAndEquipmentNet,,1129597000.000,1188385000.000,1244324000.000,1814899000.000,1893826000.000,1928088000.000,2029231000.000,2088086000.000,2195879000.000,2256802000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedNumber,,2381440.000,2359500.000,2345137.000,2341637.000,1667832.000,1656012.000,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsNonvestedWeightedAverageGrantDateFairValue,,29.000,29.000,28.980,28.980,28.970,28.970,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardNumberOfSharesAuthorized,,10000000.000,,,,,,,,,
SharebasedCompensationArrangementBySharebasedPaymentAwardEquityInstrumentsOtherThanOptionsAggregateIntrinsicValueNonvested,,65490000.000,57076000.000,67165000.000,41822000.000,38060000.000,36614000.000,,,,
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,1342459000.000,,,1079680000.000,1082745000.000,1091910000.000,1105346000.000,1155298000.000,1222810000.000,1469673000.000
