,2012-09-30,2012-12-31,2013-06-30,2013-09-30,2013-12-31,2014-06-30,2014-09-30,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
EarningsPerShareBasicAndDiluted,0.000,0.000,,0.000,0.000,,0.000,-0.000,0.000,0.000,0.000,-0.000
GeneralAndAdministrativeExpense,1800.000,1368.000,32.000,,,32.000,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,32.000,,,32.000,,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,32.000,,,32.000,,,,,,
NetCashProvidedByUsedInOperatingActivities,,,-32.000,,,-32.000,,,,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-32.000,,,-32.000,,,,,,
NetIncomeLoss,-1800.000,-1368.000,-32.000,,,-32.000,,,,,,
ProceedsFromRepaymentsOfBankOverdrafts,,,32.000,,,32.000,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,,,,5000000.000,5000000.000,5000000.000,-10000000.000,5000000.000
WeightedAverageNumberOfSharesIssuedBasic,,,,5000000.000,5000000.000,,,,,,,
