,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AccruedLiabilitiesCurrentAndNoncurrent,76725.000,97483.000,130698.000,104449.000,100956.000,70450.000,71175.000,78422.000,53427.000,73326.000
AdditionalPaidInCapital,5026802.000,2910120.000,2910120.000,2910120.000,2910120.000,2910120.000,3823418.000,3823418.000,3823418.000,3823418.000
Assets,4864499.000,2359890.000,2371928.000,2057000.000,1287934.000,1303274.000,2002757.000,1737252.000,1398407.000,1502327.000
Cash,13847.000,0.000,,,,,,,,
DerivativeAssetsLiabilitiesAtFairValueNet,,,,,-26345.000,-93312.000,188784.000,,47319.000,-117610.000
DueFromRelatedParties,41102.000,17952.000,,,,,,,,
DueToRelatedPartiesCurrentAndNoncurrent,4785.000,8303.000,7224.000,15256.000,703.000,48833.000,3978.000,7634.000,2216.000,881.000
InvestmentOwnedAtCost,1052.000,199999.000,546008.000,429216.000,309030.000,269002.000,1065241.000,912356.000,4078.000,11592.000
InvestmentOwnedAtFairValue,1052.000,199999.000,546008.000,429216.000,309030.000,269002.000,1065241.000,912356.000,4078.000,11592.000
Investments,,,,,282685.000,175690.000,1254025.000,,51397.000,-106018.000
Liabilities,707150.000,528192.000,225119.000,352094.000,165624.000,234003.000,95729.000,135254.000,55643.000,198017.000
LiabilitiesAndStockholdersEquity,4864499.000,2359890.000,2371928.000,2057000.000,1287934.000,1303274.000,2002757.000,1737252.000,1398407.000,1502327.000
OtherPrepaidExpenseCurrent,,,,,,,,60500.000,37866.000,18904.000
PrepaidExpenseCurrent,,,,10216.000,9707.000,7177.000,1950.000,12405.000,7985.000,4078.000
PrepaidExpenseCurrentAndNoncurrent,,,1828.000,,,,,,,
RatioOfIndebtednessToNetCapital,,,,,4.000,,,,,
RatioOfIndebtednessToNetCapital1,,,,,,4.000,4.000,4.000,4.000,4.000
RestrictedCashAndCashEquivalents,4808498.000,2010190.000,1824092.000,1617568.000,931577.000,1005687.000,726206.000,597481.000,1301159.000,1461553.000
RetainedEarningsAccumulatedDeficit,-869453.000,-1078422.000,-763311.000,-1205214.000,-1787810.000,-1840849.000,-1916390.000,-2221420.000,-2480654.000,-2519108.000
SharesOutstanding,200040.000,100040.000,100040.000,100040.000,100040.000,100040.000,200040.000,200040.000,200040.000,200040.000
StockholdersEquity,4157349.000,1831698.000,2146809.000,1704906.000,1122310.000,1069271.000,1907028.000,1601998.000,1342764.000,1304310.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,4157349.000,1831698.000,2146809.000,1704906.000,1122310.000,1069271.000,1907028.000,1601998.000,1342764.000,1304310.000
