,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,31000000.000,,,,6000000.000,,,,7000000.000,
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,,,,,11000000.000,,,,,
AmortizationOfFinancingCostsAndDiscounts,10000000.000,2000000.000,3000000.000,3000000.000,2000000.000,,,,3000000.000,
AmortizationOfIntangibleAssets,73000000.000,74000000.000,73000000.000,70000000.000,58000000.000,42000000.000,44000000.000,36000000.000,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,19400000.000,19300000.000,0.000,-20000000.000,,,1600000.000,,3700000.000,4100000.000
BusinessCombinationAcquisitionRelatedCosts,,,,,,,,,3000000.000,
BusinessCombinationConsiderationTransferred1,,,,,27000000.000,,,,255000000.000,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,,,9000000.000,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-185000000.000,,,,249000000.000,,,,-18000000.000,
ComprehensiveIncomeNetOfTax,-8000000.000,-214000000.000,-60000000.000,-117000000.000,218000000.000,66000000.000,,,106000000.000,81000000.000
DebtIssuanceCosts,100000000.000,,,,,,,,,
DeferredIncomeTaxExpenseBenefit,-38000000.000,,,,-262000000.000,,,,-4000000.000,
DepreciationAndAmortization,107000000.000,115000000.000,109000000.000,110000000.000,96000000.000,81000000.000,87000000.000,77000000.000,87000000.000,88000000.000
EarningsPerShareBasic,-0.090,-0.670,0.140,0.030,0.890,0.140,0.130,0.100,0.130,0.070
EarningsPerShareDiluted,-0.090,-0.670,0.140,0.030,0.860,0.140,0.130,0.100,0.130,0.070
EffectOfExchangeRateOnCashAndCashEquivalents,1000000.000,,,,,,,,,
EffectOfExchangeRateOnCashAndCashEquivalentsContinuingOperations,,,,,-9000000.000,,,,7000000.000,
EffectiveIncomeTaxRateContinuingOperations,0.349,0.388,0.204,-1.281,,,,,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,,,11000000.000,,,,,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,,,,,11000000.000,,,,,
ForeignCurrencyTransactionGainLossBeforeTax,-4000000.000,-52000000.000,4000000.000,7000000.000,4000000.000,6000000.000,5000000.000,5000000.000,-4000000.000,-2000000.000
GainLossOnForeignCurrencyDerivativesRecordedInEarningsNet,,,-4000000.000,,4000000.000,9000000.000,2000000.000,-1000000.000,3000000.000,-6000000.000
GainsLossesOnExtinguishmentOfDebt,-11000000.000,,,,,,,,,
GoodwillAcquiredDuringPeriod,5000000.000,,,,11000000.000,,,,177000000.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-37000000.000,-359000000.000,58000000.000,53000000.000,58000000.000,60000000.000,51000000.000,48000000.000,63000000.000,31000000.000
IncomeTaxExpenseBenefit,-13000000.000,-139000000.000,11000000.000,45000000.000,-240000000.000,13000000.000,8000000.000,19000000.000,20000000.000,7000000.000
IncreaseDecreaseInAccountsPayable,31000000.000,,,,5000000.000,,,,,
IncreaseDecreaseInAccountsReceivable,70000000.000,,,,52000000.000,,,,,
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,-134000000.000,,,,-71000000.000,,,,-63000000.000,
IncreaseDecreaseInDeferredRevenue,10000000.000,,,,22000000.000,,,,,
IncreaseDecreaseInOtherCurrentAssets,13000000.000,,,,6000000.000,,,,62000000.000,
IncreaseDecreaseInOtherNoncurrentAssetsAndLiabilitiesNet,11000000.000,,,,-2000000.000,,,,12000000.000,
IncrementalCommonSharesAttributableToShareBasedPaymentArrangements,,,,,9800000.000,8400000.000,7600000.000,-17500000.000,7000000.000,6700000.000
InterestExpense,89000000.000,49000000.000,43000000.000,40000000.000,37000000.000,43000000.000,44000000.000,45000000.000,46000000.000,47000000.000
InvestmentIncomeInterest,2000000.000,,1000000.000,,,1000000.000,,,1000000.000,1000000.000
NetCashProvidedByUsedInFinancingActivities,-27000000.000,,,,287000000.000,,,,280000000.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-27000000.000,,,,287000000.000,,,,280000000.000,
NetCashProvidedByUsedInInvestingActivities,-56000000.000,,,,-59000000.000,,,,-290000000.000,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-56000000.000,,,,-59000000.000,,,,-290000000.000,
NetCashProvidedByUsedInOperatingActivities,-103000000.000,,,,30000000.000,,,,-15000000.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-103000000.000,,,,30000000.000,,,,-15000000.000,
NetIncomeLoss,-24000000.000,-220000000.000,47000000.000,8000000.000,298000000.000,47000000.000,43000000.000,29000000.000,43000000.000,24000000.000
NonoperatingIncomeExpense,-104000000.000,-320000000.000,-35000000.000,-34000000.000,-33000000.000,-36000000.000,-38000000.000,-40000000.000,-50000000.000,-48000000.000
OperatingIncomeLoss,67000000.000,-39000000.000,93000000.000,87000000.000,91000000.000,96000000.000,89000000.000,88000000.000,113000000.000,79000000.000
OtherAssetImpairmentCharges,,3000000.000,,,,,,,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationGainLossArisingDuringPeriodNetOfTax,18000000.000,19000000.000,-115000000.000,-100000000.000,-77000000.000,23000000.000,-40000000.000,-24000000.000,71000000.000,60000000.000
OtherComprehensiveIncomeForeignCurrencyTranslationGainLossArisingDuringPeriodTax,-2000000.000,-8000000.000,-26000000.000,9000000.000,-48000000.000,27000000.000,-8000000.000,-13000000.000,20000000.000,-16000000.000
OtherComprehensiveIncomeLossBeforeReclassificationsNetOfTax,,,,,,,,,64000000.000,
OtherComprehensiveIncomeLossNetOfTax,16000000.000,6000000.000,-107000000.000,-125000000.000,-80000000.000,19000000.000,-43000000.000,-29000000.000,63000000.000,57000000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,,,,,,,-3000000.000,,,
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansTax,,,,,,,-1000000.000,,,
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax,1000000.000,-1000000.000,-1000000.000,5000000.000,4000000.000,4000000.000,5000000.000,2000000.000,1000000.000,-1000000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesTax,,,,,2000000.000,3000000.000,2000000.000,2000000.000,1000000.000,-1000000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,-1000000.000,-14000000.000,7000000.000,10000000.000,1000000.000,,-1000000.000,,-7000000.000,-4000000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodTax,,1000000.000,-5000000.000,,1000000.000,,1000000.000,,-4000000.000,-2000000.000
OtherNoncashIncomeExpense,,,,,-1000000.000,,,,1000000.000,
OtherNonoperatingIncomeExpense,-17000000.000,-271000000.000,7000000.000,5000000.000,4000000.000,6000000.000,6000000.000,3000000.000,-5000000.000,-2000000.000
PaymentsForProceedsFromOtherInvestingActivities,1000000.000,,,,1000000.000,,,,-1000000.000,
PaymentsForRepurchaseOfCommonStock,3000000.000,,,,,,,,3000000.000,
PaymentsOfFinancingCosts,22000000.000,,,,4000000.000,,,,,
PaymentsToAcquireBusinessesNetOfCashAcquired,1000000.000,,,,26000000.000,,,,252000000.000,
PaymentsToAcquirePropertyPlantAndEquipment,33000000.000,,,,9000000.000,,,,13000000.000,
PaymentsToAcquireSoftware,21000000.000,,,,23000000.000,,,,26000000.000,
ProceedsFromIssuanceOfDebt,,,,,296000000.000,,,,300000000.000,
ProceedsFromLinesOfCredit,6000000.000,,,,97000000.000,,,,172000000.000,
ProceedsFromPaymentsForOtherFinancingActivities,,,,,,,,,-6000000.000,
ProceedsFromStockPlans,,,,,10000000.000,,,,1000000.000,
ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodNetOfTax,,,,,,,,,1000000.000,
RelatedPartyTransactionPurchasesFromRelatedParty,2000000.000,2000000.000,1000000.000,2000000.000,,,,,,
RepaymentsOfDebt,,,,,13000000.000,,,,26000000.000,
RepaymentsOfLinesOfCredit,6000000.000,,,,106000000.000,,,,158000000.000,
RevenueFromRelatedParties,1000000.000,2000000.000,1000000.000,3000000.000,,,,,,
Revenues,645000000.000,662000000.000,656000000.000,678000000.000,632000000.000,742000000.000,735000000.000,812000000.000,774000000.000,802000000.000
SalesRevenueNet,645000000.000,662000000.000,656000000.000,678000000.000,632000000.000,742000000.000,735000000.000,812000000.000,774000000.000,802000000.000
SellingGeneralAndAdministrativeExpense,171000000.000,247000000.000,139000000.000,164000000.000,137000000.000,180000000.000,181000000.000,214000000.000,177000000.000,168000000.000
ShareBasedCompensation,31000000.000,,,,6000000.000,,,,7000000.000,
StockIssuedDuringPeriodValueNewIssues,,,,,11000000.000,,,,,
TechnologyServicesCosts,136000000.000,140000000.000,147000000.000,150000000.000,138000000.000,195000000.000,195000000.000,222000000.000,222000000.000,240000000.000
TechnologyServicesRevenue,264000000.000,276000000.000,274000000.000,312000000.000,278000000.000,368000000.000,362000000.000,430000000.000,398000000.000,419000000.000
TreasuryStockAcquiredAverageCostPerShare,,,,,,,,,,25.420
TreasuryStockSharesAcquired,,,,,,,,,0.000,1000000.000
TreasuryStockValueAcquiredCostMethod,3000000.000,,,,,,,,1000000.000,25000000.000
UnrealizedGainLossOnDerivatives,4000000.000,,,,1000000.000,,,,9000000.000,
UnrecognizedTaxBenefitsIncomeTaxPenaltiesAndInterestExpense,1000000.000,,,,,,,,,
