,2011-12-31,2012-12-31
CashAndCashEquivalentsPeriodIncreaseDecrease,986374.000,-142682.000
CommunicationsAndInformationTechnology,,1712.000
EquityMethodInvestmentDividendsOrDistributions,110256.000,62885.000
EquityMethodInvestmentRealizedGainLossOnDisposal,,0.000
EquityMethodInvestmentSummarizedFinancialInformationIncomeLossFromContinuingOperationsBeforeExtraordinaryItems,,-126523.000
EquityMethodInvestmentSummarizedFinancialInformationNetIncomeLoss,,-126523.000
EquityMethodInvestmentSummarizedFinancialInformationRevenue,,1038535.000
GeneralAndAdministrativeExpense,140484.000,142372.000
IncomeLossFromEquityMethodInvestments,95124.000,-33083.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,-2057.000,-621.000
IncreaseDecreaseInDueToRelatedParties,-334.000,-1160.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,4466.000,2178.000
InterestAndOtherIncome,2674.000,3558.000
LegalFees,,5945.000
NetCashProvidedByUsedInInvestingActivities,1020785.000,-62794.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,1020785.000,-62794.000
NetCashProvidedByUsedInOperatingActivities,-34411.000,-79888.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-34411.000,-79888.000
NetIncomeLoss,-42686.000,-171897.000
OtherGeneralAndAdministrativeExpense,,0.000
PaymentsToAcquireEquityMethodInvestments,73467.000,62794.000
PostageExpense,,6089.000
ProceedsFromRealEstateAndRealEstateJointVentures,,0.000
ProceedsFromSaleOfEquityMethodInvestments,1094252.000,
