,2011-06-30,2011-09-30,2011-12-31,2012-03-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,-52000.000,,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,-14000.000,,,
AdvertisingExpense,68000.000,79000.000,66000.000,72000.000
AmortizationOfMortgageServicingRightsMSRs,35000.000,,,
BankOwnedLifeInsuranceIncome,13000.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-6405000.000,,,
CommonStockDividendsPerShareCashPaid,0.900,,,
CommunicationsAndInformationTechnology,116000.000,127000.000,118000.000,127000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,629000.000,418000.000,
DeferredIncomeTaxExpenseBenefit,0.000,,,
DepreciationAmortizationAndAccretionNet,75000.000,,,
DividendsCommonStockCash,-384000.000,,,
DividendsPreferredStock,,5000.000,12000.000,
EarningsPerShareBasic,0.980,1.380,1.370,0.940
EarningsPerShareDiluted,0.940,1.330,1.320,0.900
FederalDepositInsuranceCorporationPremiumExpense,57000.000,10000.000,11000.000,32000.000
FeesAndCommissionsDepositorAccounts,234000.000,256000.000,263000.000,224000.000
FeesAndCommissionsOther,107000.000,115000.000,117000.000,7000.000
ForeclosedRealEstateExpense,,7000.000,1000.000,
GainLossOnSaleOfPropertyPlantEquipment,0.000,0.000,0.000,0.000
GainLossOnSalesOfLoansNet,152000.000,286000.000,192000.000,163000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,911000.000,911000.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,618000.000,,,
IncomeTaxExpenseBenefit,217000.000,339000.000,336000.000,219000.000
IncreaseDecreaseInAccruedInterestReceivableNet,-30000.000,,,
IncreaseDecreaseInDeposits,-5327000.000,,,
IncreaseDecreaseInIncomeTaxesReceivable,-217000.000,,,
IncreaseDecreaseInInterestPayableNet,-30000.000,,,
IncreaseDecreaseInOtherOperatingAssets,210000.000,,,
IncreaseDecreaseInOtherOperatingLiabilities,-14000.000,,,
InterestAndDividendIncomeOperating,2098000.000,2120000.000,2113000.000,2059000.000
InterestAndFeeIncomeLoansAndLeases,1685000.000,1726000.000,1762000.000,1705000.000
InterestExpense,465000.000,415000.000,366000.000,320000.000
InterestExpenseDeposits,441000.000,388000.000,342000.000,313000.000
InterestExpenseOtherShortTermBorrowings,24000.000,27000.000,24000.000,7000.000
InterestIncomeExpenseAfterProvisionForLoanLoss,1378000.000,1555000.000,1597000.000,1596000.000
InterestIncomeExpenseNet,1633000.000,1705000.000,1747000.000,1739000.000
InterestIncomeSecuritiesTaxExempt,25000.000,37000.000,33000.000,21000.000
InterestIncomeSecuritiesTaxable,378000.000,343000.000,299000.000,317000.000
InterestPaid,495000.000,,,
LaborAndRelatedExpense,773000.000,758000.000,751000.000,841000.000
NetCashProvidedByUsedInFinancingActivities,-6945000.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-6945000.000,,,
NetCashProvidedByUsedInInvestingActivities,-353000.000,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-353000.000,,,
NetCashProvidedByUsedInOperatingActivities,893000.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,893000.000,,,
NetIncomeLoss,401000.000,572000.000,575000.000,398000.000
NetIncomeLossAvailableToCommonStockholdersBasic,,567000.000,563000.000,
NoninterestExpense,1406000.000,1437000.000,1395000.000,1522000.000
NoninterestIncome,646000.000,793000.000,709000.000,543000.000
NoninterestIncomeOther,149000.000,145000.000,143000.000,150000.000
OtherComprehensiveIncomeAvailableForSaleSecuritiesAdjustmentNetOfTaxPeriodIncreaseDecrease,31000.000,57000.000,-145000.000,-49000.000
OtherComprehensiveIncomeAvailableForSaleSecuritiesTax,19000.000,36000.000,-61000.000,-31000.000
OtherInterestAndDividendIncome,7000.000,11000.000,15000.000,11000.000
OtherNoninterestExpense,172000.000,187000.000,185000.000,118000.000
PaymentsForOriginationOfMortgageLoansHeldForSale,8494000.000,,,
PaymentsForProceedsFromFederalHomeLoanBankStock,0.000,,,
PaymentsForProceedsFromLoansAndLeases,-215000.000,,,
PaymentsForRepurchaseOfCommonStock,0.000,,,
PaymentsOfDividends,384000.000,,,
PaymentsToAcquireAvailableForSaleSecurities,5093000.000,,,
PaymentsToAcquireHeldToMaturitySecurities,1380000.000,,,
PaymentsToAcquirePropertyPlantAndEquipment,88000.000,,,
ProceedsFromMaturitiesPrepaymentsAndCallsOfMortgageBackedSecuritiesMBS,1912000.000,,,
ProceedsFromOtherDebt,51765000.000,,,
ProceedsFromRepaymentsOfShortTermDebt,400000.000,,,
ProceedsFromSaleAndMaturityOfAvailableForSaleSecurities,4000000.000,,,
ProceedsFromSaleOfForeclosedAssets,81000.000,,,
ProceedsFromSaleOfMachineryAndEquipment,0.000,,,
ProceedsFromSaleOfMortgageLoansHeldForSale,8745000.000,,,
ProfessionalFees,59000.000,61000.000,68000.000,59000.000
ProvisionForLoanLossesExpensed,255000.000,150000.000,150000.000,143000.000
RepaymentsOfOtherDebt,53425000.000,,,
