,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
CashAndCashEquivalentsPeriodIncreaseDecrease,,,39100000.000,,,,40600000.000,,,,-99600000.000,,,,-299700000.000,,
ComprehensiveIncomeNetOfTax,,,37700000.000,70700000.000,41300000.000,42400000.000,54800000.000,-36100000.000,59600000.000,63600000.000,54500000.000,75300000.000,77100000.000,84200000.000,53000000.000,74300000.000,71800000.000
DeferredIncomeTaxExpenseBenefit,,,13300000.000,,,,-1600000.000,,,,3600000.000,,,,1500000.000,,
DepreciationAndAmortization,20900000.000,22800000.000,22100000.000,22400000.000,23000000.000,23800000.000,24600000.000,25300000.000,26200000.000,26600000.000,27800000.000,28400000.000,28200000.000,28600000.000,28400000.000,29500000.000,30200000.000
ForeignCurrencyTransactionGainLossBeforeTax,400000.000,-7700000.000,2900000.000,-2800000.000,4800000.000,-1900000.000,12900000.000,-17500000.000,-1500000.000,4900000.000,3200000.000,5300000.000,-10900000.000,-27400000.000,-9800000.000,-9800000.000,-27500000.000
FuelCosts,40800000.000,39900000.000,39500000.000,39200000.000,42500000.000,42900000.000,42000000.000,44600000.000,48900000.000,50900000.000,49800000.000,54600000.000,54900000.000,53100000.000,51000000.000,50200000.000,48400000.000
GainsLossesOnExtinguishmentOfDebt,-10300000.000,0.000,,0.000,0.000,,,-109900000.000,-2400000.000,,-3900000.000,0.000,0.000,0.000,0.000,0.000,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,50600000.000,68300000.000,64000000.000,108200000.000,80000000.000,68600000.000,81600000.000,-48500000.000,85500000.000,99800000.000,77600000.000,106800000.000,102800000.000,76800000.000,73800000.000,96900000.000,74400000.000
IncomeLossFromEquityMethodInvestments,700000.000,1100000.000,800000.000,700000.000,600000.000,1100000.000,700000.000,400000.000,700000.000,1400000.000,900000.000,1100000.000,1100000.000,1000000.000,500000.000,700000.000,800000.000
IncomeTaxExpenseBenefit,18400000.000,20100000.000,27200000.000,36800000.000,39500000.000,26100000.000,27400000.000,-13100000.000,26000000.000,36100000.000,23100000.000,31500000.000,25200000.000,-8700000.000,20400000.000,22200000.000,1300000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,24700000.000,,,,18100000.000,,,,14700000.000,,,,32300000.000,,
IncreaseDecreaseInAccountsReceivable,,,24600000.000,,,,13300000.000,,,,6200000.000,,,,19600000.000,,
IncreaseDecreaseInMaterialsAndSupplies,,,400000.000,,,,9300000.000,,,,4900000.000,,,,11100000.000,,
IncreaseDecreaseInOtherCurrentAssets,,,-300000.000,,,,-1400000.000,,,,12700000.000,,,,-2200000.000,,
IncreaseDecreaseInOtherOperatingCapitalNet,,,-1800000.000,,,,-2900000.000,,,,-100000.000,,,,2600000.000,,
InsuredEventGainLoss,,14800000.000,,,0.000,,,,,,,,,,,,
InterestExpense,19600000.000,19600000.000,22500000.000,22200000.000,22000000.000,21700000.000,21500000.000,14500000.000,12900000.000,12300000.000,10700000.000,10300000.000,10300000.000,10200000.000,10000000.000,9800000.000,9700000.000
LaborAndRelatedExpense,32800000.000,35800000.000,35100000.000,28600000.000,29800000.000,30500000.000,28600000.000,31400000.000,33100000.000,29900000.000,31800000.000,34500000.000,35700000.000,35500000.000,31600000.000,30200000.000,29600000.000
NetCashProvidedByUsedInFinancingActivities,,,-5400000.000,,,,-65300000.000,,,,-71700000.000,,,,-279200000.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,-5400000.000,,,,-65300000.000,,,,-71700000.000,,,,-279200000.000,,
