,2011-09-30
CostOfGoodsSold,20096270.000
Depreciation,62181.000
EarningsPerShareBasic,0.100
EarningsPerShareDiluted,0.100
GainLossOnDerivativeInstrumentsNetPretax,563117.000
GeneralAndAdministrativeExpense,412387.000
GrossProfit,5276600.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,4177934.000
IncomeTaxExpenseBenefit,518115.000
InterestExpense,524982.000
NetIncomeLoss,3659819.000
NonoperatingIncomeExpense,71093.000
OperatingExpenses,1169759.000
OperatingIncomeLoss,4106841.000
OtherOperatingIncomeExpenseNet,32958.000
ResearchAndDevelopmentExpense,263796.000
Revenues,25372870.000
SalesRevenueNet,25372870.000
SellingExpense,431395.000
WeightedAverageNumberOfDilutedSharesOutstanding,36888000.000
WeightedAverageNumberOfSharesOutstandingBasic,36888000.000
