,2014-06-30,2014-09-30
ComprehensiveIncomeNetOfTax,-123083.000,-122146.000
CostOfRevenue,153255.000,130073.000
CostOfServices,137975.000,130073.000
EarningsPerShareBasic,-0.010,-0.010
EarningsPerShareDiluted,-0.010,-0.010
GainOnSaleOfInvestments,,3252.000
GeneralAndAdministrativeExpense,377407.000,357893.000
GrossProfit,432378.000,368232.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-121164.000,-122904.000
IncomeLossFromEquityMethodInvestments,-52352.000,99.000
IncomeTaxExpenseBenefit,2446.000,-2.000
InterestExpense,15749.000,10908.000
InventoryWriteDown,15280.000,
InvestmentIncomeInterest,115.000,872.000
NetIncomeLoss,-123610.000,-122902.000
NonoperatingIncomeExpense,-68154.000,-8494.000
OperatingExpenses,485388.000,482642.000
OperatingIncomeLoss,-53010.000,-114410.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,527.000,756.000
OtherNonoperatingIncomeExpense,-168.000,-1809.000
RevenueFromRelatedParties,219645.000,207342.000
Revenues,585633.000,498305.000
SalesRevenueNet,585633.000,498305.000
SalesRevenueServicesNet,365988.000,290963.000
SellingExpense,8721.000,5637.000
ShareBasedCompensation,99260.000,119112.000
WeightedAverageNumberOfDilutedSharesOutstanding,17595062.000,17658649.000
WeightedAverageNumberOfSharesOutstandingBasic,17595062.000,17658649.000
