,2011-12-31,2012-12-31,2013-12-31,2014-12-31,2015-12-31,2016-12-31
AssetManagementCosts,1649732.000,541304.000,326090.000,224232.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,8608723.000,-10093563.000,-13282875.000,682517.000,-1944717.000,
CashPeriodIncreaseDecrease,,,,,,-285679.000
DepreciationAmortizationAndAccretionNet,-126172.000,-43003.000,-30628.000,-11600.000,-6544.000,-124396.000
DistributedEarnings,,,0.000,0.000,0.000,0.000
DividendIncomeOperating,,,,,,4053.000
EarningsPerShareBasic,,,,-7.090,-3.230,3.040
FloorBrokerageExchangeAndClearanceFees,29602.000,85.000,6891.000,3859.000,53.000,8064.000
GainLossOnInvestments,-10925479.000,6529876.000,-21891138.000,-5760821.000,-2441597.000,-9618417.000
GainLossOnSaleOfDebtInvestments,17188.000,-45.000,,,,
GainLossOnSaleOfDerivatives,39671640.000,-9235455.000,-24528575.000,-4953065.000,,
GainLossOnSaleOfInvestments,,,,,-3037157.000,-8535498.000
GainLossOnSaleOfSecuritiesNet,17188.000,-45.000,1244.000,530.000,,
IncreaseDecreaseInAccountsPayable,-68096.000,-12971.000,-20979.000,-10269.000,,
IncreaseDecreaseInAccountsPayableRelatedParties,,,,,779.000,8014.000
IncreaseDecreaseInAccruedLiabilities,361.000,-5643.000,2974.000,,,
IncreaseDecreaseInDividendsReceivable,,,,,,252.000
IncreaseDecreaseInPayablesToBrokerDealers,,,,681.000,-1452.000,-4107.000
InterestAndDividendIncomeOperating,,,,,,128449.000
InterestExpense,,,,,412.000,1940.000
InterestIncomeOperating,126095.000,42800.000,30460.000,11495.000,6544.000,124396.000
InterestPaid,,,,,412.000,1940.000
InvestmentIncomeNet,-1553239.000,-498589.000,-302521.000,-216596.000,,
MarketableSecuritiesRealizedGainLoss,,,,,791.000,2043.000
MarketableSecuritiesUnrealizedGainLoss,,,,,1421.000,-888.000
NetCashProvidedByUsedInFinancingActivities,-117427039.000,-21345998.000,-7932224.000,-6135944.000,,19782905.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-117427039.000,-21345998.000,-7932224.000,-6135944.000,,19782905.000
NetCashProvidedByUsedInOperatingActivities,126035762.000,11252435.000,-5350651.000,6818461.000,-1944717.000,-20068584.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,126035762.000,11252435.000,-5350651.000,6818461.000,-1944717.000,-20068584.000
NetIncomeLoss,,,-22193659.000,-5977417.000,-2586354.000,-9833459.000
OperatingExpenses,1679334.000,541389.000,332981.000,228091.000,151301.000,345849.000
OperatingIncomeLoss,,,,,-144757.000,-215042.000
PartnersCapitalAccountContributions,,,,1000.000,,
PaymentsForPurchaseOfSecuritiesOperatingActivities,,,,,85689492.000,200297832.000
PaymentsForRepurchaseOfCommonStock,361748490.000,21345998.000,7932224.000,6135944.000,,77776414.000
PaymentsToAcquireMarketableSecurities,768884317.000,221951181.000,165969098.000,112990572.000,,
ProceedsFromIssuanceOfCommonStock,244321451.000,,,,,95036403.000
ProceedsFromSaleAndMaturityOfMarketableSecurities,856995585.000,242999277.000,185498176.000,124999882.000,,
ProceedsFromSaleOfSecuritiesOperatingActivities,,,,,87399792.000,189876854.000
ProfessionalFees,,,,,150836.000,335845.000
ProfitLoss,-12478718.000,6031287.000,,,,
RealizedGainLossOnMarketableSecuritiesCostMethodInvestmentsAndOtherInvestments,,,,,-3036366.000,-8533455.000
RealizedInvestmentGainsLosses,39688828.000,-9235500.000,-24527331.000,-4952535.000,,
StockIssuedDuringPeriodSharesNewIssues,,,,,0.000,
StockIssuedDuringPeriodSharesPeriodIncreaseDecrease,,-400000.000,,,,
StockIssuedDuringPeriodValueNewIssues,,,,,0.000,95036403.000
StockIssuedDuringPeriodValueOther,,,-7932224.000,,,
StockIssuedDuringPeriodValuePurchaseOfAssets,,,-30125883.000,,,
StockRedeemedOrCalledDuringPeriodShares,,400000.000,,,,
StockRedeemedOrCalledDuringPeriodValue,,21345998.000,7932224.000,6135944.000,,77776414.000
StockholdersEquityPeriodIncreaseDecrease,,-21345998.000,,-12113361.000,-2586354.000,7426530.000
UnrealizedGainLossOnDerivatives,-50606700.000,15760660.000,2637850.000,-805875.000,,
UnrealizedGainLossOnInvestments,-50614307.000,15765376.000,2636193.000,-808286.000,593348.000,-1084074.000
UnrealizedGainLossOnMarketableSecuritiesCostMethodInvestmentsAndOtherInvestments,,,,,594769.000,-1084962.000
UnrealizedGainLossOnSecurities,-7607.000,4716.000,-1657.000,-2411.000,,
UnrealizedLossOnSecurities,18701360.000,2940700.000,,,,
