,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
Assets,255778221.000,249421102.000,234879250.000,212576865.000,182672894.000,172188248.000,154050850.000,143353303.000,125489115.000,109232785.000,97528185.000,80010018.000,71550850.000,74719967.000,77843044.000,80039282.000,38114967.000,41509582.000,38265194.000,22777086.000,22436075.000
CapitalUnitsOutstanding,,,,,,116640493.000,111802279.000,104841372.000,96183660.000,86912281.000,66052414.000,60335199.000,52820804.000,48872058.000,48238660.000,48646575.000,29516860.000,30436191.000,22764695.000,17174947.000,17192912.000
CashAndCashEquivalentsAtCarryingValue,388512.000,318188.000,368191.000,389589.000,782872.000,393185.000,528396.000,533657.000,399643.000,518604.000,530432.000,438148.000,549775.000,491575.000,541412.000,533507.000,491063.000,546945.000,563882.000,474655.000,
InterestReceivable,66937.000,65981.000,,,,,,,,,,,,,,,,,,,
InvestmentOwnedPercentOfNetAssets,,,,,-0.003,-0.003,0.019,0.026,0.018,-0.004,0.056,0.035,0.041,0.084,0.090,0.030,-0.013,0.058,0.015,0.024,0.112
InvestmentOwnedUnrecognizedUnrealizedAppreciationDepreciationNet,,,,,,,,,,,4887466.000,2633223.000,2860853.000,5869494.000,6535615.000,2327796.000,-462676.000,2237539.000,389357.000,495916.000,2352484.000
Liabilities,3647017.000,2739777.000,13832941.000,12160964.000,4269797.000,3988644.000,4998418.000,4488164.000,3297430.000,3379938.000,11196695.000,3900221.000,1548367.000,4407558.000,4857981.000,3822660.000,3055418.000,2751716.000,12893478.000,1894879.000,1486674.000
LiabilitiesAndStockholdersEquity,255778221.000,249421102.000,234879250.000,212576865.000,182672894.000,172188248.000,154050850.000,143353303.000,125489115.000,109232785.000,97528185.000,80010018.000,71550850.000,74719967.000,77843044.000,80039282.000,38114967.000,41509582.000,38265194.000,22777086.000,22436075.000
MembersCapital,,,,,,,,,,,86331490.000,76109797.000,70002483.000,70312409.000,72985063.000,76216622.000,35059549.000,38757866.000,25371716.000,20882207.000,20949401.000
MembersEquity,,,,,,,,,,,86331490.000,76109797.000,70002483.000,70312409.000,72985063.000,76216622.000,35059549.000,38757866.000,25371716.000,20882207.000,20949401.000
OtherAssets,,,65910.000,2401.000,1174.000,354.000,120.000,1086.000,33.000,462.000,90.000,88.000,1717.000,49.000,2484.000,1681.000,577.000,25.000,2390.000,2930.000,2806.000
OtherLiabilities,259791.000,300352.000,226967.000,167120.000,250625.000,272718.000,200444.000,203664.000,216739.000,251664.000,303483.000,248854.000,282595.000,235250.000,200531.000,214573.000,527815.000,582304.000,607637.000,622256.000,371081.000
PartnersCapital,252131204.000,246681325.000,221046309.000,200415901.000,178403097.000,168199604.000,149052432.000,138865139.000,122191685.000,105852847.000,,,,,,,,,,,
PartnersCapitalAccountUnits,171330161.000,174156288.000,155007214.000,137702260.000,120222683.000,116640493.000,111802279.000,104841372.000,96183660.000,,,,,,,,,,,,
RestrictedCashAndCashEquivalents,21160130.000,14040779.000,21424479.000,26818477.000,26551540.000,21712166.000,23426907.000,18308945.000,8260368.000,17810892.000,14999063.000,12941339.000,12208556.000,10572252.000,10272575.000,13614586.000,6445568.000,5762424.000,5142903.000,3922967.000,4201295.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,252131204.000,246681325.000,221046309.000,200415901.000,178403097.000,168199604.000,149052432.000,138865139.000,122191685.000,105852847.000,86331490.000,76109797.000,70002483.000,70312409.000,72985063.000,76216622.000,35059549.000,38757866.000,25371716.000,20882207.000,20949401.000
