,2011-07-02,2011-10-01
BusinessCombinationAcquisitionRelatedCosts,,600000.000
CostOfGoodsSoldDirectMaterials,4700000.000,4500000.000
CostOfServicesDirectMaterials,4600000.000,4500000.000
CostsAndExpenses,41700000.000,41700000.000
CostsOfFranchisorOwnedOutlets,5700000.000,5300000.000
EarningsPerShareBasic,0.150,0.100
EarningsPerShareDiluted,0.150,0.100
GainsLossesOnSalesOfAssets,-400000.000,-500000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,3900000.000,2700000.000
IncomeTaxExpenseBenefit,1800000.000,1300000.000
InterestExpense,2000000.000,2100000.000
NetIncomeLoss,2100000.000,1400000.000
OccupancyCosts,5800000.000,5900000.000
OperatingIncomeLoss,6000000.000,4600000.000
OtherNonoperatingIncomeExpense,-100000.000,200000.000
ProductWarrantyExpense,-400000.000,600000.000
RealEstateRevenueNet,8100000.000,8200000.000
RevenueFromFranchisedOutlets,14400000.000,14300000.000
RevenueFromFranchisorOwnedOutlets,18000000.000,16800000.000
Revenues,47700000.000,46300000.000
SalesRevenueGoodsNet,5100000.000,4900000.000
SalesRevenueNet,47700000.000,46300000.000
SellingGeneralAndAdministrativeExpense,13400000.000,12800000.000
TechnologyServicesRevenue,1600000.000,1600000.000
WeightedAverageNumberDilutedSharesOutstandingAdjustment,0.000,100000.000
WeightedAverageNumberOfDilutedSharesOutstanding,13900000.000,13900000.000
WeightedAverageNumberOfSharesOutstandingBasic,13900000.000,13800000.000
