,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28,2017-05-31
CashAndCashEquivalentsPeriodIncreaseDecrease,-9247.000,,,,-5966.000,,,,-6816.000,,
CostsAndExpenses,8802.000,9293.000,13212.000,4272.000,7814.000,6422.000,35876.000,4903.000,7678.000,9627.000,25517.000
EarningsPerShareBasicAndDiluted,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,-0.000,-0.000
ExplorationCosts,2328.000,5000.000,5700.000,-1.000,,,12980.000,,,,12980.000
GeneralAndAdministrativeExpense,6474.000,4293.000,7512.000,4273.000,7814.000,6422.000,22896.000,4903.000,7678.000,9627.000,12537.000
IncreaseDecreaseInAccountsPayable,-445.000,,,,1785.000,,,,826.000,,
IncreaseDecreaseInDueToRelatedPartiesCurrent,,,,,63.000,,,,36.000,,
NetCashProvidedByUsedInOperatingActivities,-9247.000,,,,-5966.000,,,,-6816.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-9247.000,,,,-5966.000,,,,-6816.000,,
NetIncomeLoss,-8802.000,,,,-7814.000,,,,-7678.000,,
OperatingIncomeLoss,-8802.000,-9293.000,-13212.000,-4272.000,-7814.000,-6422.000,-35876.000,-4903.000,-7678.000,-9627.000,-25517.000
PaymentsToAcquireOilAndGasProperty,,,,,,,,,10000.000,,
ProceedsFromRelatedPartyDebt,,,,,63.000,,,,,,
WeightedAverageNumberOfSharesOutstandingBasic,90000000.000,90000000.000,90000000.000,-180000000.000,90000000.000,90000000.000,90000000.000,-180000000.000,90000000.000,90000000.000,90000000.000
