,2012-09-30,2012-12-31,2013-06-30,2013-09-30
AdjustmentsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivities,,,1100.000,1100.000
EarningsPerShareBasic,,,-0.000,-0.000
EarningsPerShareBasicAndDiluted,0.000,0.000,,
EarningsPerShareDiluted,,,-0.000,-0.000
GeneralAndAdministrativeExpense,1800.000,6558.000,1100.000,1100.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,-1100.000,-1100.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,-1100.000,-1100.000
IncreaseDecreaseInAccruedLiabilities,,,1100.000,1100.000
NetIncomeLoss,-1800.000,-6558.000,-1100.000,-1100.000
OperatingExpenses,,,1100.000,1100.000
OperatingIncomeLoss,,,-1100.000,-1100.000
WeightedAverageNumberOfDilutedSharesOutstanding,,,26350000.000,26350000.000
WeightedAverageNumberOfSharesOutstandingBasic,,,26350000.000,26350000.000
