,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AdjustmentsToAdditionalPaidInCapitalOther,,0.000,,,,,,,,,,
AllocatedShareBasedCompensationExpense,,,,,,214286.000,,,,0.000,,
AmortizationOfDebtDiscountPremium,,,,,,,,,,244833.000,,
AmortizationOfIntangibleAssets,,,,,,0.000,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,,51415265.000,,
CashPeriodIncreaseDecrease,,0.000,,,,-49330.000,,,,162705.000,,
ConversionOfStockAmountIssued1,,,,,,7883630.000,,,,318986.000,,
CostOfGoodsSold,,,,,,78847.000,409165.000,638448.000,817830.000,1006839.000,1452724.000,1281116.000
DebtConversionConvertedInstrumentAmount1,,,,,,79000.000,,,,,,
DebtInstrumentConvertibleBeneficialConversionFeature,,,,,,-40749.000,,-3377305.000,,-737020.000,,
DeferredIncomeTaxExpenseBenefit,,,,,,1243540.000,,,,,,
DeferredOtherTaxExpenseBenefit,,,,,,-1243540.000,,,,,,
Depreciation,,,,,,8876.000,,,,,45692.000,87069.000
DepreciationAndAmortization,,,,,,8876.000,9206.000,27412.000,-7570.000,46598.000,45692.000,38697.000
DepreciationDepletionAndAmortization,,,,,,8876.000,,,,46598.000,,
DerivativeGainLossOnDerivativeNet,,,,,,4160792.000,-1114759.000,-18766197.000,12781382.000,63743644.000,-7278229.000,-361135.000
EarningsPerShareBasic,,,,,,0.010,-0.010,-0.070,,0.120,-0.020,-0.010
EarningsPerShareBasicAndDiluted,-0.050,-0.070,-0.090,-0.050,0.110,,,,,,,
EarningsPerShareDiluted,,,,,,0.010,0.000,-0.070,,0.070,-0.020,-0.010
EffectOfExchangeRateOnCashAndCashEquivalents,,,,,,107495.000,,,,-20345.000,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,,0.350,,,,,,
ExtinguishmentOfDebtAmount,,,,,,,,,,484028.000,,
ExtinguishmentOfDebtGainLossNetOfTax,,,,,,4000.000,,,,,,
GainLossOnDispositionOfAssets,,,,,,12516.000,,,,,,
GainLossOnDispositionOfAssets1,,,,,,,0.000,-13360.000,,0.000,0.000,
GainLossOnDispositionOfProperty,,,,,,-12516.000,,,,,,
GainsLossesOnExtinguishmentOfDebt,,,,,,40749.000,,0.000,,-484028.000,0.000,
GeneralAndAdministrativeExpense,10809.000,13486.000,18064.000,10290.000,5140401.000,700435.000,1760751.000,1115727.000,-556392.000,628444.000,1121502.000,341361.000
GoodwillAndIntangibleAssetImpairment,,,,,,,,0.000,,0.000,,
GoodwillImpairmentLoss,,,,,,,,,,,,373060.000
GrossProfit,,,,,,139549.000,20227.000,380375.000,541408.000,241031.000,122875.000,381802.000
IncomeLossFromContinuingOperations,,,-18213.000,-10441.000,,,,,,,,122427.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,,,,3552970.000,-3001743.000,-25410387.000,8497108.000,56431400.000,-9701264.000,-4225072.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-10960.000,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,,,,,,,,,-4347499.000
IncomeTaxExpenseBenefit,0.000,,,,,,0.000,0.000,,0.000,0.000,
IncomeTaxExpenseBenefitContinuingOperations,,,,,,0.000,,,,,,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,,,-3522970.000,,,,,,
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,,,,,,3522970.000,,,,,,
IncomeTaxesPaid,,0.000,,,,0.000,,,,0.000,,
IncreaseDecreaseInAccountsPayable,,-1808.000,,,,,,,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,,-1275.000,,,,61419.000,,
IncreaseDecreaseInAccountsPayableRelatedParties,,15294.000,,,,,,,,,,
IncreaseDecreaseInAccountsReceivable,,,,,,-6848.000,,,,-114527.000,,
IncreaseDecreaseInAccruedTaxesPayable,,,,,,,,,,60164.000,,
IncreaseDecreaseInCustomerAdvances,,,,,,75000.000,,,,0.000,,
IncreaseDecreaseInDeferredLeasingFees,,,,,,,,,,572.000,,
IncreaseDecreaseInDeferredRevenue,,,,,,12354.000,,,,44731.000,,
IncreaseDecreaseInDerivativeLiabilities,,,,,,-4160792.000,,,,-63743644.000,,
IncreaseDecreaseInInterestPayableNet,,150.000,,,,,,,,192768.000,,
IncreaseDecreaseInInventories,,,,,,96781.000,,,,91224.000,,
IncreaseDecreaseInOtherCurrentLiabilities,,,,,,,,,,113051.000,,
IncreaseDecreaseInOtherDeferredLiability,,,,,,,,,,18000.000,,
IncreaseDecreaseInOtherNoncurrentAssets,,,,,,19917.000,,,,-4969.000,,
IncreaseDecreaseInPrepaidExpense,,,,,,48505.000,,,,22229.000,,
InterestExpense,,,,,,45919.000,137254.000,37805.000,254887.000,718688.000,1137218.000,
InterestExpenseRelatedParty,151.000,150.000,-149.000,151.000,,,,,,,,
InterestIncomeExpenseNet,,,,,,,,,,,,194581.000
InterestPaid,,0.000,,,,0.000,,,,0.000,,
IssuanceOfStockAndWarrantsForServicesOrClaims,,0.000,,,,,,,,,,
LineOfCreditFacilityInterestRateDuringPeriod,,,,,,0.080,,,,,,
NetCashProvidedByUsedInFinancingActivities,,0.000,,,,525297.000,,,,547570.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,0.000,,,,525297.000,,,,547570.000,,
NetCashProvidedByUsedInInvestingActivities,,,,,,-142327.000,,,,0.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,,-142327.000,,,,0.000,,
NetCashProvidedByUsedInOperatingActivities,,0.000,,,,-539794.000,,,,-364520.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,0.000,,,,-539794.000,,,,-364520.000,,
NetIncomeLoss,-10960.000,-13636.000,-18213.000,-10441.000,-30380553.000,3552970.000,-3001743.000,-25410387.000,8497108.000,56431400.000,-9701264.000,-4225072.000
NonoperatingIncomeExpense,-151.000,,,,,,,,,,,
OperatingExpenses,10809.000,13486.000,18064.000,10290.000,5470802.000,709311.000,1769957.000,7133415.000,4508600.000,6350559.000,1208692.000,753118.000
OperatingIncomeLoss,-10809.000,-13486.000,-18064.000,-10290.000,-5225533.000,-569762.000,-1749730.000,-6753039.000,-3967192.000,-6109528.000,-1085817.000,-371316.000
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToParent,,,,,,97928.000,-13122.000,-137095.000,-34828.000,-15367.000,78701.000,-51526.000
OtherComprehensiveIncomeLossBeforeTaxPortionAttributableToParent,,,,,,3650898.000,-3014865.000,-25547482.000,8462280.000,56416033.000,-9622563.000,-4276598.000
OtherIncome,,,,,,,,162770.000,,,,
OtherNonoperatingIncomeExpense,,-150.000,-149.000,-151.000,,,,,,0.000,-200000.000,660296.000
OtherOperatingIncomeExpenseNet,,,,,,4122732.000,-1252013.000,-18657348.000,12464300.000,62540928.000,-8615447.000,493742.000
PaymentsToAcquirePropertyPlantAndEquipment,,,,,,181749.000,,,,0.000,,
ProceedsFromIssuanceOfCommonStock,,0.000,,,,,,,,,,
ProceedsFromIssuanceOrSaleOfEquity,,,,,,,,,,5000.000,,
ProceedsFromLinesOfCredit,,,,,,,,25000.000,,23758.000,,
ProceedsFromNotesPayable,,,,,,36520.000,,,,586827.000,,
ProceedsFromRelatedPartyDebt,,0.000,,,,418638.000,,,,0.000,,
ProceedsFromSaleAndMaturityOfOtherInvestments,,,,,,11329.000,,,,0.000,,
